,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
843,19840224004629A,746,2,"UNABLE TO CLIMB OR SUSTAIN SPEED AFTER TAKEOFF. CRASH LANDED OFF AIRPORT.SNOW, ICE AND SLUSH ON AIRCRAFT AND RUNWAY","snow , ice and slush on aircraft and runway .","[22, 22, 'FAC']"
844,19831231073579I,747,1,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,carburetor heat applied .,"[7, 7, 'VEH']"
845,19831228064919A,748,0,DURING PREFLIGHT PILOT GOT A FAULTY GEAR INDICATION; DECIDED TO ATTEMPT FLIGHT RESULTING IN NOSE GEAR COLLAPSE.    ,during preflight pilot got a faulty gear indication; decided to attempt flight resulting in nose gear collapse .,"[2, 2, 'PER']"
846,19831220062219A,749,0,CRASH OCCURRED DURING EMERGENCY LANDING ON AIRPORT AFTER LOSS OF OIL PRESSURE ON LEFT ENGINE.OIL LOW IN LEFT ENGINE,crash occurred during emergency landing on airport after loss of oil pressure on left engine .,"[6, 6, 'FAC']"
847,19840121015319I,750,1,ENGINE FAILED AFTER TAKEOFF. TRIED TO MAKE A ROAD BUT DRIFTED OFF THE EDGE. FOUND SOLID ICE IN CARBURETOR BOWL.    ,tried to make a road but drifted off the edge .,"[9, 9, 'FAC']"
848,19840121015319I,750,1,ENGINE FAILED AFTER TAKEOFF. TRIED TO MAKE A ROAD BUT DRIFTED OFF THE EDGE. FOUND SOLID ICE IN CARBURETOR BOWL.    ,tried to make a road but drifted off the edge .,"[14, 14, 'LOC']"
849,19840116011589I,751,1,RAN OUT OF FUEL APPROACHING DESTINATION. LANDED ON THE RUNWAY. FUEL SIPHONED FROM LOOSE FUEL CAP.                  ,landed on the runway .,"[10, 10, 'FAC']"
850,19831201059529A,753,0,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,pilot forgot to remove aileron control lock and could not control aircraft after takeoff .,"[0, 0, 'PER']"
851,19831201059529A,753,0,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,pilot forgot to remove aileron control lock and could not control aircraft after takeoff .,"[11, 11, 'VEH']"
852,19840315006369A,755,1,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,student used wrong rudder .,"[7, 7, 'PER']"
853,19840321006879A,756,0,AIRCRAFT LANDED HARD AFTER FLIGHT THROUGH ICING CONDITIONS. DEICE EQUIPMENT WORKED WHEN TESTED AFTER CRASH.        ,aircraft landed hard after flight through icing conditions .,"[0, 0, 'VEH']"
854,19840323042509A,757,0,ENGINE MALFUNCTION DURING TAKEOFF CAUSED CRASH ALONG EXTENDED RUNWAY CENTERLINE. WATER FOUND IN RIGHT FUEL TANK.   ,engine malfunction during takeoff caused crash along extended runway centerline .,"[0, 0, 'VEH']"
855,19840323042509A,757,0,ENGINE MALFUNCTION DURING TAKEOFF CAUSED CRASH ALONG EXTENDED RUNWAY CENTERLINE. WATER FOUND IN RIGHT FUEL TANK.   ,engine malfunction during takeoff caused crash along extended runway centerline .,"[8, 8, 'FAC']"
856,19840515036809I,758,2,ENGINE FAILED ON CLIMBOUT. RETURNED. LANDED SHORT OF RUNWAY. RIGHT FUEL GAUGE READ FULL. RIGHT FUEL TANK EMPTY.    ,landed short of runway .,"[10, 10, 'FAC']"
857,19840717046169I,759,0,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,rotors blades struck rotors of a parked helicopter after start up .,"[7, 7, 'VEH']"
858,19840717046169I,759,1,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,pilot of parked craft failed to secure rotors .,"[12, 12, 'PER']"
859,19840717046169I,759,1,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,pilot of parked craft failed to secure rotors .,"[15, 15, 'VEH']"
860,19840620037239I,760,0,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,upper engine cowling separated from the aircraft en route .,"[6, 6, 'VEH']"
861,19840620037239I,760,1,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,pilot had neglected to secure cowling after replacing it .,"[10, 10, 'PER']"
862,19840620032119I,761,1,NOSE GEAR COLLAPSED ON TAKEOFF ROLL. MAINTENANCE HAD PLACED SWITCH IN UP POSITION. DID NOT USE CHECK LIST.         ,maintenance had placed switch in up position .,"[7, 7, 'PER']"
863,19840618035239I,762,2,LOW OIL PRESSURE. WARNING LIGHT ON. FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING.                ,found loose oil cap and large amounts of oil on engine cowling .,"[18, 18, 'VEH']"
864,19840618035239I,762,2,LOW OIL PRESSURE. WARNING LIGHT ON. FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING.                ,found loose oil cap and large amounts of oil on engine cowling .,"[19, 19, 'VEH']"
865,19840620039129I,763,1,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR UNKNOWN UNTIL THE GEAR WAS RETRACTED. DIVERTED TO NEAREST AIRPORT,diverted to nearest airport .,"[21, 21, 'FAC']"
866,19840423015179A,765,0,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,pilot forgot to raise flaps on takeoff during touch and go landing .,"[0, 0, 'PER']"
867,19840708030709A,766,1,FRONT BAGGAGE DOOR CAME OPEN ON THE TAKEOFF ROLL. ABORTED LATE AND RAN OFF END OF THE RUNWAY.                      ,aborted late and ran off end of the runway .,"[18, 18, 'FAC']"
868,19840530038939A,768,0,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ","unusual attitude , loss of control and airframe failure .","[7, 7, 'VEH']"
869,19840530038939A,768,1,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ",crew unable to analyze component .,"[10, 10, 'PER']"
870,19840612026399A,769,2,FORGOT TO REPLACE OIL FILLER CAP. OIL ON WINDSHIELD ON TAKEOFF. LANDED ON A ROAD AND RAN OFF INTO A DITCH.         ,landed on a road and ran off into a ditch .,"[16, 16, 'FAC']"
871,19840612026399A,769,2,FORGOT TO REPLACE OIL FILLER CAP. OIL ON WINDSHIELD ON TAKEOFF. LANDED ON A ROAD AND RAN OFF INTO A DITCH.         ,landed on a road and ran off into a ditch .,"[22, 22, 'LOC']"
872,19840625033629A,770,1,"FORWARD WINDSCREEN BECAME OBSCURED BY ENGINE OIL. STRUCK MAILBOX, VEERED OFF ROAD INTO DITCH. OIL FILLER CAP LOOSE.","struck mailbox , veered off road into ditch .","[9, 9, 'FAC']"
873,19840625033629A,770,1,"FORWARD WINDSCREEN BECAME OBSCURED BY ENGINE OIL. STRUCK MAILBOX, VEERED OFF ROAD INTO DITCH. OIL FILLER CAP LOOSE.","struck mailbox , veered off road into ditch .","[13, 13, 'FAC']"
874,19840712064689A,771,3,BOTH ENGINES QUIT EN ROUTE. HIT TREES ON FORCED LANDING. FUEL INLET SCREENS FOULED. AIRCRAFT NOT FLOWN FOR 2 YEARS.,aircraft not flown for 2 years .,"[17, 17, 'VEH']"
875,19840414013499A,772,0,INDICATES CABIN DOOR OPEN. STALLED TRYING TO RETURN TO THE AIRPORT. CRASHED INTO A RESIDENCE. AIRCRAFT BURNED.     ,indicates cabin door open .,"[1, 1, 'VEH']"
876,19840414013499A,772,1,INDICATES CABIN DOOR OPEN. STALLED TRYING TO RETURN TO THE AIRPORT. CRASHED INTO A RESIDENCE. AIRCRAFT BURNED.     ,stalled trying to return to the airport .,"[11, 11, 'FAC']"
877,19840414013499A,772,2,INDICATES CABIN DOOR OPEN. STALLED TRYING TO RETURN TO THE AIRPORT. CRASHED INTO A RESIDENCE. AIRCRAFT BURNED.     ,crashed into a residence .,"[16, 16, 'FAC']"
878,19840414013499A,772,3,INDICATES CABIN DOOR OPEN. STALLED TRYING TO RETURN TO THE AIRPORT. CRASHED INTO A RESIDENCE. AIRCRAFT BURNED.     ,aircraft burned .,"[18, 18, 'VEH']"
879,19840604044809I,774,0,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,aircraft pulled to left and ran off the runway when brakes applied on landing .,"[0, 0, 'VEH']"
880,19840604044809I,774,0,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,aircraft pulled to left and ran off the runway when brakes applied on landing .,"[8, 8, 'FAC']"
881,19840805042689A,775,0,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      ,student pilot carrying passenger attempted takeoff with full flaps extended .,"[1, 1, 'PER']"
882,19840805042689A,775,0,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      ,student pilot carrying passenger attempted takeoff with full flaps extended .,"[3, 3, 'PER']"
883,19840805042689A,775,1,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      ,aricraft stalled after lift off .,"[11, 11, 'VEH']"
884,19840917055159I,776,0,FOLLOWING NR2 HYDRAULIC FAILURE PILOT PULLED FLOATATION T HANDLE INSTEAD OF EMERGENCY GEAR EXTENSION HANDLE.       ,following nr2 hydraulic failure pilot pulled floatation t handle instead of emergency gear extension handle .,"[4, 4, 'PER']"
885,19840821050849A,778,0,ENGINE QUIT ON TAKEOFF DUE TO SELECTED TANK GOING DRY. FAILED TO RESTART ON OTHER. LEAKING FUEL LINE DEPLETED FUEL.,engine quit on takeoff due to selected tank going dry .,"[7, 7, 'VEH']"
886,19841020061099A,780,0,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,the amphibiam aircraft made a lake landing with the wheels extended .,"[2, 2, 'VEH']"
887,19841020061099A,780,1,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,the aircraft nosed over in the water .,"[13, 13, 'VEH']"
888,19840728059279A,783,1,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT. ,pilot was unable to stop spin prior to ground impact .,"[11, 11, 'PER']"
889,19840903045589A,784,0,ENGINE QUIT SHORTLY AFTER TAKEOFF CAUSING AN OFF AIRPORT LANDING. FUEL SELECTOR ON A NEAR EMPTY TANK.              ,engine quit shortly after takeoff causing an off airport landing .,"[8, 8, 'FAC']"
890,19841025061039A,785,1,ENGINE FAILED DUE TO WATER IN FUEL SYSTEM. AIRCRAFT OUT OF ANNUAL. USING AUTO FUEL WITHOUT SUPPLEMENTAL.           ,aircraft out of annual .,"[9, 9, 'VEH']"
891,19840722034119A,786,0,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ",pilots seat slid back on takeoff roll .,"[0, 0, 'PER']"
892,19840722034119A,786,1,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ","aircraft left side of runway , hit ditch , nosed over .","[8, 8, 'VEH']"
893,19840722034119A,786,1,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ","aircraft left side of runway , hit ditch , nosed over .","[12, 12, 'FAC']"
894,19840822042839A,787,0,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.       ,during taxi pilots seat skid rearward .,"[2, 2, 'PER']"
895,19840904072969I,788,0,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,pilot neglected to check if seat was locked in track .,"[0, 0, 'PER']"
896,19840904072969I,788,2,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,aircraft left the runway .,"[18, 18, 'VEH']"
897,19840904072969I,788,2,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,aircraft left the runway .,"[21, 21, 'FAC']"
898,19840818041549A,792,1,ENGINE QUIT ON CLIMBOUT. UNABLE TO REACH AIRPORT STALLED DURING FORCED LANDING. FOUND WATER IN THE FUEL.           ,unable to reach airport stalled during forced landing .,"[8, 8, 'FAC']"
899,19840722036269A,793,0,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          ,uneven fuel burn due to mud dauber blockage in fuel vent .,"[6, 6, 'VEH']"
900,19840722036269A,793,1,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          ,engine quit .,"[12, 12, 'VEH']"
901,19840722036269A,793,2,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          ,aircraft nosed over in open field .,"[15, 15, 'VEH']"
902,19840722036269A,793,2,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          ,aircraft nosed over in open field .,"[20, 20, 'LOC']"
903,19840914055239A,794,0,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.    ,unable to glide to airport after engine quit .,"[4, 4, 'FAC']"
904,19840821046409A,795,0,CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF. AIRCRAFT HAD NOT HAD ANNUAL INSPECTION.  ,crash occurred during forced landing after engine failure during takeoff .,"[6, 6, 'VEH']"
905,19840821046409A,795,1,CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF. AIRCRAFT HAD NOT HAD ANNUAL INSPECTION.  ,aircraft had not had annual inspection .,"[11, 11, 'VEH']"
906,19840907076829A,798,1,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.  ,landed gear up in field and fire erupted .,"[11, 11, 'LOC']"
907,19841006058959I,799,1,ENGINE COWLING NOT PROPERLY SECURED CAME LOOSE ON THE TAKEOFF ROLL. ABORTED AND OVERRAN THE RUNWAY CAUSING DAMAGE. ,aborted and overran the runway causing damage .,"[16, 16, 'FAC']"
908,19840922050589A,800,0,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT. SETTLED INTO TREES.                                      ,unable to climb after takeoff due to ice on the aircraft .,"[10, 10, 'VEH']"
909,19840911047989A,802,1,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.       ,primer in open position .,"[15, 15, 'VEH']"
910,19841023066839I,803,0,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.        ,during preflight pilot failed to ensure nose baggage door was locked .,"[2, 2, 'PER']"
911,19841023066839I,803,1,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.        ,suitcase fell from aircraft on climb .,"[12, 12, 'VEH']"
912,19841023066839I,803,1,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.        ,suitcase fell from aircraft on climb .,"[15, 15, 'VEH']"
913,19840728035989A,804,1,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,aborted but overran the runway .,"[10, 10, 'FAC']"
914,19840728035989A,804,2,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,copilot had neglected to remove pitot static covers .,"[12, 12, 'PER']"
915,19840829044519A,805,0,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.     ,a wing struck construction barricades during the landing roll .,"[1, 1, 'VEH']"
916,19840829044519A,805,0,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.     ,a wing struck construction barricades during the landing roll .,"[4, 4, 'FAC']"
917,19840829044519A,805,1,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.     ,runway was opened without checking on barriers .,"[10, 10, 'FAC']"
918,19840828044039A,807,0,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,aircraft sank in bay because of leaking float .,"[0, 0, 'VEH']"
919,19840828044039A,807,1,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,two passengers did not make shore because of cold water .,"[10, 10, 'PER']"
920,19840828044039A,807,1,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,two passengers did not make shore because of cold water .,"[14, 14, 'LOC']"
921,19841022059769A,808,2,ENGINE LACKED FULL POWER TO GO AROUND FROM LOW PASS. LOWER PLUGS WERE FOULED. PILOT IGNORED ROUGH MAGS ON TAKEOFF. ,pilot ignored rough mags on takeoff .,"[16, 16, 'PER']"
922,19840920049879A,810,0,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ","aircraft lost power on takeoff , ditched in ocean .","[0, 0, 'VEH']"
923,19840920049879A,810,0,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ","aircraft lost power on takeoff , ditched in ocean .","[8, 8, 'LOC']"
924,19840920049879A,810,1,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",aircraft had been serviced with 147 gallons of jet a fuel .,"[10, 10, 'VEH']"
925,19841112062819A,811,0,STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING. FLAPS WERE RETRACTED EARLY.      ,student pilot failed to control aircraft during go around from a bounced landing .,"[1, 1, 'PER']"
926,19841112062819A,811,0,STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING. FLAPS WERE RETRACTED EARLY.      ,student pilot failed to control aircraft during go around from a bounced landing .,"[5, 5, 'VEH']"
927,19841209073469I,812,0,"BRAKE FAILED WHEN APPLIED FOR TURN OFF RUNWAY.RAN DOWN EMBANKMENT. BRAKE PAD BADLY WORN, LOST BRAKE FLUID.         ",brake failed when applied for turn off runway .,"[7, 7, 'FAC']"
928,19841113071509I,813,2,"NOSE GEAR COLLAPSED ON ROLLOUT. TURN STOP ON STRUT COLLAR SHEARED, TRUNION SPREAD. PROBABLY FROM TOWING AIRCRAFT.  ",probably from towing aircraft .,"[19, 19, 'VEH']"
929,19841031065119I,814,0,PART OF ENGINE COWLING SEPARATED DUE TO IMPROPER LATCHING. PILOT RETURNED TO AIRPORT FOR EMERGENCY LANDING.        ,part of engine cowling separated due to improper latching .,"[2, 2, 'VEH']"
930,19841031065119I,814,1,PART OF ENGINE COWLING SEPARATED DUE TO IMPROPER LATCHING. PILOT RETURNED TO AIRPORT FOR EMERGENCY LANDING.        ,pilot returned to airport for emergency landing .,"[10, 10, 'PER']"
931,19841031065119I,814,1,PART OF ENGINE COWLING SEPARATED DUE TO IMPROPER LATCHING. PILOT RETURNED TO AIRPORT FOR EMERGENCY LANDING.        ,pilot returned to airport for emergency landing .,"[13, 13, 'FAC']"
932,19841121073629I,816,1,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  ",landed in field .,"[7, 7, 'FAC']"
933,19841121073629I,816,2,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  ","2 quarts of water in left fuel tank , water in carburetor , gascolator .","[20, 20, 'VEH']"
934,19841214074599I,817,1,WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES. STRUCK 2 AIRCRAFT AND FENCE. CIRCUIT BREAKER HYDRAULIC PUMP OPEN.,struck 2 aircraft and fence .,"[10, 10, 'VEH']"
935,19841214074599I,817,1,WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES. STRUCK 2 AIRCRAFT AND FENCE. CIRCUIT BREAKER HYDRAULIC PUMP OPEN.,struck 2 aircraft and fence .,"[12, 12, 'FAC']"
936,19841117062449A,818,0,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.        ",pilot left fuel strainer valve in the open position .,"[0, 0, 'PER']"
937,19841201065849A,819,0,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS. ,aircraft collided with trees and terrain in bottom of a canyon .,"[0, 0, 'VEH']"
938,19841201065849A,819,0,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS. ,aircraft collided with trees and terrain in bottom of a canyon .,"[5, 5, 'LOC']"
939,19841201065849A,819,0,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS. ,aircraft collided with trees and terrain in bottom of a canyon .,"[10, 10, 'LOC']"
940,19841121064409A,820,1,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ","could not rotate , aborted takeoff , slid off end of icy runway , hit tree , ground .","[17, 17, 'FAC']"
941,19841109067329A,821,0,"HARD LANDING ON BEACH AFTER POWER LOSS. WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM.                  ",hard landing on beach after power loss .,"[3, 3, 'LOC']"
942,19841108074379A,822,3,"TRIED TAKEOFF, NO CLEARANCE WITH CONTROL ZONE IFR. WOULD NOT FLY. WATER IN FLOATS. ABORTED, HIT BRIDGE PILING, SANK","aborted , hit bridge piling , sank .","[21, 21, 'FAC']"
