,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
536,19840324033049A,739,0,PILOT DID NOT REMOVE REAR SEAT BELT WHICH HELD REAR CONTROL STICK FROM MOVING WHILE AIRCRAFT WAS PARKED.           ,pilot did not remove rear seat belt which held rear control stick from moving while aircraft was parked .,"[9, 11, 'OtherScientificTerm']"
537,19840406014179A,740,1,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,dark night fog and snow showers .,"[19, 20, 'OtherScientificTerm']"
538,19840212003519A,741,0,CRASH OCCURRED DURING PRECAUTIONARY LANDING WHEN PILOT ATTEMPTED TO LAND ON ROAD TO SECURE OIL ACCESS COVER.       ,crash occurred during precautionary landing when pilot attempted to land on road to secure oil access cover .,"[3, 4, 'Task']"
539,19840212003519A,741,0,CRASH OCCURRED DURING PRECAUTIONARY LANDING WHEN PILOT ATTEMPTED TO LAND ON ROAD TO SECURE OIL ACCESS COVER.       ,crash occurred during precautionary landing when pilot attempted to land on road to secure oil access cover .,"[14, 16, 'OtherScientificTerm']"
540,19840401007889A,745,0,PILOT USING FLAPS FOR TAKEOFF HIT WIRES WHEN ADDITIONAL FLAPS WERE APPLIED AND REDUCED PERFORMANCE.                ,pilot using flaps for takeoff hit wires when additional flaps were applied and reduced performance .,"[2, 2, 'OtherScientificTerm']"
541,19831231073579I,747,0,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,lost engine power at cruise altitude .,"[0, 2, 'OtherScientificTerm']"
542,19831231073579I,747,0,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,lost engine power at cruise altitude .,"[4, 5, 'OtherScientificTerm']"
543,19831231073579I,747,1,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,carburetor heat applied .,"[7, 8, 'OtherScientificTerm']"
544,19831231073579I,747,2,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,water drained from fuel system .,"[14, 15, 'Method']"
545,19831228064919A,748,0,DURING PREFLIGHT PILOT GOT A FAULTY GEAR INDICATION; DECIDED TO ATTEMPT FLIGHT RESULTING IN NOSE GEAR COLLAPSE.    ,during preflight pilot got a faulty gear indication; decided to attempt flight resulting in nose gear collapse .,"[14, 16, 'OtherScientificTerm']"
546,19831201059529A,753,0,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,pilot forgot to remove aileron control lock and could not control aircraft after takeoff .,"[4, 6, 'OtherScientificTerm']"
547,19840315006369A,755,0,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,cfi gave engine out on takeoff .,"[0, 0, 'Method']"
548,19840321006879A,756,1,AIRCRAFT LANDED HARD AFTER FLIGHT THROUGH ICING CONDITIONS. DEICE EQUIPMENT WORKED WHEN TESTED AFTER CRASH.        ,deice equipment worked when tested after crash .,"[9, 10, 'Method']"
549,19840323042509A,757,0,ENGINE MALFUNCTION DURING TAKEOFF CAUSED CRASH ALONG EXTENDED RUNWAY CENTERLINE. WATER FOUND IN RIGHT FUEL TANK.   ,engine malfunction during takeoff caused crash along extended runway centerline .,"[0, 1, 'OtherScientificTerm']"
550,19840717046169I,759,0,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,rotors blades struck rotors of a parked helicopter after start up .,"[0, 1, 'OtherScientificTerm']"
551,19840717046169I,759,0,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,rotors blades struck rotors of a parked helicopter after start up .,"[6, 7, 'OtherScientificTerm']"
552,19840717046169I,759,1,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,pilot of parked craft failed to secure rotors .,"[19, 19, 'OtherScientificTerm']"
553,19840620037239I,760,0,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,upper engine cowling separated from the aircraft en route .,"[0, 2, 'OtherScientificTerm']"
554,19840620037239I,760,1,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,pilot had neglected to secure cowling after replacing it .,"[15, 15, 'OtherScientificTerm']"
555,19840620037239I,760,1,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,pilot had neglected to secure cowling after replacing it .,"[18, 18, 'Generic']"
556,19840620032119I,761,0,NOSE GEAR COLLAPSED ON TAKEOFF ROLL. MAINTENANCE HAD PLACED SWITCH IN UP POSITION. DID NOT USE CHECK LIST.         ,nose gear collapsed on takeoff roll .,"[0, 1, 'OtherScientificTerm']"
557,19840618035239I,762,0,LOW OIL PRESSURE. WARNING LIGHT ON. FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING.                ,low oil pressure .,"[0, 2, 'OtherScientificTerm']"
558,19840618035239I,762,2,LOW OIL PRESSURE. WARNING LIGHT ON. FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING.                ,found loose oil cap and large amounts of oil on engine cowling .,"[16, 16, 'OtherScientificTerm']"
559,19840618035239I,762,2,LOW OIL PRESSURE. WARNING LIGHT ON. FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING.                ,found loose oil cap and large amounts of oil on engine cowling .,"[18, 19, 'OtherScientificTerm']"
560,19840423015179A,765,1,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,directional control was lost during takeoff .,"[13, 14, 'OtherScientificTerm']"
561,19840530038939A,768,0,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ","unusual attitude , loss of control and airframe failure .","[0, 1, 'OtherScientificTerm']"
562,19840530038939A,768,0,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ","unusual attitude , loss of control and airframe failure .","[3, 5, 'OtherScientificTerm']"
563,19840530038939A,768,0,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ","unusual attitude , loss of control and airframe failure .","[7, 8, 'OtherScientificTerm']"
564,19840530038939A,768,2,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ",failure in gyro system .,"[18, 19, 'OtherScientificTerm']"
565,19840625033629A,770,0,"FORWARD WINDSCREEN BECAME OBSCURED BY ENGINE OIL. STRUCK MAILBOX, VEERED OFF ROAD INTO DITCH. OIL FILLER CAP LOOSE.",forward windscreen became obscured by engine oil .,"[5, 6, 'OtherScientificTerm']"
566,19840604044809I,774,0,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,aircraft pulled to left and ran off the runway when brakes applied on landing .,"[10, 10, 'OtherScientificTerm']"
567,19840604044809I,774,1,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,brakes and disc worn out .,"[15, 15, 'OtherScientificTerm']"
568,19840917055159I,776,0,FOLLOWING NR2 HYDRAULIC FAILURE PILOT PULLED FLOATATION T HANDLE INSTEAD OF EMERGENCY GEAR EXTENSION HANDLE.       ,following nr2 hydraulic failure pilot pulled floatation t handle instead of emergency gear extension handle .,"[11, 14, 'OtherScientificTerm']"
569,19840913048139A,777,0,"LEFT WHEEL SITTING IN DEPRESSION DURING SUMP DRAINAGE. DURING FLIGHT, WATER MIGRATED INTO FUEL SYSTEM. ENGINE QUIT.",left wheel sitting in depression during sump drainage .,"[6, 7, 'OtherScientificTerm']"
570,19841020061099A,780,0,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,the amphibiam aircraft made a lake landing with the wheels extended .,"[1, 2, 'Method']"
571,19840728059279A,783,0,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT. ,loose front seat belt blocked rudder during a practice spin .,"[0, 3, 'OtherScientificTerm']"
572,19840903045589A,784,1,ENGINE QUIT SHORTLY AFTER TAKEOFF CAUSING AN OFF AIRPORT LANDING. FUEL SELECTOR ON A NEAR EMPTY TANK.              ,fuel selector on a near empty tank .,"[11, 12, 'Method']"
573,19841025061039A,785,0,ENGINE FAILED DUE TO WATER IN FUEL SYSTEM. AIRCRAFT OUT OF ANNUAL. USING AUTO FUEL WITHOUT SUPPLEMENTAL.           ,engine failed due to water in fuel system .,"[4, 7, 'OtherScientificTerm']"
574,19841025061039A,785,2,ENGINE FAILED DUE TO WATER IN FUEL SYSTEM. AIRCRAFT OUT OF ANNUAL. USING AUTO FUEL WITHOUT SUPPLEMENTAL.           ,using auto fuel without supplemental .,"[15, 16, 'OtherScientificTerm']"
575,19841011055379A,791,1,ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN. TWO CYLINDERS HAD LOW COMPRESSION. STRUCK TREE AND GROUND.   ,two cylinders had low compression .,"[14, 15, 'OtherScientificTerm']"
576,19840722036269A,793,0,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          ,uneven fuel burn due to mud dauber blockage in fuel vent .,"[0, 2, 'OtherScientificTerm']"
577,19840914055239A,794,2,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.    ,fuel strainer drain valve found to be half open .,"[12, 15, 'OtherScientificTerm']"
578,19840907076829A,798,2,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.  ,improperly fueled with jet fuel .,"[19, 20, 'OtherScientificTerm']"
579,19841006058959I,799,0,ENGINE COWLING NOT PROPERLY SECURED CAME LOOSE ON THE TAKEOFF ROLL. ABORTED AND OVERRAN THE RUNWAY CAUSING DAMAGE. ,engine cowling not properly secured came loose on the takeoff roll .,"[0, 1, 'OtherScientificTerm']"
580,19840911047989A,802,0,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.       ,struck tree and nosed over during emergency landing due to lack of engine response .,"[6, 7, 'OtherScientificTerm']"
581,19840911047989A,802,0,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.       ,struck tree and nosed over during emergency landing due to lack of engine response .,"[12, 13, 'OtherScientificTerm']"
582,19840728035989A,804,0,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,no airspeed on takeoff roll .,"[1, 1, 'OtherScientificTerm']"
583,19840829044519A,805,0,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.     ,a wing struck construction barricades during the landing roll .,"[1, 1, 'OtherScientificTerm']"
584,19840905049679A,806,0,LOOSE GLOVE BOX RESTRICTED REAR MOVEMENT OF CONTROL WHEEL. HIT TREE AFTER LIFTOFF. SUBSEQUENTLY MADE HARD LANDING. ,loose glove box restricted rear movement of control wheel .,"[0, 2, 'OtherScientificTerm']"
585,19841209073469I,812,0,"BRAKE FAILED WHEN APPLIED FOR TURN OFF RUNWAY.RAN DOWN EMBANKMENT. BRAKE PAD BADLY WORN, LOST BRAKE FLUID.         ",brake failed when applied for turn off runway .,"[0, 0, 'OtherScientificTerm']"
586,19841209073469I,812,2,"BRAKE FAILED WHEN APPLIED FOR TURN OFF RUNWAY.RAN DOWN EMBANKMENT. BRAKE PAD BADLY WORN, LOST BRAKE FLUID.         ","brake pad badly worn , lost brake fluid .","[13, 14, 'OtherScientificTerm']"
587,19841113071509I,813,0,"NOSE GEAR COLLAPSED ON ROLLOUT. TURN STOP ON STRUT COLLAR SHEARED, TRUNION SPREAD. PROBABLY FROM TOWING AIRCRAFT.  ",nose gear collapsed on rollout .,"[0, 1, 'OtherScientificTerm']"
588,19841113071509I,813,1,"NOSE GEAR COLLAPSED ON ROLLOUT. TURN STOP ON STRUT COLLAR SHEARED, TRUNION SPREAD. PROBABLY FROM TOWING AIRCRAFT.  ","turn stop on strut collar sheared , trunion spread .","[13, 13, 'OtherScientificTerm']"
589,19841031065119I,814,0,PART OF ENGINE COWLING SEPARATED DUE TO IMPROPER LATCHING. PILOT RETURNED TO AIRPORT FOR EMERGENCY LANDING.        ,part of engine cowling separated due to improper latching .,"[2, 3, 'OtherScientificTerm']"
590,19841108073989I,815,0,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.                   ,returned thinking hydraulic pump for nose gear failed .,"[2, 3, 'Method']"
591,19841108073989I,815,0,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.                   ,returned thinking hydraulic pump for nose gear failed .,"[5, 6, 'OtherScientificTerm']"
592,19841108073989I,815,1,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.                   ,found nose gear pin had not been removed .,"[10, 12, 'OtherScientificTerm']"
593,19841121073629I,816,2,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  ","2 quarts of water in left fuel tank , water in carburetor , gascolator .","[22, 22, 'Method']"
594,19841214074599I,817,0,WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES. STRUCK 2 AIRCRAFT AND FENCE. CIRCUIT BREAKER HYDRAULIC PUMP OPEN.,while taxiing lost nosewheel steering and brakes .,"[3, 4, 'OtherScientificTerm']"
595,19841117062449A,818,0,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.        ",pilot left fuel strainer valve in the open position .,"[2, 4, 'OtherScientificTerm']"
596,19841201065849A,819,1,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS. ,suspect water in fuel system cause the power loss .,"[19, 20, 'OtherScientificTerm']"
597,19841121064409A,820,0,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ",autopilot inadvertently left on .,"[0, 0, 'OtherScientificTerm']"
598,19841109067329A,821,0,"HARD LANDING ON BEACH AFTER POWER LOSS. WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM.                  ",hard landing on beach after power loss .,"[5, 6, 'OtherScientificTerm']"
599,19841109067329A,821,1,"HARD LANDING ON BEACH AFTER POWER LOSS. WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM.                  ","water found in fuel filter , fuel pump and refueling drum .","[11, 12, 'Method']"
600,19841109067329A,821,1,"HARD LANDING ON BEACH AFTER POWER LOSS. WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM.                  ","water found in fuel filter , fuel pump and refueling drum .","[14, 15, 'Method']"
601,19841109067329A,821,1,"HARD LANDING ON BEACH AFTER POWER LOSS. WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM.                  ","water found in fuel filter , fuel pump and refueling drum .","[17, 18, 'OtherScientificTerm']"
602,19841124066129I,823,0,PILOT DID NOT PERFORM PROPER PREFLIGHT INSPECTION. POWER LOSS IN LEFT ENGINE. FOUND WATER IN FUEL SYSTEM.          ,pilot did not perform proper preflight inspection .,"[5, 6, 'Task']"
603,19841124066129I,823,1,PILOT DID NOT PERFORM PROPER PREFLIGHT INSPECTION. POWER LOSS IN LEFT ENGINE. FOUND WATER IN FUEL SYSTEM.          ,power loss in left engine .,"[8, 9, 'OtherScientificTerm']"
604,19841231071989I,824,0,ENGINE COWLING CAME LOOSE ON INBOARD SIDE. NORMAL LANDING MADE. COWLING FASTNERS WERE UNLOCKED.                    ,engine cowling came loose on inboard side .,"[0, 1, 'OtherScientificTerm']"
605,19841214066989A,825,2,"ENGINE QUIT ON APPROACH. FUEL HAD BEEN SIPHONING FROM FUEL TANK VENT. VENT HAD BEEN CUT OFF, FUEL STAIN ON WING.   ","vent had been cut off , fuel stain on wing .","[14, 14, 'OtherScientificTerm']"
606,19841110063299A,826,0,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ","engine quit after takeoff , carburetor ice suspected .","[5, 6, 'OtherScientificTerm']"
607,19841110063299A,826,1,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ",fuel leak ignored by plilot .,"[9, 10, 'OtherScientificTerm']"
608,19841122063039A,827,1,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,wrinkles in fuel bladders .,"[8, 8, 'OtherScientificTerm']"
609,19841122063039A,827,1,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,wrinkles in fuel bladders .,"[10, 11, 'OtherScientificTerm']"
610,19841122063039A,827,2,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,milky substance in carb bowl and fuel screen .,"[13, 14, 'OtherScientificTerm']"
611,19841122063039A,827,2,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,milky substance in carb bowl and fuel screen .,"[16, 17, 'OtherScientificTerm']"
612,19841122063039A,827,2,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,milky substance in carb bowl and fuel screen .,"[19, 20, 'OtherScientificTerm']"
613,19841220069339A,832,1,"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH. LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES.             ","low at minimum descent altitude , impacted trees .","[14, 16, 'OtherScientificTerm']"
614,19850105026449I,834,0,ENGINE LOST POWER DURING CLIMB. LANDED ON ROAD. WATER FOUND IN FUEL TANKS.                                         ,engine lost power during climb .,"[0, 2, 'OtherScientificTerm']"
615,19850105019239A,836,1,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.                    ","hit tree , powerlines , ground .","[8, 8, 'OtherScientificTerm']"
616,19850110015469I,837,0,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.   ","engine quit , restart several times with partial power .","[7, 8, 'OtherScientificTerm']"
617,19850110015469I,837,3,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.   ",low fuel .,"[17, 18, 'OtherScientificTerm']"
618,19850110015469I,837,4,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.   ",stc for auto gas .,"[20, 20, 'Method']"
619,19850110015469I,837,4,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.   ",stc for auto gas .,"[22, 23, 'OtherScientificTerm']"
620,19850212008889I,839,1,LOST POWER LANDED SHORT OF RUNWAY AND FLIPPED OVER. WATER IN FUEL SYSTEM AND CARBURETOR.                           ,water in fuel system and carburetor .,"[12, 13, 'Method']"
621,19850204009479I,840,1,AFTER LANDING RIGHT PROPELLER REVERSE INEFFECTIVE. UNDERSPEED GOVERNOR LINKAGE DISCONNECTED.                       ,underspeed governor linkage disconnected .,"[7, 9, 'OtherScientificTerm']"
622,19850217003409A,842,1,LOSS OF POWER ON TAKEOFF. AIRCRAFT TURNED OVER IN SNOW COVERED FIELD. MOISTURE FOUND IN FUEL SYSTEM.               ,aircraft turned over in snow covered field .,"[10, 12, 'OtherScientificTerm']"
623,19850217003409A,842,2,LOSS OF POWER ON TAKEOFF. AIRCRAFT TURNED OVER IN SNOW COVERED FIELD. MOISTURE FOUND IN FUEL SYSTEM.               ,moisture found in fuel system .,"[17, 18, 'Method']"
624,19850131002779A,843,0,LOST CONTROL AFTER ABORTING TAKEOFF DUE TO FAILURE TO REMOVE A RUDDER GUST LOCK.RAN OFF THE RUNWAY AND OVERTURNED. ,lost control after aborting takeoff due to failure to remove a rudder gust lock .,"[11, 13, 'OtherScientificTerm']"
625,19850204013039I,844,1,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.        ,pilot could not adequately reach brake pedals .,"[14, 15, 'OtherScientificTerm']"
626,19850211030649I,845,1,TURNED ON ENGINE ANTI ICE BUT NOT IGNITORS IN ICING CONDITIONS. DOUBLE FLAMEOUT AND RESTARTS.                      ,double flameout and restarts .,"[12, 13, 'OtherScientificTerm']"
