c5_id,c119_input,entities,labels
19830725039029A,AIRCRAFT COLLIDED WITH UNMARKED PILE OF DIRT OFF THE APPROACH END OF RUNWAY DURING NIGHT APPROACH FOR LANDING.     ,AIRCRAFT COLLIDED,ORG
19830725039029A,AIRCRAFT COLLIDED WITH UNMARKED PILE OF DIRT OFF THE APPROACH END OF RUNWAY DURING NIGHT APPROACH FOR LANDING.     ,UNMARKED PILE,ORG
19830725039029A,AIRCRAFT COLLIDED WITH UNMARKED PILE OF DIRT OFF THE APPROACH END OF RUNWAY DURING NIGHT APPROACH FOR LANDING.     ,DIRT,GPE
19830530021939A,TOOK OFF WITH LONG LINE AND LOAD ATTACHED. NOSE JERKED DOWN AT END OF THE LINE. CRASHED INVERTED.                  ,NOSE,ORG
19830707041439A,"ENGINE QUIT AT 600 FEET AFTER TAKEOFF. TURNED BACK TO RUNWAY, STRUCK TREES. FUEL SELECTOR IN INTERMEDIATE POSITION.",600,CARDINAL
19830707041439A,"ENGINE QUIT AT 600 FEET AFTER TAKEOFF. TURNED BACK TO RUNWAY, STRUCK TREES. FUEL SELECTOR IN INTERMEDIATE POSITION.",RUNWAY,ORG
19830521020499A,ASSEMBLED RUDDERVATOR INCORRECTLY. PITCH UP ON TOW. CUT LOOSE AND STALLED 45 DEGREE NOSE AND WING DOWN GROUND IMPAC,UP ON TOW,ORG
19830521020499A,ASSEMBLED RUDDERVATOR INCORRECTLY. PITCH UP ON TOW. CUT LOOSE AND STALLED 45 DEGREE NOSE AND WING DOWN GROUND IMPAC,45,CARDINAL
19830521020499A,ASSEMBLED RUDDERVATOR INCORRECTLY. PITCH UP ON TOW. CUT LOOSE AND STALLED 45 DEGREE NOSE AND WING DOWN GROUND IMPAC,DEGREE NOSE,ORG
19830528032589I,RAN OUT FUEL EN ROUTE. LANDED ON A HIGHWAY. LEFT FUEL CAP IMPROPERLY SECURED. FUEL SIPHONED OUT.                   ,RAN OUT,ORG
19830528032589I,RAN OUT FUEL EN ROUTE. LANDED ON A HIGHWAY. LEFT FUEL CAP IMPROPERLY SECURED. FUEL SIPHONED OUT.                   ,FUEL EN ROUTE,PRODUCT
19830528032589I,RAN OUT FUEL EN ROUTE. LANDED ON A HIGHWAY. LEFT FUEL CAP IMPROPERLY SECURED. FUEL SIPHONED OUT.                   ,ON A HIGHWAY,ORG
19830528032589I,RAN OUT FUEL EN ROUTE. LANDED ON A HIGHWAY. LEFT FUEL CAP IMPROPERLY SECURED. FUEL SIPHONED OUT.                   ,FUEL SIPHONED OUT,ORG
19830630028079A,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,TOW ROPE,ORG
19830630028079A,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,GLIDER CRASHED,ORG
19830630028079A,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,180,CARDINAL
19830630028079A,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,RUNWAY,ORG
19830516065229I,FUEL CAP NOT REPLACED PROPERLY BEFORE DEPARTURE. FUEL SIPHONED OUT CAUSING A FUEL EXHAUSTION FORCED LANDING..      ,FUEL SIPHONED OUT,ORG
19830614046699A,LOST CONTROL OF AIRCRAFT ON THE TAKEOFF ROLL WHILE TRYING TO CLOSE A WINDOW LEFT OPEN PRIOR TO TAKEOFF.            ,LOST CONTROL OF AIRCRAFT ON THE TAKEOFF ROLL,ORG
19830725076039I,REFUELED AIRCRAFT WITH WRONG FUEL. CAPTAIN WAS WATCHING. ROUGH ENGINE ON CLIMB OUT. RETURNED.                      ,RETURNED,PERSON
19830712029589A,LOST POWER ON DOWNWIND FOR LANDING. HIT TREES. INDICATES FUEL CONTAMINATION THE PROBLEM.IMPROPER FUELING OR SUMPING,LOST POWER ON,ORG
19830712029589A,LOST POWER ON DOWNWIND FOR LANDING. HIT TREES. INDICATES FUEL CONTAMINATION THE PROBLEM.IMPROPER FUELING OR SUMPING,THE PROBLEM.IMPROPER FUELING OR,ORG
19830829062119I,OIL PRESSURE DROPPED. OIL COVERED THE WINDSHIELD.MADE EMERGENCY LANDING. HAD OIL CHANGED. FAILED TO SECURE OIL CAP.,CAP,ORG
19830819043469A,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,SLID,PERSON
19830819043469A,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,VEERED,ORG
19830819043469A,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,RUNWAY,ORG
19830819043469A,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,SEAT,ORG
19831001065549I,USED SEAT BELT TO HOLD CONTROL STICK BACK. FORGOT TO RELEASE. STALLED ON TAKEOFF. FELL BACK TO RUNWAY.             ,RUNWAY,ORG
19831008053479A,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF.                  ,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS,ORG
19831008053479A,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF.                  ,COWLING,PERSON
19831024068389I,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,CIRCUIT BREAKER,PERSON
19831024068389I,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,TOWBAR,NORP
19831024068389I,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,NOSE,ORG
19831001052579A,LONG LINE CAUGHT ON TREES AS HELICOPTER CLIMBED AFTER TAKEOFF. HAD NEGLECTED RELEASE LINE FOR THE PASSENGER FLIGHT.,ON TREES,ORG
19830812044949A,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,300,CARDINAL
19830812044949A,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,FT ON,ORG
19831111070839I,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,RAN OFF END,ORG
19831111070839I,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,RUNWAY,ORG
19830808046929I,HAD CYCLIC CONTROL PROBLEMS. FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL.,CYCLIC,ORG
19830808046929I,HAD CYCLIC CONTROL PROBLEMS. FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL.,PEDESTAL,ORG
19830816041679A,ENGINE QUIT WHILE APPROACHING AIRPORT. LANDED SHORT IN MUD AND FLIPPED OVER. MUD DAUBERS HAD BLOCKED FUEL VENTS.   ,MUD,ORG
19830816041679A,ENGINE QUIT WHILE APPROACHING AIRPORT. LANDED SHORT IN MUD AND FLIPPED OVER. MUD DAUBERS HAD BLOCKED FUEL VENTS.   ,MUD,ORG
19831117071459I,LOUD BANG NEAR ENGINE. ABORTED TAKE OFF. NOSE BAGGAGE DOORLOCKED BUT OPEN. BRACKET THAT HOLDS DOOR WAS BROKEN.     ,HOLDS,ORG
19830808062509I,HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH. FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN.       ,ITT,ORG
19840206059289A,AIRCRAFT CRASHED WHEN RIGHT ENGINE QUIT DURING TAKEOFF. RIGHT FUEL TANK EMPTY AND SHOWED SIGNS OF CONTAMINATION.   ,AIRCRAFT CRASHED,ORG
19840206059289A,AIRCRAFT CRASHED WHEN RIGHT ENGINE QUIT DURING TAKEOFF. RIGHT FUEL TANK EMPTY AND SHOWED SIGNS OF CONTAMINATION.   ,SHOWED SIGNS,ORG
19840206059289A,AIRCRAFT CRASHED WHEN RIGHT ENGINE QUIT DURING TAKEOFF. RIGHT FUEL TANK EMPTY AND SHOWED SIGNS OF CONTAMINATION.   ,CONTAMINATION,ORG
19840130076729A,ALTITUDE PRESELECT IMPROPERLY SET BEFORE TAKEOFF. LEVELED OFF TOO LOW. DESCENDED SLIGHTLY AND IMPACTED TREES.      ,IMPROPERLY,ORG
19840105015359I,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR. JAMMED THE NOSE GEAR DOOR. LANDED WITH NOSE GEAR UP.            ,NOSE GEAR,ORG
19840118011879I,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         ,ON A ROAD,ORG
19840118011879I,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         ,30 MINUTES,TIME
19840219004299A,"FAILED TO CLEAN MUD FROM BRAKES ON PREFLIGHT. RIGHT BRAKE FROZE IN FLIGHT. SWERVED ON LANDING, DAMAGED LEFT WING.  ",MUD,PRODUCT
19840219004299A,"FAILED TO CLEAN MUD FROM BRAKES ON PREFLIGHT. RIGHT BRAKE FROZE IN FLIGHT. SWERVED ON LANDING, DAMAGED LEFT WING.  ",BRAKES ON PREFLIGHT,ORG
19840219004299A,"FAILED TO CLEAN MUD FROM BRAKES ON PREFLIGHT. RIGHT BRAKE FROZE IN FLIGHT. SWERVED ON LANDING, DAMAGED LEFT WING.  ",SWERVED ON LANDING,ORG
19840129002899A,CRASHED SHORTLY AFTER LIFTOFF. FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT.             ,SEAT,ORG
19840129002899A,CRASHED SHORTLY AFTER LIFTOFF. FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT.             ,BELT,PERSON
19840324033049A,PILOT DID NOT REMOVE REAR SEAT BELT WHICH HELD REAR CONTROL STICK FROM MOVING WHILE AIRCRAFT WAS PARKED.           ,BELT,GPE
19840406014179A,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,ICE ON AIRFRAME STRUCK TREES OFF,ORG
19840406014179A,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,RUNWAY,ORG
19840326009059A,INDICATES HEATER CORD NOT DISCONNECTED PRIOR TO LIFTOFF. ATTACHED CORD DRAG WHICH BROKE AND WHITEOUT WERE FACTORS  ,CORD,ORG
19840107019539I,CABIN DOOR OPENED. BLEW OFF AS PILOT TRIED TO CLOSE IT. HIS HAND BLEW INTO PROP INJURING A FINGER. DOOR NOT SECURED,BLEW OFF,ORG
19840224004629A,"UNABLE TO CLIMB OR SUSTAIN SPEED AFTER TAKEOFF. CRASH LANDED OFF AIRPORT.SNOW, ICE AND SLUSH ON AIRCRAFT AND RUNWAY",CLIMB,GPE
19840224004629A,"UNABLE TO CLIMB OR SUSTAIN SPEED AFTER TAKEOFF. CRASH LANDED OFF AIRPORT.SNOW, ICE AND SLUSH ON AIRCRAFT AND RUNWAY",ICE,ORG
19840224004629A,"UNABLE TO CLIMB OR SUSTAIN SPEED AFTER TAKEOFF. CRASH LANDED OFF AIRPORT.SNOW, ICE AND SLUSH ON AIRCRAFT AND RUNWAY",RUNWAY,ORG
19840116011589I,RAN OUT OF FUEL APPROACHING DESTINATION. LANDED ON THE RUNWAY. FUEL SIPHONED FROM LOOSE FUEL CAP.                  ,RAN OUT,ORG
19840116011589I,RAN OUT OF FUEL APPROACHING DESTINATION. LANDED ON THE RUNWAY. FUEL SIPHONED FROM LOOSE FUEL CAP.                  ,RUNWAY,ORG
19840116011589I,RAN OUT OF FUEL APPROACHING DESTINATION. LANDED ON THE RUNWAY. FUEL SIPHONED FROM LOOSE FUEL CAP.                  ,FUEL SIPHONED,ORG
19840310015799I,NOSE WHEEL SANK INTO A HOLE FILLED WITH CEMENT WHILE TAXIING FOR TAKEOFF.NIGHT TIME AND HOLES NOT MARKED OR LIGHTED,NOSE,ORG
19840310015799I,NOSE WHEEL SANK INTO A HOLE FILLED WITH CEMENT WHILE TAXIING FOR TAKEOFF.NIGHT TIME AND HOLES NOT MARKED OR LIGHTED,LIGHTED,ORG
19840315006369A,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,DIRT BANK,GPE
19840321006879A,AIRCRAFT LANDED HARD AFTER FLIGHT THROUGH ICING CONDITIONS. DEICE EQUIPMENT WORKED WHEN TESTED AFTER CRASH.        ,AIRCRAFT LANDED HARD,ORG
19840321006879A,AIRCRAFT LANDED HARD AFTER FLIGHT THROUGH ICING CONDITIONS. DEICE EQUIPMENT WORKED WHEN TESTED AFTER CRASH.        ,DEICE EQUIPMENT WORKED,ORG
19840323042509A,ENGINE MALFUNCTION DURING TAKEOFF CAUSED CRASH ALONG EXTENDED RUNWAY CENTERLINE. WATER FOUND IN RIGHT FUEL TANK.   ,EXTENDED RUNWAY CENTERLINE,PERSON
19840515036809I,ENGINE FAILED ON CLIMBOUT. RETURNED. LANDED SHORT OF RUNWAY. RIGHT FUEL GAUGE READ FULL. RIGHT FUEL TANK EMPTY.    ,CLIMBOUT,ORG
19840515036809I,ENGINE FAILED ON CLIMBOUT. RETURNED. LANDED SHORT OF RUNWAY. RIGHT FUEL GAUGE READ FULL. RIGHT FUEL TANK EMPTY.    ,RETURNED,PERSON
19840515036809I,ENGINE FAILED ON CLIMBOUT. RETURNED. LANDED SHORT OF RUNWAY. RIGHT FUEL GAUGE READ FULL. RIGHT FUEL TANK EMPTY.    ,RUNWAY,ORG
19840717046169I,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,ROTORS BLADES STRUCK ROTORS,ORG
19840620037239I,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,COWLING,PERSON
19840620037239I,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,THE AIRCRAFT EN ROUTE.,ORG
19840620037239I,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,COWLING,PERSON
19840620032119I,NOSE GEAR COLLAPSED ON TAKEOFF ROLL. MAINTENANCE HAD PLACED SWITCH IN UP POSITION. DID NOT USE CHECK LIST.         ,ON TAKEOFF ROLL,ORG
19840618035239I,LOW OIL PRESSURE. WARNING LIGHT ON. FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING.                ,COWLING,PERSON
19840616024409A,DURING CLIMBING TURN TO DOWNWIND CANOPY CAME OPEN. BOTH HANDS SEEN TRYING TO CLOSE CANOPY. SPUN IN.                ,CANOPY,ORG
19840616024409A,DURING CLIMBING TURN TO DOWNWIND CANOPY CAME OPEN. BOTH HANDS SEEN TRYING TO CLOSE CANOPY. SPUN IN.                ,CANOPY,ORG
19840616024409A,DURING CLIMBING TURN TO DOWNWIND CANOPY CAME OPEN. BOTH HANDS SEEN TRYING TO CLOSE CANOPY. SPUN IN.                ,SPUN,PERSON
19840708030709A,FRONT BAGGAGE DOOR CAME OPEN ON THE TAKEOFF ROLL. ABORTED LATE AND RAN OFF END OF THE RUNWAY.                      ,RAN,ORG
19840708030709A,FRONT BAGGAGE DOOR CAME OPEN ON THE TAKEOFF ROLL. ABORTED LATE AND RAN OFF END OF THE RUNWAY.                      ,RUNWAY,ORG
19840708030569A,RAN OUT OF FUEL NEAR DESTINATION. DEPARTED WITH MINIMUM FUEL AND FAILED TO CLOSE STRAINER DRAIN FULLY.             ,RAN OUT,ORG
19840530038939A,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ",UNUSUAL ATTITUDE,ORG
19840530038939A,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ",FAILURE,PERSON
19840612026399A,FORGOT TO REPLACE OIL FILLER CAP. OIL ON WINDSHIELD ON TAKEOFF. LANDED ON A ROAD AND RAN OFF INTO A DITCH.         ,CAP,ORG
19840612026399A,FORGOT TO REPLACE OIL FILLER CAP. OIL ON WINDSHIELD ON TAKEOFF. LANDED ON A ROAD AND RAN OFF INTO A DITCH.         ,RAN,ORG
19840625033629A,"FORWARD WINDSCREEN BECAME OBSCURED BY ENGINE OIL. STRUCK MAILBOX, VEERED OFF ROAD INTO DITCH. OIL FILLER CAP LOOSE.",VEERED OFF ROAD,ORG
19840712064689A,BOTH ENGINES QUIT EN ROUTE. HIT TREES ON FORCED LANDING. FUEL INLET SCREENS FOULED. AIRCRAFT NOT FLOWN FOR 2 YEARS.,2 YEARS,DATE
19840609045639I,DEPARTED WITH TOW BAR ATTACHED TO NOSE WHEEL. RETURNED. GEAR COLLAPSED ON ROLLOUT.                                 ,NOSE,ORG
19840609045639I,DEPARTED WITH TOW BAR ATTACHED TO NOSE WHEEL. RETURNED. GEAR COLLAPSED ON ROLLOUT.                                 ,ON ROLLOUT,ORG
19840604044809I,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,RAN,ORG
19840604044809I,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,RUNWAY,ORG
19841020061099A,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH,ORG
19840730069569I,NOTIFIED BY OTHER AIRCRAFT NR 2 ENGINE COWLING WAS OPEN. ABORTED TAKEOFF. CENTER AND FORWARD LATCHES NOT LATCHED.  ,COWLING,PERSON
19840730069569I,NOTIFIED BY OTHER AIRCRAFT NR 2 ENGINE COWLING WAS OPEN. ABORTED TAKEOFF. CENTER AND FORWARD LATCHES NOT LATCHED.  ,LATCHED,ORG
19840728059279A,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT. ,FRONT,ORG
19840728059279A,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT. ,BELT,GPE
19840722034119A,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ",SLID,PRODUCT
19840722034119A,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ",ON TAKEOFF ROLL,ORG
19840722034119A,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ",RUNWAY,ORG
19840722034119A,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ",SEAT,ORG
19840822042839A,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.       ,6650L,CARDINAL
19840822042839A,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.       ,6530M.,CARDINAL
19840822042839A,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.       ,SEAT,ORG
19840904072969I,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,SEAT,ORG
19840904072969I,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,SLID,PERSON
19840904072969I,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,ON TAKEOFF ROLL,ORG
19840904072969I,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,RUNWAY,ORG
19840824053069I,DOOR CAME OFF DURING CLIMB TO CRUISE. APPARENTLY DOOR WAS NOT PROPERLY LATCHED. NO INDICATION OF PROBLEM WITH DOOR.,CRUISE,ORG
19840720046129I,FAILED TO REMOVE WOODEN AILERON GUST LOCKS PRIOR TO TAKEOFF. WAS ABLE TO CIRCLE AND LAND USING THE RUDDER.         ,CIRCLE,PERSON
19841011055379A,ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN. TWO CYLINDERS HAD LOW COMPRESSION. STRUCK TREE AND GROUND.   ,TWO,CARDINAL
19840818041549A,ENGINE QUIT ON CLIMBOUT. UNABLE TO REACH AIRPORT STALLED DURING FORCED LANDING. FOUND WATER IN THE FUEL.           ,CLIMBOUT,ORG
19840914055239A,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.    ,FUEL EXHAUSTION,PERSON
19840903045109A,NEGLECTED TO REMOVE HOMEMADE RIGHT CONTROL WHEEL LOCK DURING HASTY DEPARTURE. STALLED ON CLIMBOUT. BURNED ON IMPACT,CLIMBOUT,ORG
19840907076829A,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.  ,GEAR,ORG
19840907076829A,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.  ,IMPROPERLY,ORG
19840907076829A,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.  ,FUEL,PRODUCT
19841006058959I,ENGINE COWLING NOT PROPERLY SECURED CAME LOOSE ON THE TAKEOFF ROLL. ABORTED AND OVERRAN THE RUNWAY CAUSING DAMAGE. ,COWLING,PERSON
19840922050589A,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT. SETTLED INTO TREES.                                      ,CLIMB,GPE
19841017057559A,"STARTED ENGINE WITH MAIN ROTORS TIEDOWN. BLADE SLIPPED OUT OF SOCK, STRUCK TAIL BOOM AND TURTLE BACK.              ",TURTLE,ORG
19841023066839I,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.        ,AIRCRAFT ON CLIMB,ORG
19840728035989A,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,RUNWAY,ORG
19840728035989A,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,COPILOT,ORG
19840829044519A,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.     ,RUNWAY,ORG
19840905049679A,LOOSE GLOVE BOX RESTRICTED REAR MOVEMENT OF CONTROL WHEEL. HIT TREE AFTER LIFTOFF. SUBSEQUENTLY MADE HARD LANDING. ,SUBSEQUENTLY,ORG
19840828044039A,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,BAY BECAUSE OF LEAKING,ORG
19840828044039A,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,TWO,CARDINAL
19840917049329A,"STRONG GUSTY WINDS EXCEEDED MAX X WIND COMPONENT, LANDED LONG, GO AROUND, HIT TREE AND POLE. FLAPS, GEAR EXTENDED. ",MAX X WIND COMPONENT,PRODUCT
19840917049329A,"STRONG GUSTY WINDS EXCEEDED MAX X WIND COMPONENT, LANDED LONG, GO AROUND, HIT TREE AND POLE. FLAPS, GEAR EXTENDED. ",GEAR,ORG
19840920049879A,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",AIRCRAFT LOST,ORG
19840920049879A,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",DITCHED,GPE
19840920049879A,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",OCEAN,GPE
19840920049879A,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",147,CARDINAL
19841112062819A,STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING. FLAPS WERE RETRACTED EARLY.      ,RETRACTED EARLY,ORG
19841209073469I,"BRAKE FAILED WHEN APPLIED FOR TURN OFF RUNWAY.RAN DOWN EMBANKMENT. BRAKE PAD BADLY WORN, LOST BRAKE FLUID.         ",BRAKE,ORG
