c5,c119,c119_output
19850407011619A,THE AIRCRAFT HIT WIRES DURING AN EMERGENCY LANDING. SUSPECT THE ENGINE QUIT DUE TO CARB ICE. STARTER INOPERATIVE.  ,[[]]
19850430016769A,"SPOILERS INADVERTENTLY DEPLOYED AFTER TAKEOFF, WOULD NOT RETRACT. CUT AWAY, LANDED ON RACETRACK, WING HIT A FENCE. ",[[]]
19850419019989I,GEAR COLLAPSED ON LANDING. PILOT UNSURE HE ACTIVATED ALTERNATOR SWITCH AND DID NOT VISUALLY CHECK GEAR POSITION.   ,[[]]
19850418016709I,ENGINE POWER FAILURE WHILE DOING AEROBATICS. LANDED IN FIELD. PILOT DID NOT VISUALLY INSPECT FUEL TANKS.           ,[[]]
19850526046459I,"LOST POWER DURING TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. NO DAMAGE. GASCOLATOR DRAIN WAS DRAINING.            ",[[]]
19850521030419A,STRUCK TREES AND GROUND DURING EMERGENCY LANDING IN THE DARK. OIL DIPSTICK FOUND IN REAR OF ENGINE COMPARTMENT.    ,[[]]
19850408030019I,PARTIAL POWER FAILURE AT CRUISE. NO DAMAGE DURING EMERGENCY LANDING. WATER FOUND IN FUEL.                          ,[[]]
19850606022729A,"ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. RAN OFF RUNWAY END, GEAR COLLAPSED, FIRE ERUPTED. DOOR CHANNEL BENT.",[[]]
19850525020799A,TOUCHED DOWN LONG AND BOUNCED. ATTEMPTED DOWNWIND GO AROUND WITH FULL FLAPS. STRUCK TREE 3 MILES FROM AIRPORT.     ,[[]]
19850720033059A,LANDED GEAR UP ON BRUSH COVERED TERRAIN AFTER RIGHT ENGINE QUIT DUE TO EMPTY FUEL TANK.FAILED TO FEATHER PROPELLER.,[[]]
19850728040649I,IMPROPER GEAR EXTENSION PROCEDURE AND NOSE GEAR COLLAPSED ON LANDING. OWNER DID NOT ADEQUATELY BRIEF PIC.          ,[[]]
19850714030989A,"BRAKE FAILED DURING ROLLOUT. AIRCRAFT STRUCK FENCE, RIGHT GEAR COLLAPSED. BRAKE LININGS WORN OUT, HYDRAULIC LEAK.  ",[[]]
19850714040949I,ROLLED OFF SIDE OF TAXIWAY DUE TO LACK OF NOSE WHEEL STEERING. PILOT HAD INADVERTENTLY BUMPED SWITCH TO OFF.       ,[[]]
19850807050789I,RETURNED TO AIRPORT DUE TO GEAR PROBLEM. NOSE GEAR SAFETY PIN OVERLOOKED DURING PREFLIGHT.                         ,[[]]
19850721040589A,AFTER SWITCHING TANKS ENGINE QUIT. COLLIDED WITH DITCH ON LANDING. PROBABLY AIR IN FUEL LINES.                     ,[[]]
19850630043819A,"INADVERTENTLY LEFT AUTO PILOT ON DURING TAKEOFF. UNABLE TO ROTATE, ABORTED TOO LATE, RAN OFF END OF RUNWAY.        ",[[]]
19850721032809A,"OUT OF FUEL ON TAKEOFF, RESTARTED ON OTHER TANK BUT ABORTED. LANDED, SWERVED OFF RUNWAY SIDE AND NOSED OVER.       ",[[]]
19850725033779A,PILOT DISTRACTED BY SHIFTING BAGGAGE FORGOT TO UNLOCK BRAKES FOR LANDING. RAN THROUGH DITCH OFF SIDE OF RUNWAY.    ,[[]]
19850818049839I,PRECAUTIONARY LANDING AFTER NOTING OIL COMING FROM LEFT ENGINE. OIL CAP NOT PROPERLY SECURED.                      ,[[]]
19850709033999A,ENGINE QUIT AFTER TAKEOFF. LANDED SHORT GLIDING BACK TO RUNWAY. GEAR TORN OFF. FUEL BOWL FULL OF WATER.            ,[[]]
19850822040369A,STRUCK TREES DURING NIGHT EMERGENCY LANDING AFTER ENGINE QUIT. WATER IN FUEL TANKS AND LINES.                      ,[[]]
19850627028279A,OVER PRIMING DURING STARTING PROCEDURES ON A HOT DAY RESULTED IN AN ENGINE FIRE WHICH CONSUMED THE AIRPLANE.       ,[[]]
19850808054699A,DURING ROLLOUT A GUST OF WIND PICKED UP WING AND AIRCRAFT GROUND LOOPED. STEERING SPRING HAD TEMPORARY REPAIR.     ,[[]]
19850629050419I,GEAR RETRACTED ON TAKEOFF ROLL. SELECTOR HAD BEEN INADVERTENTLY PLACED IN UP POSITION BY PILOT PRIOR TO FLIGHT.    ,[[]]
19850711054969I,CANOPY LATCH CAME LOOSE AND CANOPY BLEW OFF IN FLIGHT. DAMAGE TO STABILIZER BUT SAFE LANDING.                      ,"[[('IN', '/location/location/contains', 'CANOPY LATCH CAME LOOSE AND CANOPY'), ('IN', '/location/location/contains', 'CANOPY'), ('IN', '/location/location/contains', 'CAME LOOSE AND CANOPY'), ('IN', '/location/location/contains', 'LATCH CAME LOOSE AND CANOPY')]]"
19850718049789A,BEGAN TAKEOFF WITH CONTROL LOCK IN PLACE. CONTINUED WHILE TRYING TO REMOVE LOCK. LIFTED OFF AND CRASHED ONTO RUNWAY,[[]]
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,[[]]
19850702029069A,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.",[[]]
19850828059239I,STRONG FUEL SMELL IN COCKPIT AT CRUISE. VECTORED TO AIRPORT. FUEL PRIMER UNLOCKED.                                 ,[[]]
19850907063579I,OVERTURNED DURING WATER TAXI WITH FLOATS PARTIALLY SUBMERGED. NUMEROUS LEAKS FOUND IN BOTH FLOATS.                 ,[[]]
19850907055269I,LANDED WITHOUT DAMAGE AFTER ATTEMPTING TAKEOFF WITH FLAPS DOWN AND CARBURETOR HEAT ON. SOLO STUDENT.               ,[[]]
19850711035219A,"THROTTLE CABLE BECAME LOOSE. AUTOROTATED, HIT NOSE FIRST, BLADES HIT GROUND. NO PILOT OR MEDICAL CERTIFICATE.      ",[[]]
19850703044149A,ELEVATOR WOULD NOT MOVE ON TAKEOFF. RAN THROUGH FENCE AND HIT DIRT PILE. NON STANDARD CONTROL LOCK OVERLOOKED.     ,[[]]
19850803061679A,NOSED OVER AFTER LOSS OF DIRECTIONAL CONTROL ON LANDING. HYDRAULIC BRAKE HAD BEEN APPLIED IN FLIGHT.               ,[[]]
19850902044819A,ENGINE LOST OIL PRESSURE AND QUIT.  LANDED IN SWAMP.  NO MALFUNCTIONS FOUND.  INDICATES NO OIL PRIOR TO FLIGHT.    ,[[]]
19850810044759A,UNABLE TO RESTART ENGINE AFTER RUNNING A TANK DRY. FLIPPED OVER DURING DOWNWIND LANDING. FAILED TO USE BOOST PUMP. ,[[]]
19850714039999I,LANDED ON ROAD AFTER NOTING RAPID DROP IN FUEL QUANTITY AND VAPOR FROM WING. FUEL CAP WAS COCKED ALLOWING SIPHONING,[[]]
19850804036039A,CHIP DETECTORS CAME ON AFTER TAKEOFF. AUTOROTATIVE HARD LANDING. MAINTENANCE HAD DISCONNECTED TORQUE SENSORS.      ,[[]]
19850704056159A,LANDED ON REMAINING RUNWAY WITH GEAR UP AFTER OIL COVERED WINDSHIELD. OIL FILLER CAP WAS NOT INSTALLED PROPERLY.   ,[[]]
19850725040629I,FUEL SIPHONING IDENTIFIED AS SMOKE. ENGINE SHUTDOWN AND LANDED GEAR UP IN FIELD. UNABLE TO MAINTAIN ALTITUDE.      ,"[[('AS', '/location/location/contains', 'SHUTDOWN')]]"
19850716038969A,IMPROPERLY SECURED CARGO DEPARTED THE HELICOPTER FROM AN OPEN CARGO DOOR STRIKING TAIL AND MAIN ROTORS.            ,[[]]
19850618035629I,ABORTED TAKEOFF WHEN CAPTAINS WINDOW CAME AJAR. AT GATE MAINTENANCE PERFORMED REJECTED TAKEOFF INSPECTION.         ,[[]]
19850615025709A,OVERRUN SHORT GRAVEL RUNWAY ON THE TAKEOFF RUN. NOSED OVER IN A LAKE. PILOT FAILED TO USE THROTTLE FRICTION LOCK.  ,[[]]
19850726053599I,TOUCHED DOWN SHORT OF RUNWAY IN FOG AFTER ILS APROACH WITHOUT OPERATIVE GLIDESLOPE.                                ,[[]]
19850816043229A,GEAR COLLAPSED AT 60 MPH ON TAKEOFF ROLL. NO MALFUNCTION FOUND IN RETRACTION SYSTEM. POSSIBLE GEAR HANDLE UNLOCKED.,[[]]
19850812050409I,AIRCRAFT WAS TAXIED INTO AN OPEN TRENCH DAMAGING NOSE GEAR AND FIREWALL.                                           ,[[]]
19850623027189A,"PITCHED NOSE DOWN AFTER FLAP RETRACTION DURING STOL TAKEOFF. BOUNCED, POWER REDUCED STRUCK GROUND. CONTROL LOCK ON.",[[]]
19850805040409A,IMPACTED IN BACKYARDS OF RESIDENCES AFTER FUEL EXHAUSTION. FUEL GAUGES COMPLETELY UNRELIABLE. ANNUAL EXPIRED IN 84.,[[]]
19850716032239A,"LANDED IN SWAMP AFTER POWER LOSS ON TAKEOFF. FUEL SELECTOR IMPROPERLY POSITIONED, DETENT NOT EASY TO DISCERN.      ",[[]]
19850813056319A,"ABORTED TAKEOFF AFTER NOISE IN COCKPIT. RAN OFF RUNWAY END, STRUCK BERM AND DITCH. FLAT SPOT ON ONE MAIN TIRE.     ",[[]]
19850715053139I,DURING TAKEOFF GROUND RUN SEAT SLID BACK AND DIRECTIONAL CONTROL WAS LOST. LANDING GEAR COLLAPSED OFF RUNWAY SIDE. ,[[]]
19850826041329A,LOW POWER ON TAKEOFF. CONTINUED LOSS OF POWER DURING 180. LANDED SHORT IN BEAN FIELD. PILOT LEFT RAG IN AIR INLET. ,[[]]
19850625055149A,WATER TAKEOFF WITH REAR CONTROL STICK FASTENED FULL AFT BY SEAT BELT. STALLED INTO WATER WHERE AIRCRAFT SANK.      ,[[]]
19850630031189A,LANDED SHORT OF RUNWAY IN TUNDRA AFTER ENGINES QUIT FROM FUEL STARVATION. FUEL CAP HAD NOT BEEN SECURED ON ONE WING,[[]]
19850725033709A,"IMPACTED IN A STEEP BANK TURNING TOWARDS RUNWAY WITH OIL COVERED WINDSHILD.  OIL CAP NOT ON, NO MALFUNCTION FOUND. ",[[]]
19850711030619A,SOLO STUDENT ABORTED TAKEOFF DURING TOUCH AND GO. RAN OFF RUNWAY END INTO TREE. FAILED TO RETRACT FLAPS.           ,[[]]
19850711030609A,"FUEL SIPHONED OUT OF TANK, LOOSE FUEL CAP. OUT OF FUEL. DURING LANDING, PUSHED TO SIDE OF ROAD BY WIND, HIT TREES. ",[[]]
19850713031179A,STRUCK TREES DURING GO AROUND AFTER AIRCRAFT SEEMED SLUGGISH. CARB HEAT NOT USED. SUSPECT PROPELLER IN CRUISE PITCH,[[]]
19850727034409A,"POWER LEVERS PULLED INADVERTENTLY INTO REVERSE ON FINAL. TOUCHED DOWN SHORT, BOUNCED, LANDED HARD. GEAR COLLAPSED. ",[[]]
19850625027899A,PLEXIGLASS CANOPY UNLATCHED ON TAKEOFF. LOST CONTROL TRYING TO LATCH CANOPY. STRUCK A PARKED AIRCRAFT AND A TRUCK. ,[[]]
19850820039639A,ENGINE LOST POWER DURING INITIAL CLIMB AND STRUCK TREES DURING DESCENT. FUEL SELECTOR ON EMPTY TANK.               ,[[]]
19850611023949A,"LOST HYDRAULIC PRESSURE, LOW FLUID QUANTITY. LOST BRAKES ON NO FLAP LANDING BY PUMPING BRAKES. OVERSHOT THE RUNWAY.",[[]]
19850808059739I,AIRCRAFT TOOK OFF WITH TIEDOWN CHAIN AND CEMENT BLOCK ATTACHED TO LEFT WING. TIE DOWN RING BROKE DROPPING BLOCK.   ,[[]]
19851229066289A,AIRCRAFT DRIFTED ON GO AROUND WITH FLAPS AT 25 DEGREES.  STRUCK A WATER TANK AND IMPACTED THE GROUND.              ,[[]]
19851010054789A,"LIFTED OFF TOO SOON, FORGOT TO RETRACT FLAPS. RETRACTED FLAPS, SETTLED TO RUNWAY. VEERED OFF RUNWAY SIDE, HIT TREE.",[[]]
19851024060609I,MAIN REAR BAGGAGE DOOR OPENED AFTER ROTATION. BAGGAGE DOOR HANDLE WAS NOT ENGAGED PROPERLY.                        ,[[]]
19851229063869A,OIL STREAMED OUT OF ENGINE AFTER TAKEOFF. OTHER AIRCRAFT ON RUNWAY. LANDED GEAR UP OFF AIRPORT. OIL DIPSTICK LOOSE.,[[]]
19851029054409A,"FAILED TO VISUALLY CHECK FUEL QUANTITY IN THE TANKS.  LOST POWER ON TAKEOFF, HIT A TREE AND CARTWHEELED TO GROUND. ",[[]]
19850929055389I,DROP IN ENGINE POWER WITH BACKFIRING. LANDED IN SURF AFTER DROPPING BANNER. NO OIL IN ENGINE.                      ,"[[('IN', '/location/location/contains', 'WITH')]]"
19851018075929A,"STRUCK DIRT BANK, FLIPPED OVER ON APPROACH TO FIELD AFTER ENGINE POWER LOSS.  DID NOT DRAIN FUEL SUMP, FROZEN SHUT.",[[]]
19851020075599A,"ELEVATOR TRIM SET NOSE HIGH.  UNINTENTIONAL LIFTOFF, TOUCHDOWN, VEER OFF RUNWAY SIDE. HIT TREES THEN RAN INTO DITCH",[[]]
19851221063349A,ATTEMPTED TO LATCH DOOR WHILE LIFTING OFF. ONE SKID CAUGHT IN DIRT AND AIRCRAFT ROLLED OVER.                       ,[[]]
19851019052799A,ENGINE QUIT AFTER TAKEOFF. LANDED ON GOLF COURSE WHERE AIRCRAFT FLIPPED OVER. WATER IN GASCOLATOR AND CARBURETOR.  ,[[]]
19851218069169I,REALIZED ALTIMETER WAS INOPERATIVE AFTER ENTERING IFR CONDITIONS. MAINTENANCE HAD TAPED STATIC PORTS.              ,[[]]
19850921053609I,RETURNED FOR LANDING AFTER FUEL CAP CAME OFF AND SIPHONING BEGAN. LANDED WITHOUT INCIDENT. FUEL CAP REPLACED.      ,[[]]
19851231066789A,"SKI MOUNT RETAINING WASHER MISSING. SKI PARTED FROM MOUNT ON LANDING. WINGTIP HIT SNOWBANK,AIRCRAFT WENT ONTO NOSE.",[[]]
19851109076609A,"KNEW THE DAY BEFORE THAT THE VACUUM PUMP WAS BROKEN. FLEW INTO CLOUDS, LOST CONTROL, HAD INFLIGHT AIRFRAME BREAKUP.",[[]]
19851023059249I,GEAR COLLAPSED ON ROLLOUT. GEAR HANDLE WAS NOT IN DETENT POSITION. NO HORN HEARD UNTIL COLLAPSE.                   ,[[]]
19851127064419I,RED UNSAFE LIGHT WITH GEAR EXTENSION ON FINAL. GO AROUND ACCOMPLISHED. GEAR HANDLE NOT PROPERLY POSITIONED.        ,[[]]
19851214075499A,AIRCRAFT NOSED DOWN IMPACTED RUNWAY AND BURNED ON TAKEOFF. FUEL SELECTOR IN OFF POSITION.  MISSING STABILATOR BOLT.,[[]]
19851022076929A,RELYING SOLELY ON THE INCORRECTLY TUNED DME FOR DISTANCE RESULTED IN AN EARLY DESCENT AND IMPACT WITH MOUNTAINSIDE.,[[]]
19851218075099I,LEFT MAIN GEAR COLLAPSED ON TAKEOFF ROLL.  GEAR SELECTOR FOUND IN UP POSITION.                                     ,[[]]
19850922046799A,ENGINE QUIT DURING ENTRY TO PATTERN. LANDED ON RAILROAD TRACKS. FUEL HAD FOUL ODOR AND WATER PRESENT.              ,[[]]
19851205060869A,"FAILED TO VISUALLY CHECK FUEL QUANTITY IN TANKS, RELIED ON INACCURATE FUEL GAUGES. OUT OF FUEL. DAMAGED ON LANDING.",[[]]
19851231072819A,SMOKE FILLED CABIN ENROUTE. PILOT FAILED TO USE CORRECT PROCEDURES. FORCED DOWN INTO TREES. SOURCE OF FIRE UNKNOWN.,[[]]
19851214066969I,LOUD BANG HEARD WITH GEAR RETRACTION. UNABLE TO LOWER NOSE GEAR. LINKAGE RODS TO DOOR NOT CONNECTED.               ,[[]]
19860109003629I,LEFT UPPER ENGINE COWLING CAME LOOSE AND SEPARATED AIRCRAFT. ONE LATCH HAD STRESS DAMAGE.                          ,[[]]
19851230072509I,"AIRCRAFT JERKED UNCONTROLLABLY WHEN NOSE WHEEL TOUCHED DOWN.  RAN OFF RUNWAY. OUT OF ANNUAL, STEERING DISCONNECTED.",[[]]
19851031065809I,ENGINE RAN ROUGH IN FLIGHT AND QUIT ON ROLLOUT. FUEL FILLER CAP LAYING ON WING. NON IFR RATED PILOT FILED IFR.     ,[[]]
19850929048249A,"ATTEMPTED TAKEOFF FROM OFFSHORE RIG WITH TIEDOWN ROPE ATTACHED. NOSED DOWN WITH BLADES STRIKING DECK, FELL IN GULF.",[[]]
19850924057669A,PROPELLER BLADE SHOWED FATIGUE CRACK THROUGH 2/3 OF WIDTH BEFORE FINAL FAILURE. EMERGENCY LANDING MADE IN PASTURE. ,[[]]
19851112072999I,"ENGINE LOST POWER AFTER TAKEOFF AND CRASHED.  WATER IN WING TANKS, FILTER AND IN FUEL LINE.                        ",[[]]
19851126058149A,"FAILED TO USE WINDSHIELD ANTI ICE IN TIME. MISALIGNED WITH RUNWAY, WINDSHIELD ICE COVERED. SKIDDED OFF RUNWAY SIDE.",[[]]
19850921052289I,LANDED GEAR UP AFTER ELECTRICAL FAILURE IN FLIGHT. NO DISCREPANCIES FOUND IN EMERGENCY OR NORMAL GEAR SYSTEM.      ,[[]]
19851004049089A,RAN OUT OF FUEL ON A TEST FLIGHT. STRUCK TREES TRYING TO LAND ON A ROAD. FAILED TO CHECK FUEL PRIOR TO FLIGHT.     ,[[]]
19851225070029I,FAILED TO RELEASE PARKING BRAKE AND ON LANDING DAMAGED PROPELLER AND BOTTOM OF ENGINE COWLING.                     ,[[]]
19851210066319I,SMOKE IN CABIN THRU BLEED AIR. RETURNED. PROBABLE OVERSERVICING OF COOLING TURBINE. FURTHER CHECKS TO BE CONDUCTED.,[[]]
19851026067859I,LEFT COCKPIT SIDE WINDOW BLEW OUT IN LEVEL FLIGHT. NO WINDOW OR HARDWARE MALFUNCTION FOUND.                        ,[[]]
19851119064779I,ALL FOUR MAIN TIRES BLEW ON LANDING. PREVIOUS TAKEOFF WAS MADE FROM ICY RUNWAY WITH PARKING BRAKE ON.              ,[[]]
19851130064919I,NUMBER 3 AND 4 MAIN TIRES WENT FLAT ON LANDING. ABORTED PREVIOUS TAKEOFF. BLOW OUT PLUGS MISSING.                  ,[[]]
19851101055729A,MISTAKENLY TURNED ON EMERGENCY FUEL PUMP INSTEAD OF MOVING FLAP LEVER. THE ENGINE QUIT. IMPACTED ON ROLLING TERRAIN,[[]]
19851231077149I,LEFT UPPER COWLING CAME LOOSE ON THE CLIMBOUT. LANDED SAFELY. NOT FASTENED PROPERLY PRIOR TO TAKEOFF.              ,[[]]
19851018062589I,ELEVATOR AND RUDDER CONTROLS JAMMED ON TAKEOFF. LANDED CAUSING DAMAGE TO RIGHT WING. KNIFE IN CONTROLS UNDER FLOOR.,[[]]
19850922046639A,TRIED TO PICK UP HEAVY EXTERNAL LOAD WITH LONG LINE OVER A SKID. LOAD SHIFTED. CRASHED IN TREES INVERTED.          ,[[]]
19851217069479I,DECREASE IN OIL QUANTITY NOTED AFTER LEVEL OFF. RETURNED TO FIND LEFT ENGINE OIL CAP AJAR.                         ,[[]]
19851007070899I,RECOVERED FROM TIGHT SPIRAL ON TURN TO BASE. LANDED SAFELY. CONTROL LOCK ON RIGHT WING HAD NOT BEEN REMOVED.       ,[[]]
19851009069609I,FORCED LANDING AFTER ENGINE QUIT ON ILS APPROACH DUE TO FUEL EXHAUSTION. GAS CAP WAS LOOSE.                        ,[[]]
19851016052529A,ICE IN FUEL SYSTEM CAUSED ENGINE FAILURE. LANDED ON A GRAVEL BAR AND AIRCRAFT SLIPPED OVER ONTO ITS BACK.          ,[[]]
19851108057759A,PRECAUTIONARY LANDING WITH GEAR IN TRANSIT. HEADSET WIRING BECAME ENTANGLED IN ROTATING EMERGENCY GEAR HANDLE.     ,[[]]
19851124057819A,ENGINE QUIT DURING GO AROUND. STRUCK TREES AND GROUND. WATER IN FUEL SYSTEM. TANK SUMP DRAINS RUSTED CLOSED.       ,[[]]
19860321014479I,BOTH NOSE TIRES BLEW OUT FOLLOWING VIBRATION ON ROLLOUT. NOSE GEAR TORQUE ARM WAS IMPROPERLY CONNECTED AFTER TOW.  ,[[]]
19860221022979A,FORWARD MOTION WAS STOPPED DUE TO JAMMED PULLEY ON EXTERNAL LOAD. UNABLE TO RELEASE LOAD. IMPACTED THE GROUND.     ,[[]]
19860421014439A,"VIBRATION ON TAKEOFF, ABORTED. OFF RUNWAY END, HIT A FENCE. ELEVATOR TRIM INSPECTION PANEL TAMPERED WITH, LOOSE.   ",[[]]
19860208002379A,THE ENGINE LOST POWER ON TAKEOFF AND AIRCRAFT STRUCK A HANGAR. PILOT FAILED TO TURN OFF FUEL PUMP. NOT IFR CURRENT.,[[]]
19860118000879A,AIRCRAFT CRASHED DURING TAKEOFF AFTER ENGINE STARTED LOSING POWER. PILOT HAD NO LICENSE. AIRCRAFT OVERDUE ANNUAL.  ,[[]]
19860219003429A,STALLED DURING FLARE. AIRFRAME AND WINDSHIELD ICE COVERED. USED WINDSHIELD ALCOHOL AS A DEICER INSTEAD OF ANTIICER.,[[]]
19860221026219I,GEAR WOULD NOT RETRACT AFTER TAKEOFF. FOUND NOSE GEAR STEERING CIRCUIT BREAKER WAS STILL PULLED.                   ,[[]]
19860418027659I,TOP SECTION OF ENGINE COWL POPPED UP AND FLUTTERED ON TAKEOFF. STRUCK POWERLINES WHILE RETURNING TO AIRPORT.       ,[[]]
19860228038269I,RETURNED WHEN NOSE GEAR FAILED TO RETRACT. FOUND THAT PIN HAD NOT BEEN REMOVED AFTER PREVIOUS MAINTENANCE.         ,[[]]
19860128008879I,NOSE GEAR WOULD NOT RETRACT ON TAKEOFF. RETURNED AND FOUND GEAR PIN STILL INSTALLED.                               ,[[]]
19860410020519I,STARTED ENGINE AFTER MAINTENANCE ON RADAR WITHOUT CHECKING GEAR SWITCH. LEFT GEAR RETRACTED WITH SELECTOR UP.      ,[[]]
19860506076999A,MAIN ROTOR BLADES STRUCK THE SHIP AS AIRCRAFT LIFTED OFF WITH A SKID TIEDOWN ROPE ATTACHED. AIRCRAFT SANK IN OCEAN.,[[]]
19860504040579A,ENGINE QUIT AFTER TAKEOFF. NOSED OVER DURING THE LANDING ON A TIDAL FLAT. WATER FOUND IN THE FUEL SYSTEM.          ,[[]]
19860319033029I,LACK OF ATTENTION TO INERTIAL NAVIGATION PROCEDURES CAUSED AIRCRAFT TO BE OFF COURSE 190 NM. AUTOPILOT IN MANUAL.  ,[[]]
19860408017139I,REAR CARGO DOOR CAME OPEN IN FLIGHT. PRECAUTIONARY LANDING MADE. NO MALFUNCTIONS FOUND. LATCH NOT ENGAGED.         ,[[]]
19860327013679I,ATTEMPTED TAKEOFF WITH TIE DOWN STILL ATTACHED. TIE DOWN POINT BROKE AND AIRCRAFT LANDED BACK ON THE RIG.          ,[[]]
19860213061039I,LOUD SNAP HEARD WITH ROTOR ENGAGEMENT. ROTOR BLADES FAILED NEAR THE ROOTS. SUSPECT IMPROPER ROTOR ENGAGEMENT.      ,[[]]
19860115025549I,UNSAFE GEAR EXTENSION INDICATION. GEAR COLLAPSED ON LANDING. CIRCUIT BREAKER POPPED. DID NOT TRY MANUAL EXTENSION. ,[[]]
19860503055299I,ENGINE QUIT AFTER TAKEOFF. LANDED IN A FIELD. FUEL SELECTOR WAS NOT PROPERLY PLACED ON MAIN TANK. COLLAPSED GEAR.  ,[[]]
19860221007859I,FUEL LEAKING FROM LEFT MAIN TANK NOTED IN FLIGHT. DIVERTED AND AFTER LANDING PROPERLY INSTALLED FUEL CAP.          ,[[]]
19860329018939I,NOTED OIL ON LEFT ENGINE COWL. ENGINE SHUT DOWN. OIL DIP STICK WAS NOT SNAPPED IN PLACE DURING PREFLIGHT.          ,[[]]
19860222005049A,ATTEMPTED TAKEOFF WITH SKID TIED TO TRAILER. DYNAMIC ROLLOVER AND RESULTANT ROTOR BLADE DAMAGE.                    ,[[]]
19860427042939A,"DURING TAKEOFF, THE CANOPY BLEW OPEN. CUT AWAY FROM THE TOWPLANE AT 10 FEET AGL. GLIDER THEN NOSED INTO THE RUNWAY.",[[]]
19860306018449I,SWITCHED TO MAINS WITH ZERO FUEL PRESSURE. DISENGAGED AUTO PILOT AND FOUND RIGHT ENGINE HAD QUIT. LANDED IN A FIELD,[[]]
19860428028519I,SECURED CONTROLS WITH A LARGE SCREW ON SHUTDOWN. FAILED TO REMOVE BEFORE TAKEOFF RUN. ABORTED AND RAN OFF RUNWAY.  ,[[]]
19860317067699I,OIL SPRAY ON WINDSCREEN EN ROUTE. LANDED IN A FIELD. PILOT FAILED TO SECURE OIL FILLER PLUG AFTER ADDING OIL.      ,[[]]
19860128014289I,FORWARD CARGO DOOR OPENED AS AIRCRAFT TOOK OFF. OBJECTS DROPPED OUT. RETURNED. FAILED TO SEE WARNING LIGHT.        ,[[]]
19860327018859I,LEFT INBOARD UPPER SECTION OF ENGINE COWLING SEPARATED AIRCRAFT AT CRUISE.                                         ,[[]]
19860606022209A,"POOR APPROACH TO UPSLOPING RUNWAY. BOUNCED, WENT AROUND WITH FULL FLAPS. DRIFTED, TOUCHED DOWN ON GRASS, HIT TREES.",[[]]
19860712032489A,PILOT ATTEMPTED A GO AROUND WITH FULL FLAPS. AIRCRAFT LANDED ON DIRT ROAD. DENSITY ALTITUDE WAS A FACTOR.          ,[[]]
19860529020239A,"ON TAKEOFF ROLL, CANOPY OPENED AND FELL OFF. AIRCRAFT VEERED OFF RUNWAY SIDE,NOSED OVER. CANOPY IMPROPERLY LATCHED.",[[]]
19860804037289A,HELICOPTER IMPACTED GROUND AFTER SLING CAUGHT SKID DURING LIFTOFF. HAD DETACHED SLING BUT FAILED TO CLEAR SKIDS.   ,[[]]
19860614024459A,STRUCK WIRES AND TREES WHEN AIRCRAFT WOULD NOT CLIMB. DID NOT USE FUEL BOOST PUMP. DENSITY ALTITUDE A FACTOR.      ,[[]]
19860707052839A,"STRUCK SHIP, FELL INTO WATER AFTER ATTEMPTED TAKEOFF WITH FRONT TIEDOWN STRAP SECURED. AIRCRAFT AND PILOT SANK.    ",[[]]
19860720070089I,EMERGENCY LANDING AFTER ROUGH RUNNING ENGINE. SUSPECT WATER IN FUEL.                                               ,[[]]
19860514036219I,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,[[]]
19860716033919A,PILOT DID NOT SET TRIM BEFORE TAKEOFF AND AIRCRAFT PITCHED NOSE UP AND STALLED DURING LIFTOFF.                     ,[[]]
19860620027039A,THE AIRCRAFT IMPACTED THE RUNWAY DURING GO AROUND. THE INSTRUCTOR RETRACTED THE FLAPS EARLY AFTER TAKING CONTROL.  ,[[]]
19860518017969A,AMPHIBIAN FAILED TO CLIMB AFTER FULL FLAP TAKEOFF. STRUCK TREES. DENSITY ALTITUDE A FACTOR. NOT SEAPLANE RATED.    ,[[]]
19860706034879A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT FLIPPED ON LANDING.PILOT HAD JUST FILLED TANKS. WATER IN FUEL.   ,[[]]
19860728046489I,PILOT WAS TRYING TO CLOSE DOOR WHEN AIRCRAFT DESCENDED AND STRUCK A POWERLINE. MADE OFF AIRPORT LANDING.           ,[[]]
19860512035409I,POPPING SOUND FROM NOSE GEAR ON RETRACTION. LANDED WITHOUT GEAR LOCKED DOWN. FOUND NOSE GEAR DOOR DISCONNECTED.    ,[[]]
19860522019639A,"NOSE DOWN TRIM CAUSED IMPROPER LEVEL OFF, WHEEL BARROWING AND VEERING OFF THE RUNWAY SIDE. IMPACTED IN A DITCH.    ",[[]]
19860613083709A,THE ENGINE FAILED SHORTLY AFTER TAKEOFF AND THE AIRCRAFT IMPACTED TERRAIN. FUEL SHUTOFF VALVE HAD COME APART.      ,[[]]
