,index,input,head,relation,tail
1376,774,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,AIRCRAFT,has part,BROKEN
1377,774,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,AIRCRAFT,has part,DISC WORN
1378,774,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,BROKEN,subclass of,AIRCRAFT
1379,774,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,BROKEN,has part,DISC WORN
1380,774,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,DISC WORN,subclass of,AIRCRAFT
1381,774,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING. BRAKES AND DISC WORN OUT.           ,DISC WORN,part of,BROKEN
1382,775,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      ,PILOT,different from,TAKEOFF
1383,775,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED. ARICRAFT STALLED AFTER LIFT OFF.      ,TAKEOFF,different from,PILOT
1384,776,FOLLOWING NR2 HYDRAULIC FAILURE PILOT PULLED FLOATATION T HANDLE INSTEAD OF EMERGENCY GEAR EXTENSION HANDLE.       ,FLOATATION T HANDLE,opposite of,EMERGENCY GEAR EXTENSION HANDLE
1385,776,FOLLOWING NR2 HYDRAULIC FAILURE PILOT PULLED FLOATATION T HANDLE INSTEAD OF EMERGENCY GEAR EXTENSION HANDLE.       ,EMERGENCY GEAR EXTension HANDLE,opposite of,FLOATATION T HANDLE
1386,777,"LEFT WHEEL SITTING IN DEPRESSION DURING SUMP DRAINAGE. DURING FLIGHT, WATER MIGRATED INTO FUEL SYSTEM. ENGINE QUIT.",FUEL,has part,WATER
1387,778,ENGINE QUIT ON TAKEOFF DUE TO SELECTED TANK GOING DRY. FAILED TO RESTART ON OTHER. LEAKING FUEL LINE DEPLETED FUEL.,LEAKING FUEL LINE DEPLETED FUEL,product or material produced,FUEL
1388,779,LOST RIGHT ENGINE COMPARTMENT DOOR IN FLIGHT. STRUCK TAIL ROTOR. LATCH MAY NOT HAVE BEEN SECURED.                  ,LATCH,subclass of,ENGINE
1389,780,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.         ,AMPHIBIAM,instance of,AIRCRAFT
1390,781,OIL ON LEFT ENGINE COWL AND LOW OIL PRESSURE. AFTER LANDING FOUND OIL CAP NOT SECURED.                             ,LEFT ENGINE COWL,product or material produced,OIL
1391,782,NOTIFIED BY OTHER AIRCRAFT NR 2 ENGINE COWLING WAS OPEN. ABORTED TAKEOFF. CENTER AND FORWARD LATCHES NOT LATCHED.  ,NR 2,subclass of,ENGINE COWLING
1392,783,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT. ,SPIN,has effect,GROUND IMPACT
1393,783,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT. ,GROUND IMPACT,has cause,SPIN
1394,784,ENGINE QUIT SHORTLY AFTER TAKEOFF CAUSING AN OFF AIRPORT LANDING. FUEL SELECTOR ON A NEAR EMPTY TANK.              ,TAKEOFF,has effect,AN OFF AIRPORT
1395,784,ENGINE QUIT SHORTLY AFTER TAKEOFF CAUSING AN OFF AIRPORT LANDING. FUEL SELECTOR ON A NEAR EMPTY TANK.              ,AN OFF AIRport,has cause,TAKEOFF
1396,785,ENGINE FAILED DUE TO WATER IN FUEL SYSTEM. AIRCRAFT OUT OF ANNUAL. USING AUTO FUEL WITHOUT SUPPLEMENTAL.           ,WATER,has part,FUEL
1397,785,ENGINE FAILED DUE TO WATER IN FUEL SYSTEM. AIRCRAFT OUT OF ANNUAL. USING AUTO FUEL WITHOUT SUPPLEMENTAL.           ,FUEL,part of,WATER
1398,786,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.        ",TAKEOFF ROLL,subclass of,AIRCRAFT
1399,787,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.       ,6650L,followed by,6530M
1400,787,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.       ,6530M,follows,6650L
1401,788,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.    ,TAKEOFF,subclass of,AIRCRAFT
1402,789,DOOR CAME OFF DURING CLIMB TO CRUISE. APPARENTLY DOOR WAS NOT PROPERLY LATCHED. NO INDICATION OF PROBLEM WITH DOOR.,CLIMB,followed by,CRUISE
1403,789,DOOR CAME OFF DURING CLIMB TO CRUISE. APPARENTLY DOOR WAS NOT PROPERLY LATCHED. NO INDICATION OF PROBLEM WITH DOOR.,CRUISE,follows,CLIMB
1404,790,FAILED TO REMOVE WOODEN AILERON GUST LOCKS PRIOR TO TAKEOFF. WAS ABLE TO CIRCLE AND LAND USING THE RUDDER.         ,AILERON,has part,GUST
1405,790,FAILED TO REMOVE WOODEN AILERON GUST LOCKS PRIOR TO TAKEOFF. WAS ABLE TO CIRCLE AND LAND USING THE RUDDER.         ,GUST,part of,AILERON
1406,791,ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN. TWO CYLINDERS HAD LOW COMPRESSION. STRUCK TREE AND GROUND.   ,CARB HEAT,has effect,COMPRESSION
1407,791,ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN. TWO CYLINDERS HAD LOW COMPRESSION. STRUCK TREE AND GROUND.   ,COMPRESSION,has cause,CARB HEAT
1408,792,ENGINE QUIT ON CLIMBOUT. UNABLE TO REACH AIRPORT STALLED DURING FORCED LANDING. FOUND WATER IN THE FUEL.           ,FOUND WATER IN THE FUEL,location,AIRPORT
1409,793,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          ,FUEL BURN,has cause,FUEL VENT
1410,793,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.          ,FUEL VENT,has effect,FUEL BURN
1411,794,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.    ,FUEL STRAINER,has part,DRAIN VALVE
1412,794,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.    ,DRAIN VALVE,part of,FUEL STRAINER
1413,795,CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF. AIRCRAFT HAD NOT HAD ANNUAL INSPECTION.  ,Crash OCCURRED DURING FORCED LANDING,has cause,ENGINE FAILURE DURING TAKEOFF
1414,795,CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF. AIRCRAFT HAD NOT HAD ANNUAL INSPECTION.  ,ENGINE FAILURE DURING TAKEOFF,has effect,Crash OCCURRED DURING FORCED LANDing
1415,796,STALLED DURING CLIMBOUT BUT RECOVERED AND LANDED. HAD NEGLECTED TO REMOVE A WEIGHTED TAIL TIEDOWN.                 ,HAD NEGLECTED TO REMOVE A WEIGHTED TAIL TIEDOWN,instance of,CLIMBOUT
1416,797,NEGLECTED TO REMOVE HOMEMADE RIGHT CONTROL WHEEL LOCK DURING HASTY DEPARTURE. STALLED ON CLIMBOUT. BURNED ON IMPACT,STALLED,subclass of,CLIMBOUT
1417,798,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.  ,FUELED,has part,JET FUEL
1418,798,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.  ,JET FUEL,part of,FUELED
1419,799,ENGINE COWLING NOT PROPERLY SECURED CAME LOOSE ON THE TAKEOFF ROLL. ABORTED AND OVERRAN THE RUNWAY CAUSING DAMAGE. ,COWLING,subclass of,ENGINE
1420,800,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT. SETTLED INTO TREES.                                      ,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT,followed by,TREES
1421,800,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT. SETTLED INTO TREES.                                      ,TREES,follows,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT
1422,801,"STARTED ENGINE WITH MAIN ROTORS TIEDOWN. BLADE SLIPPED OUT OF SOCK, STRUCK TAIL BOOM AND TURTLE BACK.              ",TURTLE,part of,ENGINE
1423,802,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.       ,EMERGENCY,has effect,LANDING
1424,802,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.       ,LANDING,has cause,EMERGENCY
1425,803,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.        ,BAGGAGE,part of,AIRCRAFT
1426,803,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.        ,AIRCRAFT,has part,BAGGAGE
1427,804,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,TAKEOFF ROLL,part of,COPILOT
1428,804,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.  ,COPILOT,has part,TAKEOFF ROLL
1429,805,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.     ,WING STRUCK CONSTRUCTION BARRICADES,part of,RUNWAY
1430,805,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.     ,RUNWAY,has part,WING STRUCK CONSTRUCTION BARRICADES
1431,806,LOOSE GLOVE BOX RESTRICTED REAR MOVEMENT OF CONTROL WHEEL. HIT TREE AFTER LIFTOFF. SUBSEQUENTLY MADE HARD LANDING. ,LIFTOFF,subclass of,LANDING
1432,807,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,BAY BECAUSE OF LEAKING FLOAT,has part,COLD WATER
1433,807,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.            ,COLD WATER,part of,BAY BECAUSE OF LEAKING FLOAT
1434,808,ENGINE LACKED FULL POWER TO GO AROUND FROM LOW PASS. LOWER PLUGS WERE FOULED. PILOT IGNORED ROUGH MAGS ON TAKEOFF. ,TAKEOFF,instance of,ENGINE
1435,809,"STRONG GUSTY WINDS EXCEEDED MAX X WIND COMPONENT, LANDED LONG, GO AROUND, HIT TREE AND POLE. FLAPS, GEAR EXTENDED. ",MAX X WIND,subclass of,WINDS
1436,810,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.       ",TAKEOFF,located in or next to body of water,OCEAN
1437,811,STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING. FLAPS WERE RETRACTED EARLY.      ,PILOT,uses,AIRCRAFT
1438,811,STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING. FLAPS WERE RETRACTED EARLY.      ,AIRCRAFT,used by,PILOT
1439,812,"BRAKE FAILED WHEN APPLIED FOR TURN OFF RUNWAY.RAN DOWN EMBANKMENT. BRAKE PAD BADLY WORN, LOST BRAKE FLUID.         ",LOST BRAKE FLUID,facet of,BRAKE PAD
1440,813,"NOSE GEAR COLLAPSED ON ROLLOUT. TURN STOP ON STRUT COLLAR SHEARED, TRUNION SPREAD. PROBABLY FROM TOWING AIRCRAFT.  ",TRUNION SPREAD,subclass of,ROLLOUT
1441,814,PART OF ENGINE COWLING SEPARATED DUE TO IMPROPER LATCHING. PILOT RETURNED TO AIRPORT FOR EMERGENCY LANDING.        ,LATCHING,subclass of,ENGINE COWLING
1442,815,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.                   ,HYDRAULIC PUMP,has part,NOSE GEAR
1443,815,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.                   ,HYDRAULIC PUMP,has part,NOSE GEAR
1444,815,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.                   ,NOSE GEAR,part of,HYDRAULIC PUMP
1445,815,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.                   ,NOSE GEAR,part of,HYDRAULIC PUMP
1446,816,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.  ",GASCOLATOR,has part,CARBURETOR
1447,817,WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES. STRUCK 2 AIRCRAFT AND FENCE. CIRCUIT BREAKER HYDRAULIC PUMP OPEN.,NOSEWHEEL,subclass of,STEERING
1448,818,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.        ",FUEL STARVATION,has effect,EMERGENCY LANDING
1449,818,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.        ",EMERGENCY LANDING,has cause,FUEL STARVATION
1450,819,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS. ,TERRAIN,part of,CANYON
1451,819,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS. ,CANYON,has part,TERRAIN
1452,820,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ",TAKEOFF,part of,ICY RUNWAY
1453,820,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ",TAKEOFF,part of,HIT TREE
1454,820,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ",HIT TREE,has part,TAKEOFF
1455,820,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ",HIT TREE,has part,HIT TREE
1456,820,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ",HIT TREE,has part,TAKEOFF
1457,820,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.  ",HIT TREE,has part,HIT TREE
1458,821,"HARD LANDING ON BEACH AFTER POWER LOSS. WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM.                  ",FUEL PUMP,significant event,POWER LOSS
1459,822,"TRIED TAKEOFF, NO CLEARANCE WITH CONTROL ZONE IFR. WOULD NOT FLY. WATER IN FLOATS. ABORTED, HIT BRIDGE PILING, SANK",TAKEOFF,part of,CONTROL ZONE IFR
1460,823,PILOT DID NOT PERFORM PROPER PREFLIGHT INSPECTION. POWER LOSS IN LEFT ENGINE. FOUND WATER IN FUEL SYSTEM.          ,PILOT,has part,LEFT ENGINE
1461,823,PILOT DID NOT PERFORM PROPER PREFLIGHT INSPECTION. POWER LOSS IN LEFT ENGINE. FOUND WATER IN FUEL SYSTEM.          ,LEFT ENGINE,part of,PILOT
1462,824,ENGINE COWLING CAME LOOSE ON INBOARD SIDE. NORMAL LANDING MADE. COWLING FASTNERS WERE UNLOCKED.                    ,COWLING FASTNERS,subclass of,ENGINE COWLING
1463,825,"ENGINE QUIT ON APPROACH. FUEL HAD BEEN SIPHONING FROM FUEL TANK VENT. VENT HAD BEEN CUT OFF, FUEL STAIN ON WING.   ",FUEL STAIN,part of,FUEL TANK VENT
1464,826,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ",TAKEOFF,has cause,CARBURETOR
1465,826,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ",CARBURETOR,has effect,TAKEOFF
1466,827,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,CARB BOWL,has part,FUEL SCREEN
1467,827,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,FUEL SCREEN,part of,CARB BOWL
1468,828,OPEN CREW DOOR SEPARATED FROM AIRCRAFT DUE TO JET BLAST FROM ANOTHER AIRCRAFT.                                     ,AIRCRAFT DUE TO JET BLAST,instance of,AIRCRAFT
1469,829,WHILE DEADHEADING TO BASE REAR CARGO DOOR CAME OPEN.                                                               ,BASE REAR,manufacturer,CARGO
1470,829,WHILE DEADHEADING TO BASE REAR CARGO DOOR CAME OPEN.                                                               ,CARGO,product or material produced,BASE REAR
1471,830,LANDED IMMEDIATELY AFTER TAKEOFF ON SAME RUNWAY. OVER ONE PINT OF WATER WAS IN TANKS AND SYSTEM.                   ,TAKEOFF,product or material produced,WATER
1472,831,AFTER STARTING ENGINE AN EXPLOSION OCCURRED FOLLOWED BY FIRE. AD 721101 HAD NOT BEEN COMPLIED WITH.                ,AD 721101,instance of,EXPLOSION
1473,832,"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH. LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES.             ",ALTIMETER,has part,MINIMUM DESCENT
1474,832,"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH. LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES.             ",MINIMUM DESCENT,part of,ALTIMETER
1475,833,"AFTER TAKEOFF, PILOT HAD FLUCTUATING OIL PRESSURE. RETURNED TO AIRPORT. FOUND ENGINE OIL LOW. SERVICED, CHECKED OK.",TAKEOFF,location,AIRPORT
1476,834,ENGINE LOST POWER DURING CLIMB. LANDED ON ROAD. WATER FOUND IN FUEL TANKS.                                         ,FUEL TANKS,subclass of,ENGINE
1477,835,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.  ",WIDTH,part of,AREA
1478,835,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.  ",AREA,has part,WIDTH
1479,836,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.                    ",TAKEOFF,has part,POWERLINES
1480,836,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.                    ",TAKEOFF,has part,CARBURETOR
1481,836,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.                    ",POWERLINES,part of,TAKEOFF
1482,836,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.                    ",CARBURETOR,part of,TAKEOFF
1483,837,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.   ",TANKS,subclass of,ENGINE
1484,838,"ON TAKEOFF, NOSE TIRE FLIPPED FLUSH TAXIWAY CENTERLINE LIGHT COVER HOUSING INTO LANDING GEAR. CUT HYDRAULIC LINE.  ",TAKEOFF,located in the administrative territorial entity,TAXIWAY
1485,839,LOST POWER LANDED SHORT OF RUNWAY AND FLIPPED OVER. WATER IN FUEL SYSTEM AND CARBURETOR.                           ,FUEL,has part,CARBURETOR
1486,839,LOST POWER LANDED SHORT OF RUNWAY AND FLIPPED OVER. WATER IN FUEL SYSTEM AND CARBURETOR.                           ,CARBURETOR,part of,FUEL
1487,840,AFTER LANDING RIGHT PROPELLER REVERSE INEFFECTIVE. UNDERSPEED GOVERNOR LINKAGE DISCONNECTED.                       ,LANDING RIGHT PROPELLER,different from,UNDERSPEED GOVERNOR LINKAGE
1488,840,AFTER LANDING RIGHT PROPELLER REVERSE INEFFECTIVE. UNDERSPEED GOVERNOR LINKAGE DISCONNECTED.                       ,UNDERSPEED GOVERNOR LINKAGE,different from,LANDING RIGHT PROPELLER
1489,841,"GROUND PERSONNEL POSITIONED LARGE FIRE EXTINGUISHER NEAR AIRCRAFT. STRUCK EXTINGUISHER, DAMAGE TO BOTH PROPELLERS. ",AIRCRAFT,uses,FIRE
1490,842,LOSS OF POWER ON TAKEOFF. AIRCRAFT TURNED OVER IN SNOW COVERED FIELD. MOISTURE FOUND IN FUEL SYSTEM.               ,TAKEOFF,product or material produced,MOISTURE
1491,843,LOST CONTROL AFTER ABORTING TAKEOFF DUE TO FAILURE TO REMOVE A RUDDER GUST LOCK.RAN OFF THE RUNWAY AND OVERTURNED. ,TAKEOFF,has part,RUDDER GUST LOCK
1492,843,LOST CONTROL AFTER ABORTING TAKEOFF DUE TO FAILURE TO REMOVE A RUDDER GUST LOCK.RAN OFF THE RUNWAY AND OVERTURNED. ,RUDDER GUST LOCK,part of,TAKEOFF
1493,844,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.        ,ENGINE,part of,AIRCRAFT
1494,844,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.        ,AIRCRAFT,has part,ENGINE
1495,845,TURNED ON ENGINE ANTI ICE BUT NOT IGNITORS IN ICING CONDITIONS. DOUBLE FLAMEOUT AND RESTARTS.                      ,FLAMEOUT,opposite of,IGNITORS
1496,845,TURNED ON ENGINE ANTI ICE BUT NOT IGNITORS IN ICING CONDITIONS. DOUBLE FLAMEOUT AND RESTARTS.                      ,IGNITORS,opposite of,FLAMEOUT
1497,846,LANDED BESIDE RUNWAY WITH GEAR PARTIALLY EXTENDED. GEAR MOTOR CIRCUIT BREAKER POPPED. MANUAL GEAR RELEASE UNENGAGED,CIRCUIT,used by,CIRCUIT BREAKER
1498,846,LANDED BESIDE RUNWAY WITH GEAR PARTIALLY EXTENDED. GEAR MOTOR CIRCUIT BREAKER POPPED. MANUAL GEAR RELEASE UNENGAGED,CIRCUIT BREAKER,uses,CIRCUIT
1499,847,BATTERY TOO LOW TO EXCITE ALTERNATORS.UNABLE TO UNSTOW MANUAL EXTENSION HANDLE. LANDED GEAR UP BESIDE RUNWAY.      ,LANDED GEAR UP BESIDE RUNWAY,subclass of,MANUAL EXTENSION HANDLE
1500,848,"RETURNING WITH OPEN NOSE BAGGAGE DOOR, LEFT PROP FEATHERED, GEAR DOWN. BANKED LEFT AND NOSED INTO TREES AND GROUND.",BAGGAGE,different from,BANKED
1501,848,"RETURNING WITH OPEN NOSE BAGGAGE DOOR, LEFT PROP FEATHERED, GEAR DOWN. BANKED LEFT AND NOSED INTO TREES AND GROUND.",BANKED,different from,BAGGAGE
1502,849,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.      ,NOSE WHEEL,part of,MANHOLE
1503,849,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.      ,NOSE WHEEL,part of,MANHOLE
1504,849,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.      ,MANHOLE,has part,NOSE WHEEL
1505,849,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.      ,MANHOLE,has part,NOSE WHEEL
1506,850,OIL TEMPERATURE REACHED RED LINE AND DURING TURN BACK TO AIRPORT ENGINE SEIZED. LANDED IN TREES. OIL STARVATION.   ,RED Line,instance of,TEMPERATURE
1507,851,EMERGENCY LANDING AFTER POWER LOSS DURING TAKEOFF. FUEL PRIMER FOUND SLIGHTLY PULLED OUT. WATER FOUND IN FUEL.     ,FUEL PRIMER,located in the administrative territorial entity,FUEL
1508,852,AIRCRAFT MUSHED DURING TAKEOFF WITH FULL FLAPS. ABORTED AS WING DROPPED. CONTACTED GRASS AND SLID INTO DEEP MUD.   ,TAKEOFF,subclass of,AIRCRAFT
1509,853,DURING TAKEOFF FROM SNOW COVERED AREA CUFF OF JACKET INADVERTANTLY SHUT OFF BOTH TOGGLE SWITCH MAGS. HIT SMALL TREE,TAKEOFF,has part,TOGGLE SWITCH MAGS
