c5_id,c119_input,entities,labels_raw,labels,confidence
19871014062899I,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ",CFI,"[{'value': 'ORG', 'confidence': 0.9993385672569275}]",ORG,0.9993385672569275
19870812051139I,AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT. INSTRUMENT PANEL LIGHTS WERE TURNED OFF.           ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.999567449092865}]",ORG,0.999567449092865
19870926079129A,OVERHEATED ENGINE. PRECAUTIONARY LANDING ON DIRT ROAD. BOUNCED. HIT A CATTLE GUARD AND GATE. OIL DIPSTICK MISSING. ,DIRT ROAD,"[{'value': 'FAC', 'confidence': 0.9999861121177673}]",FAC,0.9999861121177673
19870826056929I,PILOT TAXIED OVER A PLASTIC MARKER CONE THAT WAS IN FRONT  OF HIS AIRCRAFT. FAILED TO MAKE WALK AROUND PREFLIGHT.  ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.8450730443000793}]",PRODUCT,0.8450730443000793
19871015063099I,PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR. RETURNED WHEN GEAR WOULD NOT RETRACT FULLY.                  ,TOWBAR,"[{'value': 'PRODUCT', 'confidence': 0.9979605674743652}]",PRODUCT,0.9979605674743652
19870913051689A,"ENGINE QUIT ON CLIMBOUT.HIT A DITCH WHILE LANDING IN FIELD. WATER, DIRT IN FUEL NOZZLES. HAD SET 11 MONTHS INACTIVE",11 MONTHS,"[{'value': 'DATE', 'confidence': 0.999994695186615}]",DATE,0.999994695186615
19870910061919I,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9867203235626221}]",PRODUCT,0.9867203235626221
19880221033719A,ENGINE QUIT ON TAKEOFF. CRASH LANDED OFF END OF RUNWAY. PILOT ACCIDENTALLY HIT KILLSWITCH PLACED CLOSE TO THE YOKE.,RUNWAY,"[{'value': 'FAC', 'confidence': 0.9871111512184143}]",FAC,0.9871111512184143
19880221033719A,ENGINE QUIT ON TAKEOFF. CRASH LANDED OFF END OF RUNWAY. PILOT ACCIDENTALLY HIT KILLSWITCH PLACED CLOSE TO THE YOKE.,YOKE,"[{'value': 'PRODUCT', 'confidence': 0.660585343837738}]",PRODUCT,0.660585343837738
19880120019019I,TAXIING AT HIGH STEEP PILOT VEERED OFF TAXIWAY INTO THE GRASS. BECAME STUCK IN THE MUD. BLAMED SEAT SLIPPED BACK.  ,TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9999152421951294}]",FAC,0.9999152421951294
19871112077979I,NUMBER 2 ENGINE LEFT CORE COWL SEPARATED ON TAKEOFF DUE TO IMPROPER INSTALLATION. CREATED RUNWAY HAZARD.           ,2,"[{'value': 'CARDINAL', 'confidence': 0.9999567270278931}]",CARDINAL,0.9999567270278931
19871124073879I,PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS. ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE.   ,TWO,"[{'value': 'CARDINAL', 'confidence': 0.9999967813491821}]",CARDINAL,0.9999967813491821
19880213002489A,LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF THE RUNWAY. STUDENT USED NOSEWHEEL STEERING. CFI FAILED TO ADVISE. ,CFI,"[{'value': 'ORG', 'confidence': 0.9998530149459839}]",ORG,0.9998530149459839
19871211075169A,ROUGH ENGINE ON CLIMBOUT. LANDED ON CITY STREET. SPARK PLUGS OUT OF TOLERENCE. FOUND PRIMER UNLOCKED.              ,CITY STREET,"[{'value': 'FAC', 'confidence': 0.9947391450405121}]",FAC,0.9947391450405121
19880131057869I,"DURING PREFLIGHT,LEFT AILERON LOCK DANGLING BY BUNGEE CORD FROM WING. FLEW TO KENT COUNTY RUNWAY WITH LOCK DANGLING",KENT COUNTY,"[{'value': 'GPE', 'confidence': 0.9999908208847046}]",GPE,0.9999908208847046
19880324019949I,ICING PROBLEM. ENGINE QUIT AT CRUISE. RESTARTED. ONLY RAN AT IDLE. LANDED ON DIRT ROAD. WAS USING RAM AIR.         ,DIRT ROAD,"[{'value': 'FAC', 'confidence': 0.999894380569458}]",FAC,0.999894380569458
19880324019949I,ICING PROBLEM. ENGINE QUIT AT CRUISE. RESTARTED. ONLY RAN AT IDLE. LANDED ON DIRT ROAD. WAS USING RAM AIR.         ,RAM AIR,"[{'value': 'PRODUCT', 'confidence': 0.9999136924743652}]",PRODUCT,0.9999136924743652
19880413016839I,HAD A RATTLE NOISE OUTSIDE OF THE AIRCRAFT. RETURNED. FOUND EXCESS SEAT BELT WAS HANGING OUTSIDE OF COCKPIT.       ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.999984622001648}]",PRODUCT,0.999984622001648
19880412038769I,FLIGHT DEPARTED PITTSBURGH WITHOUT BEING FUELED. RETURNED. AIRCRAFT WAS FUELED AND THEN DEPARTED AGAIN.            ,PITTSBURGH,"[{'value': 'GPE', 'confidence': 0.9999933242797852}]",GPE,0.9999933242797852
19880412038769I,FLIGHT DEPARTED PITTSBURGH WITHOUT BEING FUELED. RETURNED. AIRCRAFT WAS FUELED AND THEN DEPARTED AGAIN.            ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9736314415931702}]",PRODUCT,0.9736314415931702
19880520015489A,"AIRCRAFT MADE LEFT VERTICAL BANK ON INITIAL CLIMB IMPACTED AND BURNED. AILERON CONTROL JUST REWORKED, WERE BACKWARD",AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9998922348022461}]",ORG,0.9998922348022461
19880520015489A,"AIRCRAFT MADE LEFT VERTICAL BANK ON INITIAL CLIMB IMPACTED AND BURNED. AILERON CONTROL JUST REWORKED, WERE BACKWARD",AILERON,"[{'value': 'ORG', 'confidence': 0.99985671043396}]",ORG,0.99985671043396
19880911037979I,ABORTED TAKEOFF WHEN AIRCRAFT DID NOT ROTATE. RAN OFF END OF RUNWAY. STABILIZER TRIM SETTING WRONG.                ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9998652935028076}]",ORG,0.9998652935028076
19880807039859I,ABORTED 2 TAKEOFFS DUE TO AIRCRAFT NOSE HEAVY. NO DEFECTS. PILOT COUNSELED ON USE OF TRIM TAB.                     ,2,"[{'value': 'CARDINAL', 'confidence': 0.9999934434890747}]",CARDINAL,0.9999934434890747
19880807039859I,ABORTED 2 TAKEOFFS DUE TO AIRCRAFT NOSE HEAVY. NO DEFECTS. PILOT COUNSELED ON USE OF TRIM TAB.                     ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.993845522403717}]",PRODUCT,0.993845522403717
19880901036579A,"CREWMAN HAD SECURED AFT SKID TIE DOWNS UNKNOWN BY PILOT. HE DID NOT CHECK, AIRCRAFT LIFTOFF NOSE HIGH.FELL IN WATER",CREWMAN,"[{'value': 'PERSON', 'confidence': 0.9997870326042175}]",PERSON,0.9997870326042175
19880901036579A,"CREWMAN HAD SECURED AFT SKID TIE DOWNS UNKNOWN BY PILOT. HE DID NOT CHECK, AIRCRAFT LIFTOFF NOSE HIGH.FELL IN WATER",AIRCRAFT LIFTOFF,"[{'value': 'PRODUCT', 'confidence': 0.8924806416034698}]",PRODUCT,0.8924806416034698
19880630042289I,PIC REPORTED LOSING OIL PRESSURE AND ALTERNATOR. LANDED.FOUND ALTERNATOR CIRCUIT BREAKER OPEN AND BATTERY DEPLETED.,PIC,"[{'value': 'ORG', 'confidence': 0.9992541670799255}]",ORG,0.9992541670799255
19881222071639I,LIGHT TO HEAVY FREEZING RAIN IN AREA. AIRCRAFT STALLED BUT RECOVERED ON INITIAL APPROACH. AIRFRAME DEICE NOT ON.   ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9994685053825378}]",ORG,0.9994685053825378
19881130064879I,BOTH ENGINES FLUCTUATING. LANDED AT FT LEONARD WOOD. NO FUEL WOULD DRAIN FROM SUMP. LATER WATER CAME FROM SUMP.    ,LEONARD WOOD,"[{'value': 'LOC', 'confidence': 0.9974197745323181}]",LOC,0.9974197745323181
19881214055199I,DOOR OPENED AND DEPARTED AIRCRAFT AT CRUISE ALTITUDE. DIVERTED. CAUSE NOT STATED.                                  ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.606894850730896}]",ORG,0.606894850730896
19890322024319I,VEERED OFF RUNWAY AT START OF TAKEOFF ROLL. STOPPED WITHOUT DAMAGE. CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,NR2,"[{'value': 'PRODUCT', 'confidence': 0.999086856842041}]",PRODUCT,0.999086856842041
19890307025089I,LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW. PULLED RIGHT ON ROLLOUT. WINDROW FROM SNOWPLOW CAUSED PULL.  ,DC9,"[{'value': 'PRODUCT', 'confidence': 0.803159236907959}]",PRODUCT,0.803159236907959
19890212002089A,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ",RUNWAY,"[{'value': 'FAC', 'confidence': 0.9344781041145325}]",FAC,0.9344781041145325
19890212002089A,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ",RUNWAY,"[{'value': 'FAC', 'confidence': 0.9952834248542786}]",FAC,0.9952834248542786
19890221013499I,ELEVATOR PARTIALLY JAMMED IN CRUISE. EMERGENCY LANDING AT BURLINGTON WITHOUT INCIDENT. ICE IN HULL CAUSED PROBLEM. ,BURLINGTON,"[{'value': 'GPE', 'confidence': 0.9886588454246521}]",GPE,0.9886588454246521
19890503010699A,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,CFI,"[{'value': 'ORG', 'confidence': 0.9999945163726807}]",ORG,0.9999945163726807
19890503010699A,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,STUDENT,"[{'value': 'ORG', 'confidence': 0.9936102032661438}]",ORG,0.9936102032661438
19890503010699A,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,CFI,"[{'value': 'ORG', 'confidence': 0.9999868869781494}]",ORG,0.9999868869781494
19890206009289I,NOSE GEAR LEFT RUNWAY WHILE MAKING 180 DEGREE TURN. PILOT LOWT DIRECTIONAL CONTROL. MISUSED THROTTLES.             ,180 DEGREE,"[{'value': 'QUANTITY', 'confidence': 0.9998257160186768}]",QUANTITY,0.9998257160186768
19890715028739A,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.    ,180,"[{'value': 'CARDINAL', 'confidence': 0.999995231628418}]",CARDINAL,0.999995231628418
19890712022199A,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9997883439064026}]",ORDINAL,0.9997883439064026
19890523030589I,LOW OIL PRESSURE AND OIL LEAK INFLIGHT. SHUT DOWN. LANDED FAST AND BLEW 2 TIRES BRAKING. OIL CAP LOCK TANG UNLOCKED,2,"[{'value': 'CARDINAL', 'confidence': 0.9999862909317017}]",CARDINAL,0.9999862909317017
19890621016669A,TRIED TO TAKE OFF WITH CEMENT TAIL TIEDOWN ATTACHED. SECOND TRY ROPE BROKE LIFTED OFF NOSE HIGH HIT TREES ON SHORE.,SECOND,"[{'value': 'ORDINAL', 'confidence': 0.9999183416366577}]",ORDINAL,0.9999183416366577
19890701018969A,ENGINE QUIT ON CLIMBOUT.LANDED IN TREES.WATER IN FUEL. HAD SAT OUTSIDE FOR THREE WEEKS WITH ONE THIRD FUEL IN TANKS,THREE WEEKS,"[{'value': 'DATE', 'confidence': 0.9999886155128479}]",DATE,0.9999886155128479
19890701018969A,ENGINE QUIT ON CLIMBOUT.LANDED IN TREES.WATER IN FUEL. HAD SAT OUTSIDE FOR THREE WEEKS WITH ONE THIRD FUEL IN TANKS,ONE THIRD,"[{'value': 'CARDINAL', 'confidence': 0.9999822974205017}]",CARDINAL,0.9999822974205017
19890727025429A,ENGINE QUIT DURING AN AEROBATIC MANUEVER. AIRCRAFT STALLED AND SPUN INTO TREES. FOUND PRIMER UNLOCKED.             ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9996820688247681}]",PRODUCT,0.9996820688247681
19891112045009A,FAILED TO DRAIN SUMPS PRIOR TAKEOFF AFTER AIRCRAFT SAT OUT IN HEAVY RAIN. ENGINE QUIT ON CLIMBOUT. CRASH LANDED.   ,PRIOR,"[{'value': 'ORDINAL', 'confidence': 0.9904215335845947}]",ORDINAL,0.9904215335845947
19891112045009A,FAILED TO DRAIN SUMPS PRIOR TAKEOFF AFTER AIRCRAFT SAT OUT IN HEAVY RAIN. ENGINE QUIT ON CLIMBOUT. CRASH LANDED.   ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9997181296348572}]",PRODUCT,0.9997181296348572
19890924035929A,FIRST SOLO IN TAIL WHEEL AIRCRAFT. PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY.,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9999828338623047}]",ORDINAL,0.9999828338623047
19890831033149A,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,REPAIR AIRPORT,"[{'value': 'FAC', 'confidence': 0.9999829530715942}]",FAC,0.9999829530715942
19890831033149A,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,20 GALLONS,"[{'value': 'QUANTITY', 'confidence': 0.9999837875366211}]",QUANTITY,0.9999837875366211
19900105006659I,ENGINE QUIT AFTER DEPARTURE. FORCED LANDING IN FIELD. FOUND THREE GALLONS OF WATER IN FUEL.                        ,THREE GALLONS,"[{'value': 'QUANTITY', 'confidence': 0.9999892711639404}]",QUANTITY,0.9999892711639404
19900214002219A,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,CFI,"[{'value': 'ORG', 'confidence': 0.9999130964279175}]",ORG,0.9999130964279175
19900214002219A,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,5 GAL,"[{'value': 'QUANTITY', 'confidence': 0.9999915361404419}]",QUANTITY,0.9999915361404419
19900404026989I,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.      ,BOSTON,"[{'value': 'GPE', 'confidence': 0.9999943971633911}]",GPE,0.9999943971633911
19900411014509I,PILOT STATED ON LANDING AIRCRAFT HIT BUMP ON RUNWAY. BOUNCED. MADE A GO AROUND. NOSE GEAR BROKE ON LANDING.        ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999592304229736}]",PRODUCT,0.9999592304229736
19900323014919I,ON CLIMB PILOT STARTED TO DESCEND DUE TO ICING PROBLEMS. RETURNED TO AIRPORT. COPILOT UNQUALIFIED IN AIRCRAFT.     ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.999966025352478}]",ORG,0.999966025352478
19900420010469A,HIGH ON COUPLED APPROACH. LETDOWN AT 2000 FPM. AUTO PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH. AIRFRAME DAMAGED.,2000,"[{'value': 'CARDINAL', 'confidence': 0.9979797005653381}]",CARDINAL,0.9979797005653381
19900713025819A,"ON THIRD TRY FOR LANDING, BEGAN GO AROUND, FULL FLAPS. UNABLE CLIMB, ABORTED. RAN OFF END RUNWAY INTO TREES.       ",THIRD,"[{'value': 'ORDINAL', 'confidence': 0.9999854564666748}]",ORDINAL,0.9999854564666748
19900531030209I,WHILE TAXIING THE RIGHT GEAR BROKE THROUGH THE ASPHALT AND BECAME STUCK ON TAXIWAY.                                ,TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9998989105224609}]",FAC,0.9998989105224609
19900629023099A,"DOOR CAME OPEN ON LIFTOFF. TRIED GO AROUND,LOST POWER AT 300 FT,CRASHED AND BURNED OFF END OF AIRPORT.             ","300 FT,CRASHED","[{'value': 'QUANTITY', 'confidence': 0.9999885559082031}]",QUANTITY,0.9999885559082031
19901115062689A,YAWED 180 DEGREES AND SETTLED HARD TO RUNWAY WHILE TAXIING TO RUNWAY. HYDRAULIC TEST AND OFF SWITCHES IDENTICAL.   ,180 DEGREES,"[{'value': 'QUANTITY', 'confidence': 0.9999874830245972}]",QUANTITY,0.9999874830245972
19901018054419I,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",ATC,"[{'value': 'ORG', 'confidence': 0.9999940395355225}]",ORG,0.9999940395355225
19901018054419I,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",RUNWAY,"[{'value': 'ORG', 'confidence': 0.5243184566497803}]",ORG,0.5243184566497803
19910131001309I,AIRCRAFT PASSENGER DOOR BLEW OPEN AND SEPARATED ON CLIMB. RETURNED AND LANDED WITHOUT INCIDENT.                    ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9997850060462952}]",PRODUCT,0.9997850060462952
19910324012559I,FUEL LEAKING FROM AIRCRAFT. RETURNED. FOUND RIGHT FUEL CAP WAS MISSING.                                            ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999927282333374}]",ORG,0.9999927282333374
19910126001159A,"TOOK OFF IN GLIDER TOW WITH DIVE BRAKES OPEN. PILOT SAW THEM AS TOW PLANE RELEASED.TOO LOW,HIT WIRES AND POWER POLE",DIVE,"[{'value': 'CARDINAL', 'confidence': 0.9994674324989319}]",CARDINAL,0.9994674324989319
19910604019779I,TAXIWAY GAVE WAY UNDER RIGHT MAIN LANDING GEAR OF AIRCRAFT WHILE WAITING FOR DEPARTURE.                            ,TAXIWAY,"[{'value': 'ORG', 'confidence': 0.9999157190322876}]",ORG,0.9999157190322876
19910604019779I,TAXIWAY GAVE WAY UNDER RIGHT MAIN LANDING GEAR OF AIRCRAFT WHILE WAITING FOR DEPARTURE.                            ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.7881865501403809}]",ORG,0.7881865501403809
19910601018539A,ON TAKEOFF LOOSE FUEL CAP SPILLED FUEL. ABORTED. WING EXPLODED ON RESTART. JUMPED OUT. AIRCRAFT STRUCK LIGHT POLE. ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.6209291219711304}]",ORG,0.6209291219711304
19910623033909I,CAPTAIN SET TRANSPONDER TO INCORRECT BEACON CODE. WAS NOT RADAR IDENTIFIED UNTIL 32 MINUTES INTO THE FLIGHT.       ,32 MINUTES,"[{'value': 'TIME', 'confidence': 0.9999715685844421}]",TIME,0.9999715685844421
19910714027129A,BOTH ENGINES QUIT. DITCHED IN OCEAN NEAR SHORE. POSSIBLY NOT REFUELED PROPERLY LAST REFUELING.                     ,OCEAN,"[{'value': 'LOC', 'confidence': 0.9997742772102356}]",LOC,0.9997742772102356
19910527020289A,USED BOLT FOR CONTROL LOCK. OVERLOOKED PRIOR TAKEOFF. ABORTED AFTER LIFTOFF HIT RUNWAY NOSE FIRST. CRUSHED FIREWALL,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9973471164703369}]",ORDINAL,0.9973471164703369
19910516016279A,ENGINE LOST POWER ON CLIMBOUT WITH FOUR JUMPERS ON BOARD. OVERSHOT OPEN FIELD. SERVERE CARBURETOR ICING CONDITIONS.,FOUR,"[{'value': 'CARDINAL', 'confidence': 0.9999957084655762}]",CARDINAL,0.9999957084655762
19910724029799A,"EARLY LIFT OFF WITH 30 DEGREES FLAPS. STAYED BEHIND POWER CURVE,STALLED AVOIDING RISING TERRAIN. AT GROSS WEIGHT.  ",30 DEGREES,"[{'value': 'QUANTITY', 'confidence': 0.9999924302101135}]",QUANTITY,0.9999924302101135
19910816034689A,OIL ON WINDSHIELD ON CLIMBOUT. MADE A 180 TO COME BACK TO RUNWAY. COLLIDED WITH A FENCE. OIL FILLER CAP NOT SECURED,180,"[{'value': 'CARDINAL', 'confidence': 0.9999873638153076}]",CARDINAL,0.9999873638153076
19910907044549A,SET AMPHIBIAN PARKING BRAKE AT MOORING. OVERLOOKED BRAKE ON FOR LANDING AT AIRPORT. VEERED OFF RUNWAY. NOSED OVER. ,MOORING,"[{'value': 'GPE', 'confidence': 0.9951795339584351}]",GPE,0.9951795339584351
19911128053639A,ENGINES LOST POWER ON CLIMBOUT. CRASH LANDED OFF END RUNWAY. LINEMAN HAD FUELED CONVAIR WITH JET FUEL INSTEAD AVGAS,LINEMAN,"[{'value': 'ORG', 'confidence': 0.9080685377120972}]",ORG,0.9080685377120972
19911208061009I,NOSE GEAR FOLDED ON LANDING ROLLOUT. RETRACTION ROD WAS BENT. PRIOR HARD LANDINGS.                                 ,PRIOR,"[{'value': 'ORDINAL', 'confidence': 0.9850436449050903}]",ORDINAL,0.9850436449050903
19920131005599I,AIRCRAFT DEPARTED WITHOUT THE EMERGENCY ESCAPE HATCH PROPERLY LATCHED. RETURNED. HATCH SECURED AFTER LANDING.      ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999675750732422}]",PRODUCT,0.9999675750732422
19920301008169I,"DURING NR2 ENGINE RUNUP ON TAXIWAY SEVERAL LARGE PIECES OF ASPHALT WERE HURLED INTO AIR,HIT TAIL ON MAINTENANCE RUN",NR2,"[{'value': 'PRODUCT', 'confidence': 0.5793576836585999}]",PRODUCT,0.5793576836585999
19920301008169I,"DURING NR2 ENGINE RUNUP ON TAXIWAY SEVERAL LARGE PIECES OF ASPHALT WERE HURLED INTO AIR,HIT TAIL ON MAINTENANCE RUN",TAXIWAY,"[{'value': 'FAC', 'confidence': 0.9998254179954529}]",FAC,0.9998254179954529
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,LIFTOFF,"[{'value': 'PRODUCT', 'confidence': 0.9999867677688599}]",PRODUCT,0.9999867677688599
19920126001119A,STUDENT ON FIRST SOLO. WINDOW POPPED OPEN. LOST CONTROL AND RAN OFF RUNWAY TRYING TO CLOSE WINDOW.                 ,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9999895095825195}]",ORDINAL,0.9999895095825195
19911031048229A,ROLLED OVER SIDEWAYS INTO OCEAN WHILE ATTEMPTING TO LIFT OFF SHIPBOARD HELIPAD. HAD NEGLECTED TO UNTIE RIGHT SKID. ,OCEAN,"[{'value': 'LOC', 'confidence': 0.999941349029541}]",LOC,0.999941349029541
19920229007939A,TOOK EXPERIMENTAL T66 OUT OF LONG STORAGE. ENGINE QUIT ON FIRST FLIGHT. FOUND FUEL FILTER CLOGGED BY PRESERVATIVE. ,T66,"[{'value': 'PRODUCT', 'confidence': 0.9415910243988037}]",PRODUCT,0.9415910243988037
19920229007939A,TOOK EXPERIMENTAL T66 OUT OF LONG STORAGE. ENGINE QUIT ON FIRST FLIGHT. FOUND FUEL FILTER CLOGGED BY PRESERVATIVE. ,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.999971866607666}]",ORDINAL,0.999971866607666
19920120007559I,CAPTAIN DECLARED EMERGENCY FOR RAPID FUEL LOSS. VECTORED TO NEAREST AIRPORT. DEPARTED TALLAHASSEE WITHOUT REFUELING,TALLAHASSEE,"[{'value': 'GPE', 'confidence': 0.9999929666519165}]",GPE,0.9999929666519165
19920524016269A,ENGINE QUIT ON CLIMBOUT. FOUND RUST AND WATER IN GASCOLATOR. NON STC APPROVED ENGINE IN AIRCRAFT.                  ,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.8917097449302673}]",ORG,0.8917097449302673
19920531017409A,RIGHT AILERON BECAME DISCONNECTED IN FLIGHT. UNCONTROLLED SPIRAL. BAILED OUT. SLIDE LOCK FITTING LUBED IN ERROR.   ,RIGHT AILERON,"[{'value': 'PRODUCT', 'confidence': 0.9494750499725342}]",PRODUCT,0.9494750499725342
19920405008919A,"ATTEMPTED TAKEOFF FROM 2500 FT SOD STRIP.GUSTY NORTH WIND,HIT TREES OFF END OF STRIP CRASHED.                      ",2500 FT,"[{'value': 'QUANTITY', 'confidence': 0.9999889135360718}]",QUANTITY,0.9999889135360718
19920514014899A,PREFLIGHTED HELICOPTER ON FLATBED. UNTIED ONE SKID. ROLLED OVER. TRYING LIFT. OTHER SKID TIED.                     ,ONE,"[{'value': 'CARDINAL', 'confidence': 0.9995158910751343}]",CARDINAL,0.9995158910751343
19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,150 FEET,"[{'value': 'QUANTITY', 'confidence': 0.9999579191207886}]",QUANTITY,0.9999579191207886
19920523016059A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF ROLL. TEST FLIGHT AFTER REBUILD. AILERONS CABLES WERE REVERSED.        ,AILERONS,"[{'value': 'ORG', 'confidence': 0.5932016372680664}]",ORG,0.5932016372680664
19920726030829A,SET TRIM FULL NOSE DOWN IN ERROR FOR TAKEOFF. UNABLE RAISE NOSE TO CLIMB. ABORTED. HIT NOSE FIRST. BENT AIRFRAME.  ,FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9994575381278992}]",ORDINAL,0.9994575381278992
19920726027439A,SEAT SLID BACK ON INITIAL TAKEOFF ROLL. LOST CONTROL. AIRCRAFT GROUND LOOPED. UNABLE VERIFY SEAT CONDITION. BURNED.,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9761476516723633}]",ORG,0.9761476516723633
19921007047969I,HEARD NOISE ON RIGHT SIDE OF AIRCRAFT ON TAKEOFF. ABORTED. OVERSHOT END OF RUNWAY. FOUND KEYS IN DOOR LOCK.        ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9999233484268188}]",PRODUCT,0.9999233484268188
19920806029929A,LOST POWER BOTH ENGINES ON IFR APPROACH.DITCHED IN LAKE SHORT OF PONTIAC.ALL TANKS BUT ONE EMPTY.SHORT IFR FLIGHT. ,ONE,"[{'value': 'CARDINAL', 'confidence': 0.9999915361404419}]",CARDINAL,0.9999915361404419
19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,TAXI,"[{'value': 'PRODUCT', 'confidence': 0.8865802884101868}]",PRODUCT,0.8865802884101868
