,doc_idx,sent_idx,original_sentence,input,mention,biencoder_predicted_entity,crossencoder_predicted_entity
430,1847,2,LANDED SHORT OF RUNWAY DARK SNOW NIGHT. ICE ON AIRCRAFT. SPOTILERS OUT. POOR COCKPIT MANAGEMENT. SPOILER LIGHT ON. , spotilers out.,spotilers,2011 Tampere Open,Spot-fixing
431,1848,1,FAILED RAISE FLAPS ON TOUCH AND GO. UNCABLE CLIMB. CFI TOOK OVER. ABORTED DUE TREES OFF END. NOSED OVER LANDING.   , uncable climb.,uncable,List of country names in various languages (D–I),"List of towns and cities with 100,000 or more inhabitants/country: C"
432,1848,2,FAILED RAISE FLAPS ON TOUCH AND GO. UNCABLE CLIMB. CFI TOOK OVER. ABORTED DUE TREES OFF END. NOSED OVER LANDING.   , cfi took over.,cfi,Community Forestry International,Christian Freedom International
433,1850,0,"NARRATIVE: AFTER TAKE-OFF FROM WAINWRIGHT AS, AK. WITH 2 PASSENGERS, THE REAR CARGO DOOR CAME OPEN AT APPROX. 70 FT","narrative: after take-off from wainwright as, ak.",wainwright,"Wainwright, Alaska","Wainwright, Alaska"
434,1852,0,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE","narrative: on march 20, 1995, a pitts, pis-1, owned and operated by robert higbee while on a pleasure flight, lande",pitts,"Pitts, Georgia",Pittsburgh
435,1852,0,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE","narrative: on march 20, 1995, a pitts, pis-1, owned and operated by robert higbee while on a pleasure flight, lande",robert higbee,Ethan Higbee,T. Higbee Embry
436,1854,0,"NARRATIVE: ON 04/12/95 A DC-6-B, N4390F OPERATED BY EVERTS AIR FUEL INC., DEPARTED THE RAMP AT FAIRBANKS INT'L AFTE","narrative: on 04/12/95 a dc-6-b, n4390f operated by everts air fuel inc.",everts air fuel inc,Everts Air,Everts Air
437,1854,1,"NARRATIVE: ON 04/12/95 A DC-6-B, N4390F OPERATED BY EVERTS AIR FUEL INC., DEPARTED THE RAMP AT FAIRBANKS INT'L AFTE",", departed the ramp at fairbanks int'l afte.",fairbanks int'l,"Fairbanks, Alaska","Fairbanks, Alaska"
438,1857,0,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL","narrative: coma #4280, departed cincinnati/northern kentucky international airport, covington, kentucky, 1000 local",cincinnati,Cincinnati,Cincinnati
439,1857,0,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL","narrative: coma #4280, departed cincinnati/northern kentucky international airport, covington, kentucky, 1000 local",northern kentucky,Northern Kentucky,Northern Kentucky
440,1857,0,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL","narrative: coma #4280, departed cincinnati/northern kentucky international airport, covington, kentucky, 1000 local",covington,"Covington, Kentucky","Covington, Kentucky"
441,1857,0,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL","narrative: coma #4280, departed cincinnati/northern kentucky international airport, covington, kentucky, 1000 local",kentucky,Kentucky,Kentucky
442,1858,1,CARGO OF PALLETS SHIFTED AFT ON TAKEOFF. STRUCK AFT BULKHEAD. ABORTED PALLET CAME FORWARD INTO FRONT RETAINER WALL., struck aft bulkhead.,bulkhead,Bulkhead (partition),Bulkhead (partition)
443,1862,2,NARRATIVE: PILOT PERFORMED PREFLIGHT AND TAXIED TO RUN UP AREA. FLAPS WOULD NOT OPERATE. PILOT TAXIED BACK TO HANGA, pilot taxied back to hanga.,hanga,Hanga Roa,Hanga
444,1864,2,2 TAKEOFF ABORTS.AUTO THROTTLE FAILED ENGAGE.TAKEOFF EPR NOT PROGRAMED IN TO FMC.CHECK LIST IMPROPERLY PERFORMED.  ,takeoff epr not programed in to fmc.,fmc,Flight management system,Federal Maritime Commission
445,1865,1,NARRATIVE: MR. ROBIDOUX STATED THAT HE TAXIED THE AIRCRAFT FROM THE PARKING SPOT NEAR NORTHEAST AIR PROCEEDING TO R, robidoux stated that he taxied the aircraft from the parking spot near northeast air proceeding to r.,robidoux,Robidoux,David Robidoux
446,1866,2,BOUNCED LANDING. TRIED GO AROUND WITH IDLE POWER. OVERFLEW RUNWAY INTO MARSH. UNFAMILIAR WITH VERNIER THROTTLE.    , overflew runway into marsh.,marsh,Marsh,Marsh
447,1866,3,BOUNCED LANDING. TRIED GO AROUND WITH IDLE POWER. OVERFLEW RUNWAY INTO MARSH. UNFAMILIAR WITH VERNIER THROTTLE.    , unfamiliar with vernier throttle.,vernier,Pierre Vernier,Vernier throttle
448,1868,3,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. , 30 day ground by co.,co,Co-Co,Carbon monoxide
449,1871,0,LOCAL SURVEY FLIGHT. LOST TAIL ROTOR CONTROL. SPUN TO IMPACT. TAIL ROTOR SEPERATED WHEN FOULED BY LOOSE SURVEY TAPE,local survey flight.,local,Local coordinates,Locality (astronomy)
450,1879,0,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,ground looped during downwind takeoff at eaa convention.,eaa convention,International Congress and Convention Association,EAA AirVenture Oshkosh
451,1880,2,LOST RADIO CONTACT 10 MILES OUT. SQAWKED 7500 IN ERROR. LANDED IKK. MET BY POLICE. GENERATOR FAILED.               , landed ikk.,ikk,IKK,Ik language
452,1882,1,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL, damaged floats and longeron.,longeron,Longeron,Longeron
453,1883,2,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ", settled open field.,open,Open Country,Open-field system
454,1886,1,ELECTRICAL SYSTEM EMERGENCY. LANDED AT BETH PAGE INSTEAD FRG. APPARENTLY FAILED TO TURN ON ALTERNATORS.            , landed at beth page instead frg.,beth,"Bethesda, Gwynedd",Beth Toussaint
455,1887,0,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU","narrative: the pilot of cessna 207, n1549u stated that after takeoff from the bethel airport, the engine stopped ru",cessna 207,Cessna 206,Cessna 206
456,1887,0,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU","narrative: the pilot of cessna 207, n1549u stated that after takeoff from the bethel airport, the engine stopped ru",bethel,Bethel Airport,Bethel
457,1888,2,ENGINE QUIT ON DOWNWIND. UNABLE MAKE AIRPORT. LANDED TUNDRA. NOSED UP. FOUND ENGINE PRIMER UNLOCKED. RICH MIXTURE. , landed tundra.,landed tundra,Landed,Glacial landform
458,1891,3,STRUCK POWER LINES ON APPROACH. CAME TO REST WING CAUGHT BY POWER LINE. PILOT REPORTED MISUSED SPOILERS. (-23) DURI, (-23) duri.,duri,Düri,Duri language
459,1899,5,ROUGH ENGINE EN ROUTE. LANDED ALB. NR4 CYL BORE TOO LARGE. USING OIL. PLUGS FOULED. SCAT HOSE COLLAPSED.           , scat hose collapsed.,scat,Scat Records,Scat Records
460,1900,0,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,aileron problem on climbout.,aileron,Aileron,Aileron
461,1900,2,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         , aileron problem known prior to flight.,aileron,Aileron,Aileron
462,1904,1,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   , nr1 engine flamed out.,nr1,N1 (rocket),American submarine NR-1
463,1907,0,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     ,left hydraulics lost.,hydraulics,Hydraulics,Hydraulics
464,1907,1,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     , skydrol fumes in cabin.,skydrol,Skydrol,Skydrol
465,1907,3,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     ,aps was used apu hydraulic line burst.,aps,Ammonium persulfate,Ammonium persulfate
466,1908,0,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,narrative: aircraft n363be departed philadelphia (phl) at approximately 1:40 pm and during climb the #2 engine outb,philadelphia,Philadelphia,Philadelphia
467,1909,0,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV","narrative: on final approach to runway 34 at pam, the pilot noticed that aileron control was minimal.",pam,Pam's Place Airport,"Pampa, Texas"
468,1909,0,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV","narrative: on final approach to runway 34 at pam, the pilot noticed that aileron control was minimal.",aileron,Aileron,Aileron
469,1911,2,WHILE HOLDING HAD A RIGHT PROP BRAKE FIRE. BRAKE WAS PLACARDED PER MEL. USED PROP BRAKE IN VIOLATION OF MEL.       , used prop brake in violation of mel.,mel.,Mel Hansen,Vehicle identification number
470,1912,0,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,on climbout advised returning due open door.,open,Open secret,Open secret
471,1917,0,LANDED ON SNOW COVERED FROZEN LAKE. TAXIED BACK AND FORTH TO COMPACT SNOW.  ON TAKEOFF ELEVATOR FROZEN. NOSED IN.  ,landed on snow covered frozen lake.,frozen lake,Glacial lake,Frozen Lake (Montana)
472,1918,0,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ",narrative: delta flight 981 was being marshalled into parking at avl with wing walkers.,delta,Delta Air Lines,Delta Air Lines
473,1926,0,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL","narrative: n2114j departed runway 32 at kbvy on saturday, january 20, 1996 at 11:19 am.",kbvy,KIVY-LD,KBVU (TV)
474,1931,1,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ", atc lost contact.,atc,Air traffic control,Air traffic control
475,1932,2,ROLLED OVER ATTEMPTING TAKEOFF FROM SHIP HELIPAD. FELL INTO OCEAN INVERTED. SANK. REAR TIEDOWN STRAP NOT REMOVED.  , sank.,sank,List of country names in various languages (D–I),Osavurio: Ai wa Matte Kurenai
476,1937,1,NARRATIVE: DOING TOUCH AND GOS AT TIME OF INCIDENT. TORRANCE BAILEY IN RIGHT SEAT ON CONTROLS. MIKE TARASKA STATED , torrance bailey in right seat on controls.,torrance bailey,Preston Bailey,Robin Wayne Bailey
477,1937,2,NARRATIVE: DOING TOUCH AND GOS AT TIME OF INCIDENT. TORRANCE BAILEY IN RIGHT SEAT ON CONTROLS. MIKE TARASKA STATED , mike taraska stated .,mike taraska,Mike Pesca,Taraska
478,1940,4,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  , dived into ocean.,ocean,Ocean,Ocean
479,1942,4,LOST LEFT ENGINE ON CLIMBOUT. SNAP ROLLED.  IMPACTED ON WING AND CARTWHEELED. SELECTED AUX TANK. DIDN'T SWITCH BACK, didn't switch back.,didn't,Paragliding at the 2018 Asian Games – Women's individual accuracy,2014 Dubai 24 Hour
480,1945,1,NARRATIVE: AT ROTATION DURING TAKEOFF A VIBRATION WAS FELT AS WELL AS RAPID PRESSURIZATION FLUCTUATIONS. THE LANDIN, the landin.,landin,Landin,Landin
481,1946,0,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,usda aircraft.,usda,United States Department of Agriculture,United States Department of Agriculture
482,1947,0,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T","narrative: on 05-12-96, while enroute at 33,000 feet from chicago, il (mdw) to st.",chicago,Chicago,Chicago
483,1947,0,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T","narrative: on 05-12-96, while enroute at 33,000 feet from chicago, il (mdw) to st.",il,Illinois,Illinois
484,1947,0,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T","narrative: on 05-12-96, while enroute at 33,000 feet from chicago, il (mdw) to st.",st,St. Louis,St. Louis
485,1947,1,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T"," petersburg, fl (pie), american t.",petersburg,"St. Petersburg, Florida",Saint Petersburg
486,1947,1,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T"," petersburg, fl (pie), american t.",fl,Florida,Florida
487,1947,1,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T"," petersburg, fl (pie), american t.",american,United States,United States
488,1948,0,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA","narrative: history of flight; on 02-01-96 at approximately 1625 local, mooney n231cs, flown by frank e.",mooney,"Mooney Mooney, New South Wales",Walter E. Mooney
489,1948,0,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA","narrative: history of flight; on 02-01-96 at approximately 1625 local, mooney n231cs, flown by frank e.",frank e,Wright Model E,Wright Model E
490,1948,1,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA"," johnson, ra.",johnson,"Johnson, Washington",Johnson & Johnson
491,1948,1,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA"," johnson, ra.",ra,Ra,Ra
492,1953,0,"NARRATIVE: PILOT DEPARTED OLIVE BRANCH, MS AND DURING CLIMB OUT THE LEFT DOOR POPPED OPEN. A PRECAUTIONARY LANDING ","narrative: pilot departed olive branch, ms and during climb out the left door popped open.",olive branch,"Olive Branch, Mississippi","Olive Branch, Mississippi"
493,1953,0,"NARRATIVE: PILOT DEPARTED OLIVE BRANCH, MS AND DURING CLIMB OUT THE LEFT DOOR POPPED OPEN. A PRECAUTIONARY LANDING ","narrative: pilot departed olive branch, ms and during climb out the left door popped open.",open,Open secret,Open secret
494,1954,1,"NARRATIVE: AT APPROXIMATELY 5:40 PM, FRIDAY, JUNE 7, 1996, MR. STUART W. ASHMUN, THE PILOT IN COMMAND HAD A NOSE GE", stuart w.,stuart w,Stuart Williams,Stuart Gilbert
495,1954,2,"NARRATIVE: AT APPROXIMATELY 5:40 PM, FRIDAY, JUNE 7, 1996, MR. STUART W. ASHMUN, THE PILOT IN COMMAND HAD A NOSE GE"," ashmun, the pilot in command had a nose ge.",ashmun,Ashkelon,Ashkelon
496,1955,3,FAILED REMOVE TAPED STATIC PORTS. USED FULL POWER FROM TAKEOFF TO VERY HARD NOSE FIRST IMPACT. DAMAGED GEAR. WINGS., wings.,wings,Wing,Wing
497,1958,0,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,","narrative: an amphibious amateur built searay aircraft, n2171n sustained minor damage after landing on lake geneva,",lake geneva,Lake Geneva,Lake Geneva
498,1962,5,FULL FLAPS ON TAKEOFF. BOUNCED AND PORPOISED. FAILED LIFT. OVERRAN RUNWAY HIT BERM. FLAPS 10 NOT 20. NO AG LICENSE., no ag license.,no ag,No Objection Certificate,National Oceanic and Atmospheric Administration
499,1965,0,NARRATIVE: PILOT WAS SPRAYING A MILLET FIELD. EXPERIENCED POWER LOSS ON LAST PASS. MADE A FORCED LANDING IN A CORN ,narrative: pilot was spraying a millet field.,millet,Millet,Millet
500,1966,2,LOST POWER ON INITIAL CLIMB RIGHT ENGINE. FAILED POWER OFF LEFT ENGINE. BELOW VMC. CRASHED. TURBO WASTE GATE JAMMED, below vmc.,vmc,VMC,VMCA
501,1970,2,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  , got belwo umc.,belwo umc,Umbelebele Jomo Cosmos F.C.,UMC (computer)
502,1970,4,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  , will fly door open.,door open,Paragliding at the 2018 Asian Games – Women's individual accuracy,The Doors Open
503,1973,0,NARRATIVE: NOSEGEAR MECHANISM FAILED AND ALLOWED NOSEGEAR TO COLLAPSE ON TOUCHDOWN. INVESTIGATION INDICATES AIRCRAF,narrative: nosegear mechanism failed and allowed nosegear to collapse on touchdown.,nosegear,Association football headgear,Nosebleed section
504,1973,1,NARRATIVE: NOSEGEAR MECHANISM FAILED AND ALLOWED NOSEGEAR TO COLLAPSE ON TOUCHDOWN. INVESTIGATION INDICATES AIRCRAF, investigation indicates aircraf.,aircraf,Aircrash Confidential,Aircrash Confidential
505,1975,0,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI","narrative: mooney n253tm, a mooney 020m, departed bozeman, montana, gallatin field, and returned for landing immedi",mooney,Walter E. Mooney,Walter E. Mooney
506,1975,0,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI","narrative: mooney n253tm, a mooney 020m, departed bozeman, montana, gallatin field, and returned for landing immedi",mooney,Walter E. Mooney,Mooney International Corporation
507,1975,0,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI","narrative: mooney n253tm, a mooney 020m, departed bozeman, montana, gallatin field, and returned for landing immedi",bozeman,"Bozeman, Montana","Bozeman, Montana"
508,1975,0,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI","narrative: mooney n253tm, a mooney 020m, departed bozeman, montana, gallatin field, and returned for landing immedi",montana,Montana,Montana
509,1975,0,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI","narrative: mooney n253tm, a mooney 020m, departed bozeman, montana, gallatin field, and returned for landing immedi",gallatin,"Gallatin County, Montana","Gallatin County, Montana"
510,1979,3,ON APPROACH ROLLED INTO DIVE AND IMPACTED. PILOT OBSERVED STRUGGLING. CUT WING SPAR FOR BOGUS ENGINE. WINGS FAILED., wings failed.,wings,Wings Racing,Wings (1927 film)
511,1980,0,"NARRATIVE: HISTORY OF FLIGHT; ON 09/29/96, AT 1834 CDT, A CESSNA 421C, N76737, REGISTERED TO JUNIOR FOOD STORES, ME","narrative: history of flight; on 09/29/96, at 1834 cdt, a cessna 421c, n76737, registered to junior food stores, me",me,ME postcode area,Germany
512,1982,0,"COLLIDED WITH GROUND DURING AG OPS. FUEL PUMP INOP. FUEL STARVATION. TAIL ROTOR HIT, THEN NOSE HIT A STUMP. (-23) A",collided with ground during ag ops.,ag ops,AIR OPS,AIR OPS
513,1983,1,NARRATIVE: PRIOR TO TAKE-OFF THE PILOT INDICATED HE COMPLETED A CONTROL CHECK AND EVERYTHING WAS SATISFACTORY. HOWE, howe.,howe,"Howe, North Yorkshire","Howe, North Yorkshire"
514,1985,2,NARRATIVE: AT APPROX. 1700 CST MR. FRYE TAXIED HIS CHALLENGER II FOR AN INTERSECTION TAKEOFF ON A PRIVATE GRASS STR, frye taxied his challenger ii for an intersection takeoff on a private grass str.,frye,Jack Frye,Jack Frye
515,1987,0,"VFR PILOT FLYING INTO IFR CONDITIONS, UNABLE TO LAND DUE TO WEATHER, VECTORED TO TEA AIRPORT, CRASHED. (.4)THE NONI","vfr pilot flying into ifr conditions, unable to land due to weather, vectored to tea airport, crashed.",vfr,Visual flight rules,Visual flight rules
516,1987,2,"VFR PILOT FLYING INTO IFR CONDITIONS, UNABLE TO LAND DUE TO WEATHER, VECTORED TO TEA AIRPORT, CRASHED. (.4)THE NONI",4)the noni.,noni,Nōnin,Noni language
517,1992,1,MAINTENANCE CHECK FLIGHT. ALTIMETER FROZE AT FL120. THEN OPERATED ON DESENT. STATIC LINES OFF. FAILED PRIOR CHECK. , altimeter froze at fl120.,altimeter,Altimeter,Altimeter
518,1993,0,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ","narrative: during a cross country flight from sioux falls, sd to omaha, ne the top entrance door half came open at ",sioux falls,"Sioux Falls, South Dakota","Sioux Falls, South Dakota"
519,1993,0,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ","narrative: during a cross country flight from sioux falls, sd to omaha, ne the top entrance door half came open at ",omaha,"Omaha, Nebraska","Omaha, Nebraska"
520,1999,0,"NARRATIVE: AIRCRAFT N1JX, A NORTH AMERICAN SABRELINER, MADE A NORMAL APPROACH AND LANDING AT THE MONROE AIRPORT, NO","narrative: aircraft n1jx, a north american sabreliner, made a normal approach and landing at the monroe airport, no",north american sabreliner,North American Sabreliner,North American Sabreliner
521,1999,0,"NARRATIVE: AIRCRAFT N1JX, A NORTH AMERICAN SABRELINER, MADE A NORMAL APPROACH AND LANDING AT THE MONROE AIRPORT, NO","narrative: aircraft n1jx, a north american sabreliner, made a normal approach and landing at the monroe airport, no",monroe,"Monroe, North Carolina","Monroe, Louisiana"
522,2002,0,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","narrative: on january 16, 1997, a beech 99, owned and operated by alpine air of provo, utah, had departed billings,",beech 99,Beechcraft Model 99,Beechcraft Model 99
