,index,input,sentence,head,relation,tail
1145,696,took off with long line and load attached. nose jerked down at end of the line. crashed inverted.                  ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War I,followed by,World War II
1146,696,took off with long line and load attached. nose jerked down at end of the line. crashed inverted.                  ,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War II,follows,World War I
1147,697,"engine quit at 600 feet after takeoff. turned back to runway, struck trees. fuel selector in intermediate position.",<triplet> intermediate position <subj> fuel selector <obj> subclass of,intermediate position,subclass of,fuel selector
1148,698,made a forced landing due to fuel exhaustion. found both fuel caps missing.                                        ,<triplet> forced landing <subj> fuel cap <obj> subclass of,forced landing,subclass of,fuel cap
1149,699,assembled ruddervator incorrectly. pitch up on tow. cut loose and stalled 45 degree nose and wing down ground impac,<triplet> ruddervator <subj> wing <obj> connects with <triplet> wing <subj> ruddervator <obj> connects with,ruddervator,connects with,wing
1150,699,assembled ruddervator incorrectly. pitch up on tow. cut loose and stalled 45 degree nose and wing down ground impac,<triplet> ruddervator <subj> wing <obj> connects with <triplet> wing <subj> ruddervator <obj> connects with,wing,connects with,ruddervator
1151,700,ran out fuel en route. landed on a highway. left fuel cap improperly secured. fuel siphoned out.                   ,<triplet> fuel siphoned out <subj> fuel <obj> product or material produced,fuel siphoned out,product or material produced,fuel
1152,701,aircraft stalled and crashed when pilot raised flaps during go around during training flight.                      ,<triplet> pilot <subj> go around <obj> field of this occupation <triplet> go around <subj> pilot <obj> practiced by,pilot,field of this occupation,go around
1153,701,aircraft stalled and crashed when pilot raised flaps during go around during training flight.                      ,<triplet> pilot <subj> go around <obj> field of this occupation <triplet> go around <subj> pilot <obj> practiced by,go around,practiced by,pilot
1154,702,tow rope released glider at 75 feet during takeoff. glider crashed when pilot tried 180 degree turn back to runway.,<triplet> pilot <subj> glider <obj> item operated,pilot,item operated,glider
1155,703,fuel cap not replaced properly before departure. fuel siphoned out causing a fuel exhaustion forced landing..      ,<triplet> fuel exhaustion <subj> forced landing <obj> has effect <triplet> forced landing <subj> fuel exhaustion <obj> has cause,fuel exhaustion,has effect,forced landing
1156,703,fuel cap not replaced properly before departure. fuel siphoned out causing a fuel exhaustion forced landing..      ,<triplet> fuel exhaustion <subj> forced landing <obj> has effect <triplet> forced landing <subj> fuel exhaustion <obj> has cause,forced landing,has cause,fuel exhaustion
1157,704,lost control of aircraft on the takeoff roll while trying to close a window left open prior to takeoff.            ,<triplet> takeoff roll <subj> takeoff <obj> has effect <triplet> takeoff <subj> takeoff roll <obj> has cause,takeoff roll,has effect,takeoff
1158,704,lost control of aircraft on the takeoff roll while trying to close a window left open prior to takeoff.            ,<triplet> takeoff roll <subj> takeoff <obj> has effect <triplet> takeoff <subj> takeoff roll <obj> has cause,takeoff,has cause,takeoff roll
1159,705,support straps carried in open sling load bucket blew into tail rotor during descent for landing. lost tail control,<triplet> landing <subj> descent <obj> subclass of,landing,subclass of,descent
1160,706,fuel cap left off. returned after takeoff. forgot to lower landing gear. pilot not cooperative in the investigation,<triplet> landing gear <subj> takeoff <obj> use,landing gear,use,takeoff
1161,707,refueled aircraft with wrong fuel. captain was watching. rough engine on climb out. returned.                      ,<triplet> fuel <subj> engine <obj> different from <triplet> engine <subj> fuel <obj> different from,fuel,different from,engine
1162,707,refueled aircraft with wrong fuel. captain was watching. rough engine on climb out. returned.                      ,<triplet> fuel <subj> engine <obj> different from <triplet> engine <subj> fuel <obj> different from,engine,different from,fuel
1163,708,sluggish performance on tow. cut loose but unable to make airport. had failed to retract spoilers for takeoff.     ,<triplet> 2003 <subj> 2003 <obj> point in time,2003,point in time,2003
1164,709,lost power on downwind for landing. hit trees. indicates fuel contamination the problem.improper fueling or sumping,<triplet> sumping <subj> fueling <obj> part of,sumping,part of,fueling
1165,710,oil pressure dropped. oil covered the windshield.made emergency landing. had oil changed. failed to secure oil cap.,<triplet> oil <subj> oil cap <obj> different from <triplet> oil cap <subj> oil <obj> different from,oil,different from,oil cap
1166,710,oil pressure dropped. oil covered the windshield.made emergency landing. had oil changed. failed to secure oil cap.,<triplet> oil <subj> oil cap <obj> different from <triplet> oil cap <subj> oil <obj> different from,oil cap,different from,oil
1167,711,pilot states passenger opened baggage door and did not close it properly. door came open on takeoff.               ,<triplet> pilot <subj> passenger <obj> different from <triplet> passenger <subj> pilot <obj> different from,pilot,different from,passenger
1168,711,pilot states passenger opened baggage door and did not close it properly. door came open on takeoff.               ,<triplet> pilot <subj> passenger <obj> different from <triplet> passenger <subj> pilot <obj> different from,passenger,different from,pilot
1169,712,pilots seat slid back on takeoff. control was lost. veered off runway into a pond. seat not fastened prior takeoff.,<triplet> runway <subj> takeoff <obj> use,runway,use,takeoff
1170,713,smoke in cockpit. made hard landing due to anxiety to return. damaged prop and wing tip. birds nest on cylinders.  ,<triplet> cockpit <subj> bird <obj> part of <triplet> bird <subj> cockpit <obj> has part,cockpit,part of,bird
1171,713,smoke in cockpit. made hard landing due to anxiety to return. damaged prop and wing tip. birds nest on cylinders.  ,<triplet> cockpit <subj> bird <obj> part of <triplet> bird <subj> cockpit <obj> has part,bird,has part,cockpit
1172,714,used seat belt to hold control stick back. forgot to release. stalled on takeoff. fell back to runway.             ,<triplet> seat belt <subj> control stick <obj> connects with <triplet> control stick <subj> seat belt <obj> connects with,seat belt,connects with,control stick
1173,714,used seat belt to hold control stick back. forgot to release. stalled on takeoff. fell back to runway.             ,<triplet> seat belt <subj> control stick <obj> connects with <triplet> control stick <subj> seat belt <obj> connects with,control stick,connects with,seat belt
1174,715,aircraft crashed on final approach as pilot was returning after cowling came loose after takeoff.                  ,<triplet> final approach <subj> takeoff <obj> follows <triplet> takeoff <subj> final approach <obj> followed by,final approach,follows,takeoff
1175,715,aircraft crashed on final approach as pilot was returning after cowling came loose after takeoff.                  ,<triplet> final approach <subj> takeoff <obj> follows <triplet> takeoff <subj> final approach <obj> followed by,takeoff,followed by,final approach
1176,716,circuit breaker tripped on gear retraction. made precautionary landing. towbar had been left in nose wheel.        ,<triplet> 2000 <subj> 2000 <obj> point in time,2000,point in time,2000
1177,717,ground crew put sling on hook instead of in helicopter as pilot indicated. fouled tail rotor. caused a crash.      ,<triplet> tail rotor <subj> helicopter <obj> part of,tail rotor,part of,helicopter
1178,718,loaded pallet shifted rearward on takeoff roll. aircraft nosed up. flight was aborted off runway. locks not secured,<triplet> aborted off runway <subj> takeoff roll <obj> subclass of,aborted off runway,subclass of,takeoff roll
1179,719,long line caught on trees as helicopter climbed after takeoff. had neglected release line for the passenger flight.,<triplet> helicopter climbed <subj> takeoff <obj> followed by <triplet> takeoff <subj> helicopter climbed <obj> follows,helicopter climbed,followed by,takeoff
1180,719,long line caught on trees as helicopter climbed after takeoff. had neglected release line for the passenger flight.,<triplet> helicopter climbed <subj> takeoff <obj> followed by <triplet> takeoff <subj> helicopter climbed <obj> follows,takeoff,follows,helicopter climbed
1181,720,engine quit at 300 ft on takeoff. struck a tractor landingon nearby ag strip. water in bladder fuel tank wrinkles. ,<triplet> landingon <subj> tractor <obj> subclass of,landingon,subclass of,tractor
1182,721,left wing baggage door dame open on takeoff roll. aborted but unable to stop on wet slush. ran off end of runway.  ,<triplet> runway <subj> takeoff <obj> use,runway,use,takeoff
