c5,c119,c119_output,c119_score
19810723053069I,NOSE BAGGAGE DOOR OPENED ON TAKEOFF AS LUGGAGE SHIFTED AGAINST DOOR. LUGGAGE FELL OUT. ABORTED. ADDED EXTRA LATCH. ,NOSE BAGGAGE DOOR OPENED ON TAKEOFF AS LUGGAGE SHIFTED AGAINST DOOR. LUGGAGE FELL OUT. ABORTED. ADDED EXTRA LATCH. ,-0.07033924758434296
19810615044999I,ABORTED TAKEOFF DUE TO WARNING HORN. RECYCLED FLAPS HORN STOPPED.                                                  ,ABORTED TAKEOFF DUE TO WARNING HORN. RECYCLED FLAPS HORN STOPPED.                                                  ,-0.40574273467063904
19810623052439I,ZA UNLATCHED ACCESS DOOR TORE OFF IN FLIGHT. MECHANIC FAILED TO FASTEN. PILOT FAILED TO CHECK.                     ,ZA UNLATCHED ACCESS DOOR TORE OFF IN FLIGHT. MECHANIC FAILED TO FASTEN. PILOT FAILED TO CHECK.                     ,-0.19803495705127716
19810719042119A,UNABLE TO STOP RIGHT DRIFT ON TAKEOFF CLIMB WITH CAMERA MOUNTED ON WING STRUT. TRIP LINE ON WING REDUCED LIFT.     ,UNABLE TO STOP RIGHT DRIFT ON TAKEOFF CLIMB WITH CAMERA MOUNTED ON WING STRUT. TRIP LINE ON WING REDUCED LIFT.     ,-0.1538253128528595
19810727060849A,TRIED TO TAKE OFF WITH TIEDOWN ROPE ATTACHED TO SKID. LOST CONTROL. HELICOPTER ROLLED OFF TOP OF BUILDING.         ,TRIED TO TAKE OFF WITH TIEDOWN ROPE ATTACHED TO SKID. LOST CONTROL. HELICOPTER ROLLED OFF TOP OF BUILDING.         ,-0.14735330641269684
19810630037449A,TRIED TO TAKE OFF WITH UNDER INFLATED TIRE. TIRE WENT FLAT. LOST CONTROL. RAN OFF RUNWAY AND OVERTURNED.           ,TRIED TO TAKE OFF WITH UNDER INFLATED TIRE. TIRE WENT FLAT. LOST CONTROL. RAN OFF RUNWAY AND OVERTURNED.           ,-0.16578152775764465
19810625036259A,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ","TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ",-0.3052841126918793
19810710045939A,"UNABLE TO ROTATE. ABORTED TOO LATE. HIT AUTO OFF END OF RUNWAY. FACTORS; PARK BRAKE ON, TRIM NOSE DOWN, AIR DENSITY","UNABLE TO ROTATE. ABORTED TOO LATE. HIT AUTO OFF END OF RUNWAY. FACTORS; PARK BRAKE ON, TRIM NOSE DOWN, AIR DENSITY",-0.3338342607021332
19810528031229A,PILOT FORGOT TO USE EMERGENCY GEAR LOWERING SYSTEM TO LOWER LANDING GEAR. LANDED GEAR UP.                          ,PILOT FORGOT TO USE EMERGENCY GEAR LOWERING SYSTEM TO LOWER LANDING GEAR. LANDED GEAR UP.                          ,-0.2458527535200119
19810706038519A,LANDING GEAR OLEO STRUT CAME APART DURING TAKEOFF. AIRCRAFT GEAR COLLAPSED AND AIRPLANE NOSED OVER DURING LANDING. ,LANDING GEAR OLEO STRUT CAME APART DURING TAKEOFF. AIRCRAFT GEAR COLLAPSED AND AIRPLANE NOSED OVER DURING LANDING. ,-0.09247617423534393
19810917083489I,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ","LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ",-0.4608907997608185
19810814063719I,ZA ZG ZH ZK HEAVY RAIN WITH OIL ON WINDSHIELD. LANDED OK. NO OIL LEAKS. ALSO NON COMPLIANCE WITH 91.27 AND 91.31.  ,ZA ZG ZH ZK HEAVY RAIN WITH { OIL } [ Oil ] ON WINDSHIELD. LANDED OK. NO { OIL } [ Oil ] LEAKS. ALSO NON COMPLIANCE WITH 91.27 AND 91.31.  ,-0.45007625222206116
19810816052469I,"GEAR SWITCH LEFT IN UP POSITION BY MAINTENANCE, UNOTICED BY PILOT. GEAR COLLAPSED ON TAKEOFF ROLL.                 ","GEAR SWITCH LEFT IN UP POSITION BY MAINTENANCE, UNOTICED BY PILOT. GEAR COLLAPSED ON TAKEOFF ROLL.                 ",-0.2739666998386383
19810914071419I,"JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS.  ","JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS. {   } [   ]",-0.5429868102073669
19811026083619I,RIGHT MAIN GEAR COLLAPSED ON TAKEOFF ROLL. PILOT AWARE OF GEAR PROBLEM. NO CORRECTIVE ACTION OR SIGN OFF.          ,RIGHT MAIN GEAR COLLAPSED ON TAKEOFF ROLL. PILOT AWARE OF GEAR PROBLEM. NO CORRECTIVE ACTION OR SIGN OFF.          ,-0.09381882101297379
19811030085939I,LOUD NOISES ON GEAR RETRACTION ON TAKEOFF. UNSCHEDULED SAFE LANDING MADE. FOUND TOWBAR PIN IN NOSEWHEEL AXLE.      ,LOUD NOISES ON GEAR RETRACTION ON TAKEOFF. UNSCHEDULED SAFE LANDING MADE. FOUND TOWBAR PIN IN NOSEWHEEL AXLE.      ,-0.09040553867816925
19810901054009A,"TOOK OFF WITH SPOILERS UNLOCKED. EFFORT TO CLOSE,LOST TOWPLANE, RELEASED. TURNED BACK HIT RUNWAY. HIGH SINK RATE.  ","TOOK OFF WITH SPOILERS UNLOCKED. EFFORT TO CLOSE,LOST TOWPLANE, RELEASED. TURNED BACK HIT RUNWAY. HIGH SINK RATE.  ",-0.40875861048698425
19810831064689I,DURING TAXI PILOT MISUNDERSTOOD INSTRUCTIONS. TAXXIED ON ROAD STRUCK SIGN. THIS IS FIFTH OCCURRENCE ON THIS AIRPORT,DURING TAXI PILOT MISUNDERSTOOD INSTRUCTIONS. TAXXIED ON ROAD STRUCK SIGN. THIS IS FIFTH OCCURRENCE ON THIS AIRPORT,-0.10729284584522247
19810913072109I,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ","ZA ZG SUSPECTED { FUEL } [ Félicia Universidad de España ] LEAK, RETURNED, NO { FUEL } [ Félicia Universidad de España ] LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ",-0.6989981532096863
19811028076149I,"GOT OUT OF AIRCRAFT TO TURN PROP THRU. ENGINE STARTED, AIRPLANE COLLIDED WITH PARKED AIRCRAFT. MAGS CHECKED NORMAL.","GOT OUT OF AIRCRAFT TO TURN PROP THRU. ENGINE STARTED, AIRPLANE COLLIDED WITH PARKED AIRCRAFT. MAGS CHECKED NORMAL.",-0.32516729831695557
19811017077579I,ENGINE COWLING INSPECTION DOOR CAME OFF ON TAKEOFF BECAUSE IT WAS NOT PROPERLY FASTENED. PILOT RETURNED TO PAD.    ,ENGINE COWLING INSPECTION DOOR CAME OFF ON TAKEOFF BECAUSE IT WAS NOT PROPERLY FASTENED. PILOT RETURNED TO PAD.    ,-0.23027777671813965
19810906078699I,AIRCRAFT FORCED TO LAND DUE TO FUEL EXHAUSTION. FLIGHT AND GROUND CREWS FAILED TO DETERMINE FUEL ON BOARD.         ,AIRCRAFT FORCED TO LAND DUE TO { FUEL } [ Puerto Rico ] EXHAUSTION. FLIGHT AND GROUND CREWS FAILED TO DETERMINE { FUEL } [ Puerto Rico ] ON BOARD.         ,-0.1750277578830719
19810912066689I,DURING TAXI RIGHT WHEEL WENT OFF CONCRETE INTO HIDDEN DITCH. DAMAGED PROPELLER.                                    ,DURING TAXI RIGHT WHEEL WENT OFF CONCRETE INTO HIDDEN DITCH. DAMAGED PROPELLER.                                    ,-0.3020981252193451
19810925065659A,PILOT ATTEMPTED ILS APPROACH WHEN AIRCRAFT DID NOT HAVE GLIDE SLOPE RECEIVER CAPABILITIES.                         ,PILOT ATTEMPTED ILS APPROACH WHEN AIRCRAFT DID NOT HAVE GLIDE SLOPE RECEIVER CAPABILITIES.                         ,-0.43728017807006836
19810915059859I,"ZA ENGINE QUIT, LANDED OK. FOUND WATER IN FUEL TANK.                                                               ","['ZA ENGINE QUIT, LANDED OK. FOUND WATER IN FUEL TANK.              {                                                   } [ ZA ENGINE QUIT, LANDED OK. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FUEL TANK.                                            ine QUIT, LANDED OK. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER. FOUND WATER.                                                      ', 'ine QUIT, LANDED OK.']",-0.40415507555007935
19810818050309A,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ","DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ",-0.5270745158195496
19811021083749I,LOUD POP AND VIBRATION IN FLIGHT. STRUCK WING ON A TREE LANDING ON A ROAD. FUEL TANK COVER OPEN. NOT SECURED.      ,LOUD POP AND VIBRATION IN FLIGHT. STRUCK WING ON A TREE LANDING ON A ROAD. FUEL TANK COVER OPEN. NOT SECURED.      ,-0.09212135523557663
19810923070769A,ENGINE QUIT ON TAKEOFF. CRASH-LANDED IN CLEARING OFF END OF RUNWAY. FOUND FUEL TANK VENTS CLOGGED BY MUD-DAUBERS.  ,ENGINE QUIT ON TAKEOFF. CRASH-LANDED IN CLEARING OFF END OF RUNWAY. FOUND FUEL TANK VENTS CLOGGED BY { MUD-DAUBERS } [ MUD-DAUBERS (web browser) ] {. } [ MUD-DAUBERS (web browser) ]  {  } [ MUD-DAUBERS (web browser) ],-0.6293877363204956
19810831053449A,AIRCRAFT NOSE WHEEL BROKE OFF AFTER PILOT ABORTED TAKEOFF. ELEVATOR TRIM POSITION WAS FACTOR.                      ,AIRCRAFT NOSE WHEEL BROKE OFF AFTER PILOT ABORTED TAKEOFF. ELEVATOR TRIM POSITION WAS FACTOR.                      ,-0.21433688700199127
19810906055409A,BAGGAGE DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END OF RUNWAY. HAD FAILED TO SECURE DOOR PROPERLY.   ,BAGGAGE DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END OF RUNWAY. HAD FAILED TO SECURE DOOR PROPERLY.   ,-0.14925023913383484
19810912058779A,AIRCRAFT WHEEL HIT HOLE IN RUNWAY SHEARING OFF GEAR AND CAUSING AIRCRAFT TO VEER OFF RUNWAY.                       ,AIRCRAFT WHEEL HIT HOLE IN RUNWAY SHEARING OFF GEAR AND CAUSING AIRCRAFT TO VEER OFF RUNWAY.                       ,-0.2298891246318817
19810910058419A,"AFTER ENGINE STARTED RUNNING ROUGH ON APPROACH, PILOT LANDED SHORT OF RUNWAY. ENGINE WAS NOT FEATHERED.            ","AFTER ENGINE STARTED RUNNING ROUGH ON APPROACH, PILOT LANDED SHORT OF RUNWAY. ENGINE WAS NOT FEATHERED.            ",-0.2701452970504761
19810907057119A,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,-0.11262109130620956
19810911069739I,#2 ENGINE FLAMED OUT. FOUND RT WING FUEL TANK DRY ALSO RIGHT INBOARD FUEL PROBE READING 375 POUNDS WHEN TANK EMPTY.,#2 ENGINE FLAMED OUT. FOUND RT WING { FUEL } [ Puerto Rico ] TANK DRY ALSO RIGHT INBOARD { FUEL } [ Puerto Rico ] PROBE READING 375 POUNDS WHEN TANK EMPTY.,-0.2432992309331894
19810912069639A,FIRST FLIGHT OF AIRCRAFT RESULTED IN CRASH. AIRCRAFT HAD EXPERIENCED TAIL FLUTTER DURING PREVIOUS TESTS.           ,FIRST FLIGHT OF AIRCRAFT RESULTED IN CRASH. AIRCRAFT HAD EXPERIENCED TAIL FLUTTER DURING PREVIOUS TESTS.           ,-0.1705867052078247
19810815059089A,PILOT TRIED TO RELEASE SLING LOAD WITH ELECTRICAL SWITCH WHICH FAILED. PILOT FAILED TO USE MECHANICAL RELEASE.     ,PILOT TRIED TO { RELEASE } [ Punishment ] SLING LOAD WITH { ELECTRICAL } [ Electricity ] SWITCH WHICH FAILED. PILOT FAILED TO USE { MECHANICAL } [ Mechanics ] { RELEASE } [ Punishment ].     ,-0.45112746953964233
19810913058939A,PILOT ATTEMPTED TAKEOFF WITH FLAPS. AIRCRAFT REACHED 200 TO 300 FEET THEN CRASHED OFF AIRPORT.                     ,PILOT ATTEMPTED TAKEOFF WITH FLAPS. AIRCRAFT REACHED 200 TO 300 FEET THEN CRASHED OFF AIRPORT.                     ,-0.21024225652217865
19811217000399A,"PILOT ATTEMPTED TAKEOFF WITH HEAVY FROST ON AIRCRAFT. AIRCRAFT CLIMBED BRIEFLY, THEN CRASHED.                      ","PILOT ATTEMPTED TAKEOFF WITH HEAVY FROST ON AIRCRAFT. AIRCRAFT CLIMBED BRIEFLY, THEN CRASHED.                      ",-0.35719922184944153
19820208001709I,AIRCRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.                                         ,AIRCRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE. {                                          } [ AIRCRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.                     CRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.                      CRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.                   CRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.                    CRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE. CRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE. CRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE. CRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.,-0.2591193914413452
19820216011739I,UNABLE TO RETRACT NOSE GEAR. RETURNED AND MADE AN OVERWEIGHT LANDING. NOSE GEAR SAFETY PIN NOT REMOVED.            ,UNABLE TO RETRACT NOSE GEAR. RETURNED AND MADE AN OVERWEIGHT LANDING. NOSE GEAR SAFETY PIN NOT REMOVED.            ,-0.11364562809467316
19811203078469A,"LOW BATTERY. HAND TURNED PROP TO POSITION STARTER. ENGINE STARTED. UNCHOCKED AIRPLANE, RAN INTO TOWER BUILDING.    ","LOW BATTERY. HAND TURNED PROP TO POSITION STARTER. ENGINE STARTED. UNCHOCKED AIRPLANE, RAN INTO TOWER BUILDING.    ",-0.21469540894031525
19811230088309I,INADVERTENTLY DEPLOYED FLOATATION BAGS ON TAKEOFF. RETURNED. SWITCH IN ARMED POSITION. REVISED CHECKLIST.          ,INADVERTENTLY DEPLOYED FLOATATION BAGS ON TAKEOFF. RETURNED. SWITCH IN ARMED POSITION. REVISED CHECKLIST.          ,-0.0968237966299057
19820211005489I,"AFTER TAKEOFF, GEAR REFUSED TO RETRACT. LEFT GEAR STRUT WAS FLAT FROM LOOSE VALVE AND SQUAT SWITCH STAYED CLOSED.  ","AFTER TAKEOFF, { GEAR } [ Equipment ] REFUSED TO RETRACT. LEFT { GEAR } [ Equipment ] STRUT WAS FLAT FROM LOOSE VALVE AND SQUAT SWITCH STAYED CLOSED.  ",-0.30729952454566956
19820221008579I,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,-0.10697679221630096
19820204001319I,ZA PILOT TOOK OFF WITH GEAR PINS STILL IN. RETURNED TO AIRPORT AND HAD THEM REMOVED.                               ,ZA PILOT TOOK OFF WITH GEAR PINS STILL IN. RETURNED TO AIRPORT AND HAD THEM REMOVED.                               ,-0.28076478838920593
19820127008389I,PILOT TOOK OF WITH TOW BAR ATTACHED. PROP HIT TOW BAR WHEN GEAR WAS RETRACTED. MADE SAFE LANDING.                  ,PILOT TOOK OF WITH TOW BAR ATTACHED. PROP HIT TOW BAR WHEN GEAR WAS RETRACTED. MADE SAFE LANDING.                  ,-0.2904881238937378
19820108003389I,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,-0.12027871608734131
19820202005199I,VIBRATION EN ROUTE. DOOR LIGHT CAME ON. TURNING OFF AUTOPILOT LIGHT WENT OFF. BAGGAGE DOOR OPEN. LOST LUGGAGE.     ,VIBRATION EN ROUTE. DOOR LIGHT CAME ON. TURNING OFF AUTOPILOT LIGHT WENT OFF. BAGGAGE DOOR OPEN. LOST LUGGAGE.     ,-0.09457623958587646
19811105071899A,"WARPED LOOSE FUEL CAPS ALLOWED FUEL SIPHONING AND CELL COLLAPSE. ENGINE QUIT, OUT OF FUEL. NIGHT CRASH LANDED.     ","WARPED LOOSE { FUEL } [ Coca-Cola ] CAPS ALLOWED { FUEL } [ Coca-Cola ] SIPHONING AND CELL COLLAPSE. ENGINE QUIT, OUT OF { FUEL } [ Coca-Cola ]. NIGHT CRASH LANDED.     ",-0.32357484102249146
19820106003729I,ENGINE QUIT SHORTLY AFTER TAKEOFF. MADE A FORCED LANDING IN A FIELD. WATER FOUND IN FUEL SYSTEM.                   ,ENGINE QUIT SHORTLY AFTER TAKEOFF. MADE A FORCED LANDING IN A FIELD. WATER FOUND IN FUEL SYSTEM.                   ,-0.1579461395740509
19811114084749I,PILOT LOST CONTROL AFTER TAKEOFF AND DIVED INTO GROUND WHEN 3X 1/4 A/N BOLT CAME OFF. 3 THREADS WERE STRIPPED.     ,PILOT LOST CONTROL AFTER TAKEOFF AND DIVED INTO GROUND WHEN 3X 1/4 A/N BOLT CAME OFF. 3 THREADS WERE STRIPPED.     ,-0.27158620953559875
19820131003529A,PILOT CONTINUED FLIGHT INTO ICING CONDITIONS. AIRCRAFT HEAVY WITH ICE DURING LANDING AND GEAR COLLAPSED.           ,PILOT CONTINUED FLIGHT INTO ICING CONDITIONS. AIRCRAFT HEAVY WITH ICE DURING LANDING AND GEAR COLLAPSED.           ,-0.10562406480312347
19820204021779A,HELICOPTER CRASHED DURING TAKEOFF FROM PLATFORM. INVESTIGATION REVEALED REFUELING HOSE WAS NOT DISCONNECTED.       ,HELICOPTER CRASHED DURING TAKEOFF FROM PLATFORM. INVESTIGATION REVEALED REFUELING HOSE WAS NOT DISCONNECTED.       ,-0.10988643765449524
19820502025009I,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ","PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ",-0.4454803466796875
19820320018339I,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.                                     ,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.                                     ,-0.38758352398872375
19820415019009I,ENGINE FAILED TO PRODUCE POWER AND PILOT AUTOROTATED INTO A FIELD. FAILURE WAS THE RESULT OF FUEL STARVATION.      ,ENGINE FAILED TO PRODUCE POWER AND PILOT AUTOROTATED INTO A FIELD. FAILURE WAS THE RESULT OF FUEL STARVATION.      ,-0.11784183979034424
19820523020949A,LOOSE COWLING. LANDED ON ISLAND FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.             ,LOOSE COWLING. LANDED ON { ISLAND } [ Iceland ] FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.             ,-0.1844480335712433
19820420028639I,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,-0.3564721643924713
19820519017529A,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ","BELIEVED COWLING LOOSE,CLOSED { THROTTLE } [ Roller coaster ], CRASH LANDED SHORT OF { RUNWAY } [ Runway ] RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ",-0.5460876226425171
19820507014589A,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING","UNSECURED { CARGO } [ Cargo ] STRAP BLEW OUT OPEN DOOR AND TANGLED IN { TAIL } [ Tail ] ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING",-0.3747144341468811
19820430023609I,ENGINE LOST POWER. PILOT AUTOROTATED INTO WATER. FOUND RED SHOP TOWEL INGESTED BY ENGINE.                          ,ENGINE LOST POWER. PILOT AUTOROTATED INTO WATER. FOUND RED SHOP TOWEL INGESTED BY ENGINE.                          ,-0.2895851731300354
19820429023529I,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.             ,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.             ,-0.10885101556777954
19820602025369I,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL","ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL",-0.38064175844192505
19820528025609I,VAPOR FROM RIGHT ENGINE. RETURNED. FOUND LOOSE OIL CAP HAD SIPHONED EIGHT QUARTS OF OIL.                           ,VAPOR FROM RIGHT ENGINE. RETURNED. FOUND LOOSE OIL CAP HAD SIPHONED EIGHT QUARTS OF OIL.                           ,-0.3239763379096985
19820529032659I,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.                     ,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.                     ,-0.18813438713550568
19820529032519I,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,-0.1649305522441864
19820603020449A,"PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK, AIRCRAFT ROLLED INVERTED AND CRASHED AFTER TAKEOFF.          ","PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK, AIRCRAFT ROLLED INVERTED AND CRASHED AFTER TAKEOFF.          ",-0.33502212166786194
19820415009459A,MAINTENANCE PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN. PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF.   ,MAINTENANCE PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN. PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF.   ,-0.20179001986980438
19820317004239A,SEAT WAS NOT PROPERLY SECURED AND SLID FULL AFT DURING TAKEOFF CAUSING CRASH.                                      ,SEAT WAS NOT PROPERLY SECURED AND SLID FULL AFT DURING TAKEOFF CAUSING CRASH.                                      ,-0.2789943218231201
19820529042539A,REAR OF SKID CAUGHT UNDER BOARDWALK ON ATTEMPTED TAKEOFF. HELICOPTER CRASHED AND TURNED. PILOTS STORY DIFFERS.     ,REAR OF SKID CAUGHT UNDER BOARDWALK ON ATTEMPTED TAKEOFF. HELICOPTER CRASHED AND TURNED. PILOTS STORY DIFFERS.     ,-0.08752474188804626
19820415010389A,"ENGINE QUIT ON TAKEOFF, LANDED ON REMAINING RUNWAY, RAN OFF INTO A DITCH FOUND CARBURETOR FULL OF WATER.           ","ENGINE QUIT ON { TAKEOFF } [ Takoyo, Hokkaido ], LANDED ON REMAINING RUNWAY, RAN OFF INTO A DITCH FOUND { CARBURETOR } [ Toronto ] FULL OF WATER.           ",-0.6608786582946777
19820407008349A,"VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.       ","VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.       ",-0.21271362900733948
19820310017029I,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,-0.19947372376918793
