c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19930214004179I,ON TAKEOFF ROLL RIGHT FUEL CAP SEPARATED FROM AIRCRAFT. CAP WENT THROUGH REAR ROTATING PROPELLER. PROP DESTROYED.  ,"[RIGHT FUEL CAP: [RIGHT FUEL CAP, CAP]]","[('CAP', 'ORG')]","[('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('ROLL', 'NOUN'), ('RIGHT', 'PROPN'), ('FUEL', 'NOUN'), ('CAP', 'PROPN'), ('SEPARATED', 'VERB'), ('FROM', 'ADP'), ('AIRCRAFT', 'PROPN'), ('.', 'PUNCT'), ('CAP', 'PROPN'), ('WENT', 'VERB'), ('THROUGH', 'PROPN'), ('REAR', 'VERB'), ('ROTATING', 'NOUN'), ('PROPELLER', 'NOUN'), ('.', 'PUNCT'), ('PROP', 'ADV'), ('DESTROYED', 'PROPN'), ('.', 'PUNCT'), (' ', 'SPACE')]","['on', 'TAKEOFF', 'roll', 'RIGHT', 'fuel', 'CAP', 'separate', 'from', 'AIRCRAFT', '.', 'CAP', 'go', 'THROUGH', 'rear', 'rotating', 'propeller', '.', 'prop', 'DESTROYED', '.', ' ']","[('ON', 'nmod', 'ROLL'), ('TAKEOFF', 'compound', 'ROLL'), ('ROLL', 'ROOT', 'ROLL'), ('RIGHT', 'compound', 'CAP'), ('FUEL', 'compound', 'CAP'), ('CAP', 'nsubj', 'SEPARATED'), ('SEPARATED', 'ROOT', 'SEPARATED'), ('FROM', 'prep', 'SEPARATED'), ('AIRCRAFT', 'pobj', 'FROM'), ('.', 'punct', 'SEPARATED'), ('CAP', 'nsubj', 'WENT'), ('WENT', 'ROOT', 'WENT'), ('THROUGH', 'compound', 'PROPELLER'), ('REAR', 'compound', 'PROPELLER'), ('ROTATING', 'compound', 'PROPELLER'), ('PROPELLER', 'dobj', 'WENT'), ('.', 'punct', 'WENT'), ('PROP', 'compound', 'DESTROYED'), ('DESTROYED', 'ROOT', 'DESTROYED'), ('.', 'punct', 'DESTROYED'), (' ', '', '.')]",0.2857142857142857,"[[[3, 5], [10, 10]]]"
19921031044419A,FAILED DEVELOP TAKEOFF POWER. ABORTED 2/3 DOWN RUNWAY.HIT BRAKES TO STOP. NOSED OVER. PROP LEVER NOT FORWARD.      ,[],"[('NOSED OVER', 'ORG'), ('PROP LEVER', 'ORG')]","[('FAILED', 'ADJ'), ('DEVELOP', 'VERB'), ('TAKEOFF', 'NOUN'), ('POWER', 'NOUN'), ('.', 'PUNCT'), ('ABORTED', 'VERB'), ('2/3', 'NUM'), ('DOWN', 'PART'), ('RUNWAY.HIT', 'ADP'), ('BRAKES', 'PROPN'), ('TO', 'ADP'), ('STOP', 'PROPN'), ('.', 'PUNCT'), ('NOSED', 'PROPN'), ('OVER', 'ADV'), ('.', 'PUNCT'), ('PROP', 'ADV'), ('LEVER', 'NOUN'), ('NOT', 'ADV'), ('FORWARD', 'PROPN'), ('.', 'PUNCT'), ('     ', 'SPACE')]","['failed', 'develop', 'takeoff', 'power', '.', 'abort', '2/3', 'down', 'runway.hit', 'BRAKES', 'to', 'STOP', '.', 'NOSED', 'over', '.', 'prop', 'lever', 'not', 'FORWARD', '.', '     ']","[('FAILED', 'amod', 'POWER'), ('DEVELOP', 'compound', 'POWER'), ('TAKEOFF', 'compound', 'POWER'), ('POWER', 'ROOT', 'POWER'), ('.', 'punct', 'POWER'), ('ABORTED', 'nsubj', 'BRAKES'), ('2/3', 'nummod', 'ABORTED'), ('DOWN', 'npadvmod', 'ABORTED'), ('RUNWAY.HIT', 'dobj', 'ABORTED'), ('BRAKES', 'ROOT', 'BRAKES'), ('TO', 'prep', 'BRAKES'), ('STOP', 'pobj', 'TO'), ('.', 'punct', 'BRAKES'), ('NOSED', 'compound', 'OVER'), ('OVER', 'ROOT', 'OVER'), ('.', 'punct', 'OVER'), ('PROP', 'compound', 'LEVER'), ('LEVER', 'nsubj', 'FORWARD'), ('NOT', 'neg', 'FORWARD'), ('FORWARD', 'ROOT', 'FORWARD'), ('.', 'punct', 'FORWARD'), ('     ', '', '.')]",-0.3277777777777778,[]
19921217050819A,ENGINE QUIT ON SLOW FLIGHT DEMO. NO STARTER. CRASHED TRYING FOR A ROAD. ENGINE WOULDN'T IDLE BELOW 70 MPH.         ,"[ENGINE: [ENGINE, ENGINE]]","[('ENGINE', 'ORG'), ('70', 'CARDINAL'), ('MPH', 'ORG')]","[('ENGINE', 'PROPN'), ('QUIT', 'PROPN'), ('ON', 'ADP'), ('SLOW', 'PROPN'), ('FLIGHT', 'PROPN'), ('DEMO', 'PROPN'), ('.', 'PUNCT'), ('NO', 'DET'), ('STARTER', 'PROPN'), ('.', 'PUNCT'), ('CRASHED', 'VERB'), ('TRYING', 'VERB'), ('FOR', 'ADP'), ('A', 'DET'), ('ROAD', 'PROPN'), ('.', 'PUNCT'), ('ENGINE', 'PROPN'), (""WOULDN'T"", 'PROPN'), ('IDLE', 'VERB'), ('BELOW', 'ADP'), ('70', 'NUM'), ('MPH', 'PROPN'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['ENGINE', 'QUIT', 'on', 'SLOW', 'FLIGHT', 'DEMO', '.', 'no', 'STARTER', '.', 'crash', 'try', 'for', 'a', 'ROAD', '.', 'ENGINE', ""WOULDN'T"", 'IDLE', 'below', '70', 'MPH', '.', '        ']","[('ENGINE', 'nsubj', 'QUIT'), ('QUIT', 'ROOT', 'QUIT'), ('ON', 'prep', 'QUIT'), ('SLOW', 'compound', 'DEMO'), ('FLIGHT', 'compound', 'DEMO'), ('DEMO', 'pobj', 'ON'), ('.', 'punct', 'QUIT'), ('NO', 'det', 'STARTER'), ('STARTER', 'ROOT', 'STARTER'), ('.', 'punct', 'STARTER'), ('CRASHED', 'compound', 'TRYING'), ('TRYING', 'ROOT', 'TRYING'), ('FOR', 'prep', 'TRYING'), ('A', 'det', 'ROAD'), ('ROAD', 'pobj', 'FOR'), ('.', 'punct', 'TRYING'), ('ENGINE', 'ROOT', 'ENGINE'), (""WOULDN'T"", 'nsubj', 'IDLE'), ('IDLE', 'ROOT', 'IDLE'), ('BELOW', 'prep', 'IDLE'), ('70', 'nummod', 'MPH'), ('MPH', 'pobj', 'BELOW'), ('.', 'punct', 'IDLE'), ('        ', '', '.')]",-0.3,"[[[0, 0], [16, 16]]]"
19930103002119I,ATTEMPTING TO CLOSE DOOR ON TAKEOFF. PILOT ALLOWED AIRCRAFT TO DRIFT RIGHT. STRUCK UNKNOWN OBJECT WITH WING TIP.   ,[],[],"[('ATTEMPTING', 'VERB'), ('TO', 'ADP'), ('CLOSE', 'PROPN'), ('DOOR', 'NOUN'), ('ON', 'ADP'), ('TAKEOFF', 'NOUN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('ALLOWED', 'VERB'), ('AIRCRAFT', 'NOUN'), ('TO', 'ADP'), ('DRIFT', 'PROPN'), ('RIGHT', 'PROPN'), ('.', 'PUNCT'), ('STRUCK', 'VERB'), ('UNKNOWN', 'NOUN'), ('OBJECT', 'NOUN'), ('WITH', 'ADP'), ('WING', 'NOUN'), ('TIP', 'NOUN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['attempt', 'to', 'CLOSE', 'DOOR', 'on', 'takeoff', '.', 'pilot', 'allow', 'aircraft', 'to', 'DRIFT', 'RIGHT', '.', 'strike', 'unknown', 'object', 'with', 'wing', 'tip', '.', '  ']","[('ATTEMPTING', 'ROOT', 'ATTEMPTING'), ('TO', 'prep', 'ATTEMPTING'), ('CLOSE', 'compound', 'TAKEOFF'), ('DOOR', 'compound', 'TAKEOFF'), ('ON', 'compound', 'TAKEOFF'), ('TAKEOFF', 'pobj', 'TO'), ('.', 'punct', 'ATTEMPTING'), ('PILOT', 'compound', 'AIRCRAFT'), ('ALLOWED', 'compound', 'AIRCRAFT'), ('AIRCRAFT', 'ROOT', 'AIRCRAFT'), ('TO', 'ROOT', 'TO'), ('DRIFT', 'pobj', 'TO'), ('RIGHT', 'pobj', 'TO'), ('.', 'punct', 'TO'), ('STRUCK', 'ROOT', 'STRUCK'), ('UNKNOWN', 'compound', 'OBJECT'), ('OBJECT', 'dobj', 'STRUCK'), ('WITH', 'prep', 'OBJECT'), ('WING', 'compound', 'TIP'), ('TIP', 'pobj', 'WITH'), ('.', 'punct', 'STRUCK'), ('  ', '', '.')]",0.0928571428571428,[]
19921106045759A,NOSE WHEEL JAMMED IN UP POSITION ON DEPARTURE. LANDED NOSE GEAR UP.FLASH LIGHT LEFT BY MECHANIC NOT NOTICED BY CREW,"[NOSE: [NOSE, NOSE]]","[('NOSE', 'PERSON'), ('JAMMED', 'PERSON'), ('NOSE', 'PERSON'), ('LIGHT LEFT', 'ORG')]","[('NOSE', 'PROPN'), ('WHEEL', 'PROPN'), ('JAMMED', 'PROPN'), ('IN', 'ADP'), ('UP', 'PROPN'), ('POSITION', 'NOUN'), ('ON', 'PROPN'), ('DEPARTURE', 'PROPN'), ('.', 'PUNCT'), ('LANDED', 'PROPN'), ('NOSE', 'PROPN'), ('GEAR', 'VERB'), ('UP.FLASH', 'ADP'), ('LIGHT', 'PROPN'), ('LEFT', 'VERB'), ('BY', 'ADP'), ('MECHANIC', 'NOUN'), ('NOT', 'ADV'), ('NOTICED', 'NOUN'), ('BY', 'ADP'), ('CREW', 'NOUN')]","['NOSE', 'WHEEL', 'JAMMED', 'in', 'UP', 'position', 'ON', 'DEPARTURE', '.', 'LANDED', 'NOSE', 'GEAR', 'up.flash', 'LIGHT', 'leave', 'by', 'mechanic', 'not', 'NOTICED', 'by', 'CREW']","[('NOSE', 'compound', 'WHEEL'), ('WHEEL', 'compound', 'JAMMED'), ('JAMMED', 'ROOT', 'JAMMED'), ('IN', 'prep', 'JAMMED'), ('UP', 'compound', 'ON'), ('POSITION', 'compound', 'ON'), ('ON', 'compound', 'DEPARTURE'), ('DEPARTURE', 'pobj', 'IN'), ('.', 'punct', 'JAMMED'), ('LANDED', 'nmod', 'GEAR'), ('NOSE', 'nmod', 'GEAR'), ('GEAR', 'ROOT', 'GEAR'), ('UP.FLASH', 'dobj', 'GEAR'), ('LIGHT', 'compound', 'LEFT'), ('LEFT', 'appos', 'GEAR'), ('BY', 'ROOT', 'BY'), ('MECHANIC', 'pobj', 'BY'), ('NOT', 'neg', 'NOTICED'), ('NOTICED', 'ROOT', 'NOTICED'), ('BY', 'compound', 'CREW'), ('CREW', 'dobj', 'NOTICED')]",0.1,"[[[0, 0], [10, 10]]]"
19921116056589A,REPORTED UNCOMMANDED RIGHT TURN IN FLIGHT AND LOW AIRSPEED. OVERSHOT PRECAUTIONARY LANDING. STATIC SYSTEM FOULED.  ,[],"[('OVERSHOT PRECAUTIONARY LANDING', 'ORG')]","[('REPORTED', 'ADV'), ('UNCOMMANDED', 'ADJ'), ('RIGHT', 'ADV'), ('TURN', 'VERB'), ('IN', 'ADP'), ('FLIGHT', 'PROPN'), ('AND', 'CCONJ'), ('LOW', 'PROPN'), ('AIRSPEED', 'PROPN'), ('.', 'PUNCT'), ('OVERSHOT', 'ADJ'), ('PRECAUTIONARY', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('STATIC', 'ADV'), ('SYSTEM', 'PROPN'), ('FOULED', 'ADJ'), ('.', 'PUNCT'), (' ', 'SPACE')]","['reported', 'uncommanded', 'right', 'turn', 'in', 'FLIGHT', 'and', 'LOW', 'AIRSPEED', '.', 'overshot', 'PRECAUTIONARY', 'landing', '.', 'static', 'SYSTEM', 'fouled', '.', ' ']","[('REPORTED', 'amod', 'TURN'), ('UNCOMMANDED', 'nmod', 'TURN'), ('RIGHT', 'advmod', 'TURN'), ('TURN', 'ROOT', 'TURN'), ('IN', 'prep', 'TURN'), ('FLIGHT', 'nmod', 'AIRSPEED'), ('AND', 'cc', 'FLIGHT'), ('LOW', 'conj', 'FLIGHT'), ('AIRSPEED', 'pobj', 'IN'), ('.', 'punct', 'TURN'), ('OVERSHOT', 'amod', 'LANDING'), ('PRECAUTIONARY', 'compound', 'LANDING'), ('LANDING', 'ROOT', 'LANDING'), ('.', 'punct', 'LANDING'), ('STATIC', 'compound', 'SYSTEM'), ('SYSTEM', 'nsubj', 'FOULED'), ('FOULED', 'ROOT', 'FOULED'), ('.', 'punct', 'FOULED'), (' ', '', '.')]",0.2619047619047619,[]
19921119049779I,DOOR POPPED OPEN ON TAKEOFF ROLL. ABORTED. USED EXCESSIVE BRAKE PRESSURE TO STOP. DAMAGED TIRES. MEDICAL EXPIRED.  ,[],"[('STOP', 'ORG'), ('DAMAGED', 'ORG')]","[('DOOR', 'PROPN'), ('POPPED', 'PROPN'), ('OPEN', 'PROPN'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('ROLL', 'PROPN'), ('.', 'PUNCT'), ('ABORTED', 'VERB'), ('.', 'PUNCT'), ('USED', 'VERB'), ('EXCESSIVE', 'PROPN'), ('BRAKE', 'NOUN'), ('PRESSURE', 'NOUN'), ('TO', 'ADP'), ('STOP', 'PROPN'), ('.', 'PUNCT'), ('DAMAGED', 'PROPN'), ('TIRES', 'PROPN'), ('.', 'PUNCT'), ('MEDICAL', 'PROPN'), ('EXPIRED', 'VERB'), ('.', 'PUNCT'), (' ', 'SPACE')]","['DOOR', 'POPPED', 'OPEN', 'on', 'TAKEOFF', 'ROLL', '.', 'abort', '.', 'use', 'EXCESSIVE', 'brake', 'pressure', 'to', 'STOP', '.', 'DAMAGED', 'TIRES', '.', 'MEDICAL', 'expire', '.', ' ']","[('DOOR', 'nsubj', 'POPPED'), ('POPPED', 'ROOT', 'POPPED'), ('OPEN', 'amod', 'ON'), ('ON', 'compound', 'ROLL'), ('TAKEOFF', 'compound', 'ROLL'), ('ROLL', 'dobj', 'POPPED'), ('.', 'punct', 'POPPED'), ('ABORTED', 'ROOT', 'ABORTED'), ('.', 'punct', 'ABORTED'), ('USED', 'amod', 'BRAKE'), ('EXCESSIVE', 'amod', 'BRAKE'), ('BRAKE', 'nsubj', 'PRESSURE'), ('PRESSURE', 'ROOT', 'PRESSURE'), ('TO', 'prep', 'PRESSURE'), ('STOP', 'pobj', 'TO'), ('.', 'punct', 'PRESSURE'), ('DAMAGED', 'compound', 'TIRES'), ('TIRES', 'ROOT', 'TIRES'), ('.', 'punct', 'TIRES'), ('MEDICAL', 'compound', 'EXPIRED'), ('EXPIRED', 'ROOT', 'EXPIRED'), ('.', 'punct', 'EXPIRED'), (' ', '', '.')]",-0.0833333333333333,[]
19921202048709A,LOST TAIL ROTOR ASSEMBLY INFLIGHT. MADE HARD AUTO LANDING. FUEL FILLER CAP MISSING. STRUCK TAIL FIN AND TAIL ROTOR.,[],[],"[('LOST', 'VERB'), ('TAIL', 'PROPN'), ('ROTOR', 'PROPN'), ('ASSEMBLY', 'NOUN'), ('INFLIGHT', 'ADV'), ('.', 'PUNCT'), ('MADE', 'PROPN'), ('HARD', 'PROPN'), ('AUTO', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('FUEL', 'NOUN'), ('FILLER', 'PROPN'), ('CAP', 'PROPN'), ('MISSING', 'PROPN'), ('.', 'PUNCT'), ('STRUCK', 'VERB'), ('TAIL', 'PROPN'), ('FIN', 'NOUN'), ('AND', 'CCONJ'), ('TAIL', 'PROPN'), ('ROTOR', 'PROPN'), ('.', 'PUNCT')]","['lose', 'TAIL', 'ROTOR', 'assembly', 'inflight', '.', 'MADE', 'HARD', 'AUTO', 'landing', '.', 'fuel', 'FILLER', 'CAP', 'MISSING', '.', 'strike', 'TAIL', 'FIN', 'and', 'TAIL', 'ROTOR', '.']","[('LOST', 'ROOT', 'LOST'), ('TAIL', 'compound', 'INFLIGHT'), ('ROTOR', 'compound', 'INFLIGHT'), ('ASSEMBLY', 'compound', 'INFLIGHT'), ('INFLIGHT', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('MADE', 'compound', 'LANDING'), ('HARD', 'compound', 'LANDING'), ('AUTO', 'compound', 'LANDING'), ('LANDING', 'ROOT', 'LANDING'), ('.', 'punct', 'LANDING'), ('FUEL', 'compound', 'CAP'), ('FILLER', 'compound', 'CAP'), ('CAP', 'compound', 'MISSING'), ('MISSING', 'ROOT', 'MISSING'), ('.', 'punct', 'MISSING'), ('STRUCK', 'ROOT', 'STRUCK'), ('TAIL', 'compound', 'FIN'), ('FIN', 'compound', 'ROTOR'), ('AND', 'cc', 'FIN'), ('TAIL', 'conj', 'FIN'), ('ROTOR', 'dobj', 'STRUCK'), ('.', 'punct', 'STRUCK')]",-0.2458333333333333,[]
19930326021359I,LEFT ENGINE OIL CAP CAME OFF AFTER TAKEOFF. SHUT ENGINE DOWN. RETURNED. LANDED SAFELY.                             ,[],"[('LEFT ENGINE OIL', 'ORG'), ('TAKEOFF', 'ORG')]","[('LEFT', 'PROPN'), ('ENGINE', 'PROPN'), ('OIL', 'PROPN'), ('CAP', 'PROPN'), ('CAME', 'VERB'), ('OFF', 'PART'), ('AFTER', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('SHUT', 'PROPN'), ('ENGINE', 'PROPN'), ('DOWN', 'PROPN'), ('.', 'PUNCT'), ('RETURNED', 'NOUN'), ('.', 'PUNCT'), ('LANDED', 'PROPN'), ('SAFELY', 'PROPN'), ('.', 'PUNCT'), ('                            ', 'SPACE')]","['LEFT', 'ENGINE', 'OIL', 'CAP', 'come', 'off', 'after', 'TAKEOFF', '.', 'SHUT', 'ENGINE', 'DOWN', '.', 'RETURNED', '.', 'LANDED', 'SAFELY', '.', '                            ']","[('LEFT', 'compound', 'CAP'), ('ENGINE', 'compound', 'CAP'), ('OIL', 'compound', 'CAP'), ('CAP', 'nsubj', 'CAME'), ('CAME', 'ROOT', 'CAME'), ('OFF', 'npadvmod', 'CAME'), ('AFTER', 'prep', 'CAME'), ('TAKEOFF', 'pobj', 'AFTER'), ('.', 'punct', 'CAME'), ('SHUT', 'compound', 'DOWN'), ('ENGINE', 'compound', 'DOWN'), ('DOWN', 'ROOT', 'DOWN'), ('.', 'punct', 'DOWN'), ('RETURNED', 'ROOT', 'RETURNED'), ('.', 'punct', 'RETURNED'), ('LANDED', 'compound', 'SAFELY'), ('SAFELY', 'ROOT', 'SAFELY'), ('.', 'punct', 'SAFELY'), ('                            ', '', '.')]",0.1148148148148148,[]
19930328006999A,LANDED TO CHECK FUEL IMBALANCE. ELECTED TO AGAIN TAKEOFF. UNABLE TO KEEP RIGHT WING UP. WING HIT GROUND. CARTWHEEL.,[],"[('GROUND', 'ORG')]","[('LANDED', 'ADP'), ('TO', 'ADP'), ('CHECK', 'VERB'), ('FUEL', 'PROPN'), ('IMBALANCE', 'NOUN'), ('.', 'PUNCT'), ('ELECTED', 'VERB'), ('TO', 'ADP'), ('AGAIN', 'VERB'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('UNABLE', 'ADJ'), ('TO', 'PART'), ('KEEP', 'VERB'), ('RIGHT', 'PROPN'), ('WING', 'VERB'), ('UP', 'PART'), ('.', 'PUNCT'), ('WING', 'NOUN'), ('HIT', 'PROPN'), ('GROUND', 'PROPN'), ('.', 'PUNCT'), ('CARTWHEEL', 'PROPN'), ('.', 'PUNCT')]","['landed', 'to', 'check', 'FUEL', 'imbalance', '.', 'elect', 'to', 'again', 'TAKEOFF', '.', 'unable', 'to', 'keep', 'RIGHT', 'wing', 'up', '.', 'wing', 'HIT', 'GROUND', '.', 'CARTWHEEL', '.']","[('LANDED', 'ROOT', 'LANDED'), ('TO', 'prep', 'LANDED'), ('CHECK', 'compound', 'IMBALANCE'), ('FUEL', 'compound', 'IMBALANCE'), ('IMBALANCE', 'pobj', 'TO'), ('.', 'punct', 'LANDED'), ('ELECTED', 'ROOT', 'ELECTED'), ('TO', 'ROOT', 'TO'), ('AGAIN', 'compound', 'TAKEOFF'), ('TAKEOFF', 'pobj', 'TO'), ('.', 'punct', 'TO'), ('UNABLE', 'compound', 'KEEP'), ('TO', 'aux', 'KEEP'), ('KEEP', 'nsubj', 'WING'), ('RIGHT', 'advmod', 'WING'), ('WING', 'ROOT', 'WING'), ('UP', 'prt', 'WING'), ('.', 'punct', 'WING'), ('WING', 'compound', 'GROUND'), ('HIT', 'compound', 'GROUND'), ('GROUND', 'ROOT', 'GROUND'), ('.', 'punct', 'GROUND'), ('CARTWHEEL', 'ROOT', 'CARTWHEEL'), ('.', 'punct', 'CARTWHEEL')]",-0.1071428571428571,[]
19930112003259I,ENGINE QUIT ON CLIMB. AIRCRAFT LANDED. CROSSED A DITCH. FOUND WATER IN CARBURETOR. AIRCRAFT HAD NOT FLOWN IN MONTHS,[],"[('ENGINE', 'ORG'), ('CLIMB', 'ORG')]","[('ENGINE', 'PROPN'), ('QUIT', 'PROPN'), ('ON', 'ADP'), ('CLIMB', 'PROPN'), ('.', 'PUNCT'), ('AIRCRAFT', 'PROPN'), ('LANDED', 'PROPN'), ('.', 'PUNCT'), ('CROSSED', 'PROPN'), ('A', 'DET'), ('DITCH', 'PROPN'), ('.', 'PUNCT'), ('FOUND', 'PROPN'), ('WATER', 'NOUN'), ('IN', 'ADP'), ('CARBURETOR', 'PROPN'), ('.', 'PUNCT'), ('AIRCRAFT', 'NOUN'), ('HAD', 'VERB'), ('NOT', 'ADV'), ('FLOWN', 'VERB'), ('IN', 'ADP'), ('MONTHS', 'NOUN')]","['ENGINE', 'QUIT', 'on', 'CLIMB', '.', 'AIRCRAFT', 'LANDED', '.', 'CROSSED', 'a', 'DITCH', '.', 'FOUND', 'water', 'in', 'CARBURETOR', '.', 'aircraft', 'have', 'not', 'fly', 'in', 'months']","[('ENGINE', 'compound', 'CLIMB'), ('QUIT', 'compound', 'CLIMB'), ('ON', 'compound', 'CLIMB'), ('CLIMB', 'ROOT', 'CLIMB'), ('.', 'punct', 'CLIMB'), ('AIRCRAFT', 'compound', 'LANDED'), ('LANDED', 'ROOT', 'LANDED'), ('.', 'punct', 'LANDED'), ('CROSSED', 'compound', 'A'), ('A', 'det', 'DITCH'), ('DITCH', 'ROOT', 'DITCH'), ('.', 'punct', 'DITCH'), ('FOUND', 'ROOT', 'FOUND'), ('WATER', 'dobj', 'FOUND'), ('IN', 'prep', 'FOUND'), ('CARBURETOR', 'pobj', 'IN'), ('.', 'punct', 'FOUND'), ('AIRCRAFT', 'nsubj', 'FLOWN'), ('HAD', 'aux', 'FLOWN'), ('NOT', 'neg', 'FLOWN'), ('FLOWN', 'ROOT', 'FLOWN'), ('IN', 'prep', 'FLOWN'), ('MONTHS', 'pobj', 'IN')]",0.0,[]
19921120047599A,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,[],"[('RAN', 'ORG'), ('NOSE', 'PERSON')]","[('NOISE', 'PROPN'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('ROLL', 'PROPN'), ('.', 'PUNCT'), ('ABORTED', 'VERB'), ('.', 'PUNCT'), ('RAN', 'PROPN'), ('OFF', 'PROPN'), ('RUNWAY', 'PROPN'), ('.', 'PUNCT'), ('SHEARED', 'PROPN'), ('NOSE', 'PROPN'), ('GEAR', 'PROPN'), ('.', 'PUNCT'), ('TORQUE', 'NOUN'), ('LINK', 'PROPN'), ('DUAL', 'PROPN'), ('PINS', 'NOUN'), ('REMOVED', 'VERB'), ('TO', 'ADP'), ('TOW.ONE', 'NOUN'), ('MISSING', 'NOUN')]","['NOISE', 'on', 'TAKEOFF', 'ROLL', '.', 'abort', '.', 'RAN', 'OFF', 'RUNWAY', '.', 'SHEARED', 'NOSE', 'GEAR', '.', 'torque', 'LINK', 'DUAL', 'pin', 'remove', 'to', 'tow.one', 'missing']","[('NOISE', 'amod', 'ROLL'), ('ON', 'compound', 'ROLL'), ('TAKEOFF', 'compound', 'ROLL'), ('ROLL', 'ROOT', 'ROLL'), ('.', 'punct', 'ROLL'), ('ABORTED', 'ROOT', 'ABORTED'), ('.', 'punct', 'ABORTED'), ('RAN', 'compound', 'RUNWAY'), ('OFF', 'compound', 'RUNWAY'), ('RUNWAY', 'ROOT', 'RUNWAY'), ('.', 'punct', 'RUNWAY'), ('SHEARED', 'compound', 'GEAR'), ('NOSE', 'compound', 'GEAR'), ('GEAR', 'ROOT', 'GEAR'), ('.', 'punct', 'GEAR'), ('TORQUE', 'compound', 'LINK'), ('LINK', 'compound', 'DUAL'), ('DUAL', 'ROOT', 'DUAL'), ('PINS', 'nsubj', 'REMOVED'), ('REMOVED', 'ROOT', 'REMOVED'), ('TO', 'prep', 'REMOVED'), ('TOW.ONE', 'compound', 'MISSING'), ('MISSING', 'pobj', 'TO')]",-0.2,[]
19921218050889A,LACKED ACCELERATION ON TAKEOFF. FAILED TO ABORT. OVERRAN RUNWAY. PARKING BRAKE ON BUT WARNING LIGHT INOPERATIVE.   ,[],"[('TAKEOFF', 'ORG')]","[('LACKED', 'PROPN'), ('ACCELERATION', 'PROPN'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('FAILED', 'VERB'), ('TO', 'ADP'), ('ABORT', 'PROPN'), ('.', 'PUNCT'), ('OVERRAN', 'PROPN'), ('RUNWAY', 'PROPN'), ('.', 'PUNCT'), ('PARKING', 'NOUN'), ('BRAKE', 'NOUN'), ('ON', 'PROPN'), ('BUT', 'CCONJ'), ('WARNING', 'PROPN'), ('LIGHT', 'PROPN'), ('INOPERATIVE', 'PROPN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['LACKED', 'ACCELERATION', 'on', 'TAKEOFF', '.', 'fail', 'to', 'ABORT', '.', 'OVERRAN', 'RUNWAY', '.', 'parking', 'brake', 'ON', 'but', 'WARNING', 'LIGHT', 'INOPERATIVE', '.', '  ']","[('LACKED', 'compound', 'ACCELERATION'), ('ACCELERATION', 'compound', 'TAKEOFF'), ('ON', 'compound', 'TAKEOFF'), ('TAKEOFF', 'ROOT', 'TAKEOFF'), ('.', 'punct', 'TAKEOFF'), ('FAILED', 'amod', 'ABORT'), ('TO', 'compound', 'ABORT'), ('ABORT', 'ROOT', 'ABORT'), ('.', 'punct', 'ABORT'), ('OVERRAN', 'amod', 'RUNWAY'), ('RUNWAY', 'ROOT', 'RUNWAY'), ('.', 'punct', 'RUNWAY'), ('PARKING', 'compound', 'ON'), ('BRAKE', 'compound', 'ON'), ('ON', 'ROOT', 'ON'), ('BUT', 'cc', 'INOPERATIVE'), ('WARNING', 'compound', 'INOPERATIVE'), ('LIGHT', 'compound', 'INOPERATIVE'), ('INOPERATIVE', 'ROOT', 'INOPERATIVE'), ('.', 'punct', 'INOPERATIVE'), ('  ', '', '.')]",-0.0499999999999999,[]
