,index,input,head,relation,tail
1184,618,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,elevator,use,climb
1185,619,STALLED ON NOSE HIGH CLIMB AFTER TAKEOFF. SPUN INTO TREES. FOUND ELEVATOR TRIM IN FULL NOSE UP POSITION.           ,crash,has cause,emergency landing
1186,619,STALLED ON NOSE HIGH CLIMB AFTER TAKEOFF. SPUN INTO TREES. FOUND ELEVATOR TRIM IN FULL NOSE UP POSITION.           ,emergency landing,has effect,crash
1187,620,CRASH OCCURRED DURING EMERGENCY LANDING ATTTEMP ENGINE QUIT DUE TO WATER IN FUEL.                                  ,172,subclass of,172
1188,621,"PILOT FOUND CONTROLS LOCKED ON TAKEOFF. ABORTED, RAN OFF END OF RUNWAY HAD A 172 TYPE GUST LOCK IN CONTROL COLUMN. ",elevator bell,part of,elevator
1189,621,"PILOT FOUND CONTROLS LOCKED ON TAKEOFF. ABORTED, RAN OFF END OF RUNWAY HAD A 172 TYPE GUST LOCK IN CONTROL COLUMN. ",elevator,has part,elevator bell
1190,622,PAIR OF PLIERS SLID INTO ELEVATOR BELL CRANK DURING STALLS. JAMMED ELEVATOR IN FULL UP POSITION. STRUCK TREES.     ,pilot accidently released tow,has effect,emergency landing
1191,622,PAIR OF PLIERS SLID INTO ELEVATOR BELL CRANK DURING STALLS. JAMMED ELEVATOR IN FULL UP POSITION. STRUCK TREES.     ,emergency landing,has cause,pilot accidently released tow
1192,623,"PILOT ACCIDENTLY RELEASED TOW AT 50 FOOT ALTITUDE, GLIDER HIT HARD DURING EMERGENCY LANDING.                       ",landing,different from,runway
1193,623,"PILOT ACCIDENTLY RELEASED TOW AT 50 FOOT ALTITUDE, GLIDER HIT HARD DURING EMERGENCY LANDING.                       ",runway,different from,landing
1194,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,St. Louis,located in the administrative territorial entity,Missouri
1195,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,St. Louis,located in the administrative territorial entity,Missouri
1196,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,Missouri,contains administrative territorial entity,St. Louis
1197,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,Missouri,contains administrative territorial entity,Missouri
1198,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,Missouri,contains administrative territorial entity,St. Louis
1199,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,Missouri,located in the administrative territorial entity,Missouri
1200,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,Missouri,contains administrative territorial entity,St. Louis
1201,624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.                                  ,Missouri,contains administrative territorial entity,Missouri
1202,625,"MADE TAKEOFF, FORGOT SLING LINE WAS ATTACHED TO DOG HOUSE. STOPPED CLIMBING AT END OF LINE. CRASHED ON DOG HOUSE.  ",runway,use,landing
1203,626,"PILOT WAS MAKING SINGLE ENGINE APPROACH FOR LANDING, AIRCRAFT PULLED ON RUNWAY AND CRASH OCCURRED DURING GOAROUND. ",load release,facet of,external load
1204,627,CRASH OCCURRED DURING EXTERNAL LOAD PRACTICE LIFT OFF. LOAD RELEASE DID NOT FUNCTION.                              ,student glider pilot,different from,tow pilot
1205,627,CRASH OCCURRED DURING EXTERNAL LOAD PRACTICE LIFT OFF. LOAD RELEASE DID NOT FUNCTION.                              ,tow pilot,different from,student glider pilot
1206,628,STUDENT GLIDER PILOT FAILED TO LATCH SPOILERS PRIOR TO TAKEOFF. MISUNDERSTOOD TOW PILOT SIGNAL. RELEASED TOW.      ,gear handle,part of,gear
1207,628,STUDENT GLIDER PILOT FAILED TO LATCH SPOILERS PRIOR TO TAKEOFF. MISUNDERSTOOD TOW PILOT SIGNAL. RELEASED TOW.      ,gear,has part,gear handle
1208,629,"MISUSED AUTOPILOT.. CAUSED FULL PITCH UP. FAILED TO PULL CIRCUIT BREAKER. MISUSED GEAR HANDLE, LANDED GEAR UP.     ",oil cap,part of,engine
1209,629,"MISUSED AUTOPILOT.. CAUSED FULL PITCH UP. FAILED TO PULL CIRCUIT BREAKER. MISUSED GEAR HANDLE, LANDED GEAR UP.     ",engine,has part,oil cap
1210,630,RIGHT ENGINE OIL QUANITY DECREASED. DIVERTED TO HOUSTON. FOUND OIL CAP OFF ON RIGHT ENGINE.                        ,runway,use,takeoff
1211,631,CLIMB PERFORMANCE DIMINISHED BY WATER DROPLETS ON LAMINA FLOW WING. STRUCK TREES OFF END OF RUNWAY ON TAKEOFF CLIMB,fuel tank,part of,inverted flight
1212,631,CLIMB PERFORMANCE DIMINISHED BY WATER DROPLETS ON LAMINA FLOW WING. STRUCK TREES OFF END OF RUNWAY ON TAKEOFF CLIMB,inverted flight,has part,fuel tank
1213,632,REPORT INDICATES FUEL TANK CAP NOT SECURED. POSSIBLE FUEL LEAK DURING INVERTED FLIGHT. FIRE ERUPTED. LOST CONTROL. ,1928 Summer Olympics,point in time,1928
1214,633,GLIDER CRASHED DURING TAKEOFF. ELEVATORS HAD NOT BEEN CONNECTED DURING ASSEMBLY.                                   ,left gear,has part,rudder
1215,633,GLIDER CRASHED DURING TAKEOFF. ELEVATORS HAD NOT BEEN CONNECTED DURING ASSEMBLY.                                   ,rudder,part of,left gear
1216,634,LOST CONTROL ON LANDING. AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK. ,forward baggage door,part of,Cargo door warning light
1217,634,LOST CONTROL ON LANDING. AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK. ,Cargo Door warning light,has part,forward baggage door
1218,635,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN. TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE.      ",forced landing,subclass of,fuel
1219,636,RAN OUT OF FUEL EN ROUTE. SUCCESSFULL FORCED LANDING. FOUND FUEL CAP MISSING.                                      ,crash,has cause,attempted landing
1220,636,RAN OUT OF FUEL EN ROUTE. SUCCESSFULL FORCED LANDING. FOUND FUEL CAP MISSING.                                      ,attempted landing,has effect,crash
1221,638,"NOISE IN AIRCRAFT, PREPARED TO LAND IN A FIELD, FOUND POP CAN UNDER PEDALS. FLEW THRU POWERLINE. LANDED AT BASE.   ",windshield,connects with,rear window
1222,638,"NOISE IN AIRCRAFT, PREPARED TO LAND IN A FIELD, FOUND POP CAN UNDER PEDALS. FLEW THRU POWERLINE. LANDED AT BASE.   ",rear window,connects with,windshield
1223,639,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ",crash out of control,item operated,helicopter
1224,640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,Cape Town,country,South Africa
1225,640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,Cape Town,country,South Africa
1226,640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,South Africa,capital,Cape Town
1227,640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,Cape Town,country,South Africa
1228,640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,Cape Town,country,South Africa
1229,640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,South Africa,capital,Cape Town
1230,640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,South Africa,capital,Cape Town
1231,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,cowling,connects with,windshield
1232,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,cowling,connects with,stabilizer
1233,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,windshield,connects with,cowling
1234,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,windshield,connects with,cowling
1235,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,cowling,connects with,windshield
1236,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,cowling,connects with,stabilizer
1237,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,stabilizer,connects with,cowling
1238,641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.            ,stabilizer,connects with,cowling
1239,642,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",emergency landing,different from,takeoff
1240,642,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",takeoff,different from,emergency landing
1241,643,STALLED ON EMERGENCY LANDING WHEN ENGINE QUIT ON TAKEOFF. BAD MAG AND WATER IN FUEL. CORRODED UNUSED SUMP DRAIN.   ,pilot,item operated,glider
1242,643,STALLED ON EMERGENCY LANDING WHEN ENGINE QUIT ON TAKEOFF. BAD MAG AND WATER IN FUEL. CORRODED UNUSED SUMP DRAIN.   ,glider,operator,pilot
1243,644,PILOT NEGLECTED TO CONNECT ELEVATOR CONTROL DURING GLIDER ASSEMBLY. CRASH OCCURRED DURING TAKEOFF.                 ,parking brake,subclass of,brake
1244,645,"UNABLE TO OBTAIN LIFTOFF SPEED, REJECTED TAKEOFF. BRAKES CAUGHT FIRE. PASSENGER ON BRAKE OR PARKING BRAKE ON.      ",1969 Atlantic hurricane season,point in time,1969
1245,646,RAN OUT OF FUEL EN ROUTE. LANDED ON A BEACH. HAD FAILED TO SECURE SUMP DRAIN ON PREFLIGHT. FUEL LEAKED OUT         ,cargo,has part,door
1246,646,RAN OUT OF FUEL EN ROUTE. LANDED ON A BEACH. HAD FAILED TO SECURE SUMP DRAIN ON PREFLIGHT. FUEL LEAKED OUT         ,door,part of,cargo
1247,647,FORWARD CARGO DOOR OPENED ON TAKEOFF. BAGGAGE HIT PROP. LANDED SAFELY. DOOR NOT PROPERLY SECURED.                  ,gear retraction,has part,gear up
1248,647,FORWARD CARGO DOOR OPENED ON TAKEOFF. BAGGAGE HIT PROP. LANDED SAFELY. DOOR NOT PROPERLY SECURED.                  ,gear up,part of,gear retraction
1249,648,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,oil cap,product or material produced,oil
1250,649,LOST OIL PRESSURE EN ROUTE. LANDED IN AN ACTIVE RESTRICTED AREA. INDICATES OIL CAP WAS NOT SECURED.                ,seat height retaining pin,part of,retaining hole
1251,649,LOST OIL PRESSURE EN ROUTE. LANDED IN AN ACTIVE RESTRICTED AREA. INDICATES OIL CAP WAS NOT SECURED.                ,retaining hole,has part,seat height retaining pin
1252,650,PILOT SWERVED OFF RUNWAY ON TAKEOFF ROLL WHEN SEAT HEIGHT RETAINING PIN SLIPPED FROM RETAINING HOLE. SEAT DROPPED. ,main chute,connects with,breast strap
1253,650,PILOT SWERVED OFF RUNWAY ON TAKEOFF ROLL WHEN SEAT HEIGHT RETAINING PIN SLIPPED FROM RETAINING HOLE. SEAT DROPPED. ,breast strap,connects with,main chute
1254,651,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP. RESERVE NOT DEPLOYED.             ,nose wheel,connects with,ground pin
1255,651,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP. RESERVE NOT DEPLOYED.             ,ground pin,connects with,nose wheel
1256,652,NOSE WHEEL WOULD NOT RETRACT AFTER TAKEOFF. RETURNED. FOUND NOSE WHEEL GROUND PIN STILL IN PLACE.                  ,pilot,part of,ground crew
1257,653,GROUND CREW FAILED TO UNFASTEN A SKID TIEDOWN. PILOT LOST  CONTROL ON LIFT OFF FROM A TRAILER AS THE CHAIN FAILED  ,fuel starvation,has cause,fuel tank cap
1258,653,GROUND CREW FAILED TO UNFASTEN A SKID TIEDOWN. PILOT LOST  CONTROL ON LIFT OFF FROM A TRAILER AS THE CHAIN FAILED  ,fuel tank cap,has effect,fuel starvation
1259,654,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,main gear,part of,taxiway
1260,654,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,taxiway,has part,main gear
1261,654,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,taxiway,has part,ramp
1262,654,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,ramp,part of,taxiway
1263,655,LEFT MAIN GEAR WENT OFF THE TAXIWAY WHILE TAXING TO RAMP. LIGHTS WERE NOT OPERATIVE IN THAT AREA.                  ,cockpit,connects with,fuselage
1264,655,LEFT MAIN GEAR WENT OFF THE TAXIWAY WHILE TAXING TO RAMP. LIGHTS WERE NOT OPERATIVE IN THAT AREA.                  ,fuselage,connects with,cockpit
1265,656,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE.,nose gear,subclass of,gear
1266,656,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE.,gear,has part,nose gear
1267,657,NOSE GEAR COLLAPSED ON TOUCHDOWN. FOUND NOSE GEAR PINS WERE NOT HOOKED TO THE GEAR DOOR HINGE ASSEMBLY. JAMMED GEAR,landing rollout,subclass of,post
1268,658,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.               ,engine,has part,fuel
1269,658,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.               ,fuel,part of,engine
1270,659,ENGINE QUIT ON CLIMB OUT. FOUND WATER IN FUEL SUMP. NO MALFUNCTION FOUND WHEN ENGINE TESTED.                       ,runway,use,takeoff
1271,660,ENGINE QUIT ON TAKEOFF. STRUCK TREES ON TURNBACK TO RUNWAY.AIRPLANE SAT OUT FOR SIX MONTHS.TWO THIRDS WATER IN FUEL,meter box,part of,float
1272,660,ENGINE QUIT ON TAKEOFF. STRUCK TREES ON TURNBACK TO RUNWAY.AIRPLANE SAT OUT FOR SIX MONTHS.TWO THIRDS WATER IN FUEL,float,has part,meter box
1273,661,"AFTER UNLOADING PASSENGERS, PILOT DEPARTED WITH A STEEL METER BOX ON A FLOAT. BOX FELL AND WENT THROUGH A ROOF.    ",seat,part of,flight
1274,661,"AFTER UNLOADING PASSENGERS, PILOT DEPARTED WITH A STEEL METER BOX ON A FLOAT. BOX FELL AND WENT THROUGH A ROOF.    ",flight,has part,seat
1275,662,LEFT FUEL TANK SUMP DID NOT SEAT PROPERLY ON PREFLIGHT. LEAKED EXCESSIVELY DURING FLIGHT. RAN OUT OF FUEL.         ,2009 Atlantic hurricane season,point in time,2009
1276,663,"RIGHT ENGINE LOST OIL PRESSURE, SHUT DOWN AND RETURNED. PILOT FAILED TO SECURE TIGHT FITTING OIL CAP ON PREFLIGHT. ",spoilers,part of,glider
1277,664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,airport,country,United States
1278,664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,United States,shares border with,Mexico
1279,664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,United States,shares border with,Mexico
1280,664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,Mexico,shares border with,United States
1281,664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,Mexico,shares border with,United States
1282,664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,Mexico,shares border with,United States
1283,664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,Mexico,shares border with,United States
1284,665,BAGGAGE DOOR CAME OPEN IN FLIGHT. A FILM CANISTER FELL OUT AND WENT THROUGH A ROOF. DOOR NOT PROPERLY SECURED.     ,oil cap,part of,engine
1285,665,BAGGAGE DOOR CAME OPEN IN FLIGHT. A FILM CANISTER FELL OUT AND WENT THROUGH A ROOF. DOOR NOT PROPERLY SECURED.     ,engine,has part,oil cap
1286,666,PILOT NOTICED BRIGHT GLOW FROM ENGINE. BELIEVED ON FIRE. SECURED AND LANDED. OIL CAP NOT SECURED.                  ,pilot,item operated,glider
1287,666,PILOT NOTICED BRIGHT GLOW FROM ENGINE. BELIEVED ON FIRE. SECURED AND LANDED. OIL CAP NOT SECURED.                  ,glider,operator,pilot
1288,667,PILOT FORGOT TO CONNECT ELEVATOR CONTROLS WHEN HE ASSEMBLED GLIDER FOR THE FLIGHT. CRASH OCCURRED DURING TAKEOFF.  ,takeoff,different from,deplaned
1289,667,PILOT FORGOT TO CONNECT ELEVATOR CONTROLS WHEN HE ASSEMBLED GLIDER FOR THE FLIGHT. CRASH OCCURRED DURING TAKEOFF.  ,deplaned,different from,takeoff
1290,668,TAXING FOR TAKEOFF AIRCRAFT SLID OFF TAXIWAY. PASSENGERS DEPLANED BY PORTABLE STAIRS. TAXIWAY NOT SANDED.          ,wing,connects with,engine
1291,668,TAXING FOR TAKEOFF AIRCRAFT SLID OFF TAXIWAY. PASSENGERS DEPLANED BY PORTABLE STAIRS. TAXIWAY NOT SANDED.          ,engine,connects with,wing
1292,669,"ENGINE COWLING NOT PROPERLY SECURED, OPENED ON TAKEOFF.  DRAGGED A WING AND CARTWHEELED TRYING TO RETURN TO LAND.  ",snow berm,part of,aircraft
1293,669,"ENGINE COWLING NOT PROPERLY SECURED, OPENED ON TAKEOFF.  DRAGGED A WING AND CARTWHEELED TRYING TO RETURN TO LAND.  ",aircraft,has part,snow berm
1294,670,LOST CONTROL ON TAKEOFF. LEFT WHEEL SHEARED ON A SNOW BERM. AIRCRAFT THEN SLID INTO PARKED AIRCRAFT. FROST ON WINGS,main cargo door,part of,door
1295,670,LOST CONTROL ON TAKEOFF. LEFT WHEEL SHEARED ON A SNOW BERM. AIRCRAFT THEN SLID INTO PARKED AIRCRAFT. FROST ON WINGS,door,has part,main cargo door
1296,671,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,airport,different from,airport
1297,671,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,airport,different from,airport
1298,671,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,airport,different from,airport
1299,671,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,airport,different from,airport
1300,671,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,airport,different from,airport
1301,671,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,airport,different from,airport
1302,672,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,Lufthansa,subsidiary,Lufthansa Cargo
1303,672,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,Lufthansa Cargo,owned by,Lufthansa
1304,672,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,Lufthansa Cargo,owned by,Lufthansa
1305,672,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,Lufthansa,owner of,Lufthansa Cargo
1306,672,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,Lufthansa,owner of,Lufthansa Cargo
1307,672,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,Lufthansa Cargo,owned by,Lufthansa
1308,672,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,Lufthansa Cargo,owned by,Lufthansa
1309,673,HAD A BANGING NOISE OUTSIDE AIRCRAFT EN ROUTE. ON LANDING FOUND A SEAT BELT WAS PROTRUDING UNDER THE DOOR.         ,jet wash,has part,engine anti ice
1310,673,HAD A BANGING NOISE OUTSIDE AIRCRAFT EN ROUTE. ON LANDING FOUND A SEAT BELT WAS PROTRUDING UNDER THE DOOR.         ,engine anti ice,part of,jet wash
1311,674,LONG GROUND RUN. JET WASH DAMAGED APPROACH LIGHTS AT RUNWAY DEPARTURE END. ENGINE ANTI ICE NOT USED.               ,aileron,use,takeoff
1312,674,LONG GROUND RUN. JET WASH DAMAGED APPROACH LIGHTS AT RUNWAY DEPARTURE END. ENGINE ANTI ICE NOT USED.               ,takeoff,uses,aileron
1313,675,PILOT DID NOT CONNECT AILERONS DURING REASSEMBLING FOLDING WINGS. NO AILERON CONTROL DURING TAKEOFF.               ,pilot,item operated,aircraft
1314,675,PILOT DID NOT CONNECT AILERONS DURING REASSEMBLING FOLDING WINGS. NO AILERON CONTROL DURING TAKEOFF.               ,aircraft,operator,pilot
1315,676,"PILOT WAS ATTEMPTING NIGHT LANDING ON UNLIGHTED STRIP. CARLIGHTS DIRECTED WRONG WAY, AIRCRAFT LANDED SHORT.        ",carburetor,has part,air intake
1316,676,"PILOT WAS ATTEMPTING NIGHT LANDING ON UNLIGHTED STRIP. CARLIGHTS DIRECTED WRONG WAY, AIRCRAFT LANDED SHORT.        ",air intake,part of,carburetor
1317,677,LOST POWER AT CRUISE ALTITUDE. LANDED ON LAKE. BROKE THROUGH ICE. FOUND RAGS IN CARBURETOR AIR INTAKE BOX.         ,nose gear,part of,runway
1318,679,LEFT OIL PRESSURE DROPPED. SECURED ENGINE. LANDED AT NEAREST AIRPORT. LOST OIL THRU A UNSECURED OIL CAP.           ,cockpit,has part,ram air inlet
1319,679,LEFT OIL PRESSURE DROPPED. SECURED ENGINE. LANDED AT NEAREST AIRPORT. LOST OIL THRU A UNSECURED OIL CAP.           ,ram air inlet,part of,cockpit
1320,680,SMOKE AND FUMES IN COCKPIT AFTER TAKEOFF. RETURNED. RAM AIR INLET COVER NOT REMOVED. CAUSED OVERHEATED PRESSURE AIR,nose wheel,has part,nosewheel fork
1321,680,SMOKE AND FUMES IN COCKPIT AFTER TAKEOFF. RETURNED. RAM AIR INLET COVER NOT REMOVED. CAUSED OVERHEATED PRESSURE AIR,nosewheel fork,part of,nose wheel
