,index,input,sentence,head,relation,tail
388,336,ELECTRIC POWER LOSS WHEN GEAR WAS EXTENDED. GEAR COLLAPSED ON LANDING ROLL. PILOT FAILED TO USE EMERGENCY EXTENSION,<triplet> PILOT <subj> GEAR <obj> has part,PILOT,has part,GEAR
389,337,"RUNWAY NOT LIGHTED. SNOW AND ICE COVERED. PILOT MISJUDGED INTERSECTION, TURNED TOO SOON.                           ",<triplet> PILOT MISJUDGED INTERSECTION <subj> RUNWAY <obj> facet of,PILOT MISJUDGED INTERSECTION,facet of,RUNWAY
390,338,"DURING COPILOT LANDING, HE REVERSED ONE PROP MORE THAN OTHER.                                                      ",<triplet> ONE PROP MORE THAN OTHER <subj> COPILOT <obj> instance of,ONE PROP MORE THAN OTHER,instance of,COPILOT
391,339,DEPARTED IFR WITH KNOWN DEFECTIVE GYRO HORIZON. LOST CONTROL OF AIRPLANE DESCENDING IFR IN HOLDING PATTERN.        ,<triplet> GYRO <subj> IFR <obj> part of,GYRO,part of,IFR
392,340,UPPER LEFT ENGINE COWL PN41834-06 SEPARATED FROM THE AIRCRAFT.                                                     ,<triplet> ENGINE COWL <subj> AIRCRAFT <obj> subsidiary <triplet> AIRCRAFT <subj> ENGINE COWL <obj> parent organization,ENGINE COWL,subsidiary,AIRCRAFT
393,340,UPPER LEFT ENGINE COWL PN41834-06 SEPARATED FROM THE AIRCRAFT.                                                     ,<triplet> ENGINE COWL <subj> AIRCRAFT <obj> subsidiary <triplet> AIRCRAFT <subj> ENGINE COWL <obj> parent organization,AIRCRAFT,parent organization,ENGINE COWL
394,341,PILOT TAXIED TO NORMAL TIE DOWN AREA AND AIRCRAFT SANK INTO MUD.                                                   ,<triplet> AIRCRAFT <subj> TIE <obj> instance of,AIRCRAFT,instance of,TIE
395,342,LANDING GEAR BRACED IN DOWN POSITION AND RETRACT RODS DISCONNECTED FOR FERRY. GEAR COLLAPSED DURING TAKEOFF.       ,<triplet> TAKEOFF <subj> FERRY <obj> operator,TAKEOFF,operator,FERRY
396,343,AIRCRAFT DIVERTED TO LOS ANGELES DUE TO STICKING FLAP. LUBRICATED FLAP JACKSCREW. RETURNED TO SERVICE.             ,<triplet> STICKING FLAP <subj> AIRCRAFT <obj> subclass of,STICKING FLAP,subclass of,AIRCRAFT
397,344,SHOOTING TOUCH & GO LANDINGS. TEMPERATURE 16 BELOW ZERO FAHRENHEIT. ENGINE STOPPED. ICE CRYSTALS FOUND IN FUEL.    ,<triplet> FUEL <subj> ICE <obj> instance of,FUEL,instance of,ICE
398,345,ENGINE FAILED ON TAKEOFF. FOUND WATER IN THE FUEL.                                                                 ,<triplet> FOUND WATER IN THE FUEL <subj> TAKEOFF <obj> location,FOUND WATER IN THE FUEL,location,TAKEOFF
399,346,ICE & WATER FOUND IN LOWEST POINT IN FUEL SYSTEM UNDER FUEL ON-OFF SELECTOR. ICE ALSO FOUND IN THE STRAINER.       ,<triplet> FUEL ON-OFF SELECTOR <subj> ICE <obj> manufacturer,FUEL ON-OFF SELECTOR,manufacturer,ICE
400,347,FORCED LANDING FROM ENGINE FAILURE. DESCREPANCY HAD BEEN WRITTEN UP AND AERO CLUB CAUTIONED ABOUT NEEDED MAINT.    ,<triplet> AERO CLUB <subj> DESCREPANCY <obj> field of work,AERO CLUB,field of work,DESCREPANCY
401,348,SMOKE IN COCKPIT SHORTLY AFTER LIFTOFF. FIREMEN DETERMINED SMOKE CAME FROM A RAG IN THE ENGINE COWL.               ,<triplet> LIFTOFF <subj> ENGINE COWL <obj> has part,LIFTOFF,has part,ENGINE COWL
402,349,PILOT SMELLED OIL IN FLIGHT AND OBSERVED OIL IN COWLING. MADE PRECAUTIONARY LANDING. OIL CAP CAME OFF IN FLIGHT.   ,<triplet> COWLING <subj> FLIGHT <obj> subclass of,COWLING,subclass of,FLIGHT
403,350,PILOT STATED HE EXPERIENCED BOTH BRAKES FREEZING UP BEFORE TAKEOFF.                                                ,<triplet> PILOT STATED HE EXPERIENCED BOTH BRAKES <subj> TAKEOFF <obj> followed by <triplet> TAKEOFF <subj> PILOT STATED HE EXPERIENCED BOTH BRAKES <obj> follows,PILOT STATED HE EXPERIENCED BOTH BRAKES,followed by,TAKEOFF
404,350,PILOT STATED HE EXPERIENCED BOTH BRAKES FREEZING UP BEFORE TAKEOFF.                                                ,<triplet> PILOT STATED HE EXPERIENCED BOTH BRAKES <subj> TAKEOFF <obj> followed by <triplet> TAKEOFF <subj> PILOT STATED HE EXPERIENCED BOTH BRAKES <obj> follows,TAKEOFF,follows,PILOT STATED HE EXPERIENCED BOTH BRAKES
405,351,FUEL CAP O RINGS WORN. DID NOT SEAL. LARGE QUANTITY WATER FOUND RIGHT TANK.                                        ,<triplet> FUEL CAP O RINGS WORN <subj> RIGHT TANK <obj> part of <triplet> RIGHT TANK <subj> FUEL CAP O RINGS WORN <obj> has part,FUEL CAP O RINGS WORN,part of,RIGHT TANK
406,351,FUEL CAP O RINGS WORN. DID NOT SEAL. LARGE QUANTITY WATER FOUND RIGHT TANK.                                        ,<triplet> FUEL CAP O RINGS WORN <subj> RIGHT TANK <obj> part of <triplet> RIGHT TANK <subj> FUEL CAP O RINGS WORN <obj> has part,RIGHT TANK,has part,FUEL CAP O RINGS WORN
407,352,"PILOT INDICATED ENGINE RUNNING ROUGH AFTER TAKEOFF, SO HE MADE EMERGENCY LANDING IN A FIELD.                       ",<triplet> TAKEOFF <subj> EMERGENCY <obj> instance of,TAKEOFF,instance of,EMERGENCY
408,353,ENGINE QUIT IMMEDIATELY AFTER TAKEOFF. WATER WAS FOUND IN GASCOLATOR..                                             ,<triplet> GASCOLATOR <subj> TAKEOFF <obj> located in the administrative territorial entity,GASCOLATOR,located in the administrative territorial entity,TAKEOFF
409,354,"AFTER TAKEOFF, ENGINE QUIT. WING FUEL TANK SUMPS WERE NOT DRAINED DURING PREFLIGHT BECAUSE THEY WERE FROZEN.       ",<triplet> TAKEOFF <subj> FROZEN <obj> has effect,TAKEOFF,has effect,FROZEN
410,355,ENGINE LOST RPM DUE TO WATER IN FUEL TANKS AND FUEL SYSTEM. AIRCRAFT STRUCK FENCE DURING FORCED LANDING.           ,<triplet> FUEL TANKS <subj> ENGINE <obj> subclass of,FUEL TANKS,subclass of,ENGINE
411,356,ENGINE QUIT DUE TO WATER AND DIRT IN FUEL TANK. PLANE CRASHED ON FIELD AIRSTRIP.                                   ,<triplet> FUEL TANK <subj> ENGINE <obj> subclass of,FUEL TANK,subclass of,ENGINE
412,357,PILOT REPORTED THROTTLE FROZE WIDE OPEN. MADE HARD LANDING. HELICOPTER HAD SNOW AND ICE ON SURFACE AT DEPARTURE.   ,<triplet> Snow <subj> Frost <obj> has part,Snow,has part,Frost
413,358,TRIED TO TAKE OFF WITH EXTERNAL LOAD. LINE CAUGHT ON A SKID. LOST CONTROL OF AIRCRAFT. AIRCRAFT NOSE-DIVED.        ,<triplet> AIRCRAFT NOSE-DIVED <subj> AIRCRAFT <obj> facet of,AIRCRAFT NOSE-DIVED,facet of,AIRCRAFT
414,359,ENGINE STOPPED. PILOT MADE EMERGENCY LANDING. CARBURETOR ICE OR FUEL CONTAMINATION. CAUSE UNDETERMINDED.           ,<triplet> ICE <subj> FUEL <obj> subclass of,ICE,subclass of,FUEL
415,360,"RIGHT ENGINE FAILED, THEN CENTER ENGINE. WATER FOUND IN FUEL TANKS.                                                ",<triplet> FUEL TANKS <subj> RIGHT ENGINE <obj> has part,FUEL TANKS,has part,RIGHT ENGINE
416,361,ENGINE STOPPED AFTER LIFT-OFF. WATER FOUND IN FUEL.                                                                ,<triplet> LIFT-OFF <subj> ENGINE <obj> uses,LIFT-OFF,uses,ENGINE
417,362,"PARTIAL LOSS OF UP ELEVATOR IN FLIGHT, RESULT OF PROP BLAST DURING TAXI. NOT DISCOVRED ON PRETAKEOFF CHECK.        ",<triplet> PROP BLAST <subj> TAXI <obj> location,PROP BLAST,location,TAXI
418,363,CREW STARTED ENGINES AND BEGAN TAXI WHILE BEING REFUELED. RAN INTO FUEL TRUCK. DEPARTED WITH DAMAGED WING.         ,<triplet> FUEL <subj> ENGINES <obj> has part,FUEL,has part,ENGINES
419,364,"POWER LOSS ONE HOUR AFTER DEPARTURE, CAUSED BY LOSS OF OIL. LOOSE B-NUT ON OIL LINE AT OIL COOLER.                 ",<triplet> OIL COOLER <subj> OIL <obj> product or material produced,OIL COOLER,product or material produced,OIL
420,365,TAKEOFF WARNING HORN SOUNDED. ABORTED TAKEOFF. SPEED BRAKE LEVER NOT SEATED.                                       ,<triplet> TAKEOFF <subj> TRAFFIC <obj> instance of,TAKEOFF,instance of,TRAFFIC
421,366,ON TAKEOFF ROLL AT 60 MPH RIGHT MAIN GEAR STRUCK A WATER FILLED POTHOLE. FLIGHT ABORTED.                           ,<triplet> TAKEOFF <subj> 60 <obj> elevation above sea level,TAKEOFF,elevation above sea level,60
422,367,ENGINE LOST POWER DUE TO FUEL CONTAMINATION. EXCESSIVE AMOUNT OF WATER FOUND IN TANKS.                             ,<triplet> FUEL <subj> WATER <obj> subclass of,FUEL,subclass of,WATER
423,368,SEAT SLID BACKWARDS DURING TAXI FOR TAKEOFF. PILOT UNABLE TO REACH CONTROLS. AIRPLANE RAN INTO A DITCH.            ,<triplet> TAXI <subj> AIRPLANE <obj> subclass of,TAXI,subclass of,AIRPLANE
424,369,TURNED ON NOSE WHEEL STEERING TURNING FINAL. WHEEL WAS TURNED TO LEFT ON TOUCHDOWN. VEERED INTO SNOWBANK.          ,<triplet> 2009 <subj> 2009 <obj> point in time,2009,point in time,2009
425,370,"PILOT RAN OUT OF FUEL. TRIED LANDING ON ROAD, HIT CAR. KILLED TWO PERSONS. PILOT HAD BEEN DRINKING.                ",<triplet> HIT CAR <subj> DRINKING <obj> has cause,HIT CAR,has cause,DRINKING
426,371,FAILED TO CLIMB AFTER TAKEOFF. HIT TREE ON DEPARTURE END OF RUNWAY. INDICATES FLAP HANDLE NOT SECURED IN SLOT.     ,<triplet> TAKEOFF <subj> FLAP HANDLE <obj> has cause,TAKEOFF,has cause,FLAP HANDLE
427,372,PILOT DIDN'T DRAIN FUEL LINES THAT HAD WATER IN TANK. ENGINE QUIT ON TAKEOFF. PLANE CRASHED.                       ,<triplet> TAKEOFF <subj> ENGINE <obj> subclass of,TAKEOFF,subclass of,ENGINE
428,373,"FLIGHT ENGINEER FAILED TO REMOVE NOSE DOWNLOCK PIN, RESULTING IN UNSCHEDULED LANDING.                              ",<triplet> FLIGHT ENGINEER <subj> NOSE DOWNLOCK PIN <obj> product or material produced,FLIGHT ENGINEER,product or material produced,NOSE DOWNLOCK PIN
429,374,WHEEL CAME OFF ON LANDING. OWNER HAD REMOVED BRAKE ASSEMBLY DAY PREVIOUS.                                          ,<triplet> WHEEL <subj> BROKEN <obj> instance of,WHEEL,instance of,BROKEN
430,375,WATER IN FUEL CAUSED ENGINE STOPPAGE ON TAKEOFF.                                                                   ,<triplet> TAKEOFF <subj> FUEL <obj> main subject,TAKEOFF,main subject,FUEL
431,376,"ALTERNATOR NOT OPERATING AT TAKEOFF, ELECTRICAL FAILURE SOON AFTER. LANDED WITH GEAR PARTIALLY DOWN, COLLAPSED.    ",<triplet> TAKEOFF <subj> GEAR <obj> has part <triplet> GEAR <subj> TAKEOFF <obj> part of,TAKEOFF,has part,GEAR
432,376,"ALTERNATOR NOT OPERATING AT TAKEOFF, ELECTRICAL FAILURE SOON AFTER. LANDED WITH GEAR PARTIALLY DOWN, COLLAPSED.    ",<triplet> TAKEOFF <subj> GEAR <obj> has part <triplet> GEAR <subj> TAKEOFF <obj> part of,GEAR,part of,TAKEOFF
433,377,GEAR WOULD NOT EXTEND NORMALLY. PILOT DID NOT KNOW HOW TO USE THE EMERGENCY SYSTEM.                                ,<triplet> PILOT <subj> EMERGENCY <obj> use,PILOT,use,EMERGENCY
434,378,ENGINE FAILED DUE TO FUEL CONTAMINATION. FORCED LANDING MADE IN FIELD.                                             ,<triplet> FUEL <subj> ENGINE <obj> has part,FUEL,has part,ENGINE
435,379,ABORTED TAKEOFF WHEN ACCESS DOOR LIGHT CAME ON. TAXIED BACK INTO POSITION AND DEPARTED.                            ,<triplet> TAXED <subj> DEPARTED <obj> has effect <triplet> DEPARTED <subj> TAXED <obj> has cause,TAXED,has effect,DEPARTED
436,379,ABORTED TAKEOFF WHEN ACCESS DOOR LIGHT CAME ON. TAXIED BACK INTO POSITION AND DEPARTED.                            ,<triplet> TAXED <subj> DEPARTED <obj> has effect <triplet> DEPARTED <subj> TAXED <obj> has cause,DEPARTED,has cause,TAXED
437,380,FORCED LANDING MADE AFTER PILOT HEARD LOUD NOISES. SUSPECT WATER IN FUEL.                                          ,<triplet> PILOT <subj> FUEL <obj> product or material produced,PILOT,product or material produced,FUEL
438,381,"STUDENT PREFLIGHTED PLANE. STATED GAS TANKS FULL. AFTER 1.2 HOURS, RAN OUT OF GAS. LANDED IN FIELD.                ",<triplet> STUDENT <subj> FIELD <obj> location,STUDENT,location,FIELD
439,382,ENGINE QUIT DUE TO WATER IN FUEL. NO DAMAGE IN EMERGENCY LANDING.                                                  ,<triplet> ENGINE <subj> FUEL <obj> product or material produced,ENGINE,product or material produced,FUEL
440,383,PILOT ACCUSTOMED TO USING PORTABLE FUEL CANS. USED CANS TO REFUEL HIS AIRPLANE FROM CANS. QUIT ON WATER TAKEOFF    ,<triplet> CANS <subj> AIRPLANE <obj> part of <triplet> CANS <subj> AIRPLANE <obj> part of,CANS,part of,AIRPLANE
441,383,PILOT ACCUSTOMED TO USING PORTABLE FUEL CANS. USED CANS TO REFUEL HIS AIRPLANE FROM CANS. QUIT ON WATER TAKEOFF    ,<triplet> CANS <subj> AIRPLANE <obj> part of <triplet> CANS <subj> AIRPLANE <obj> part of,CANS,part of,AIRPLANE
442,384,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL. FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN.                              ,<triplet> AILERON <subj>LOCK PIN <obj> has part <triplet>LOCK PIN <subj> AILERON <obj> part of,AILERON <subj>LOCK PIN,has part <triplet>LOCK PIN,
443,384,LOST CONTROL OF AIRPLANE ON TAKEOFF ROLL. FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN.                              ,<triplet> AILERON <subj>LOCK PIN <obj> has part <triplet>LOCK PIN <subj> AILERON <obj> part of,AILERON <subj>LOCK PIN,part of,AILERON
444,385,FERTILIZE BUCKET SUPPORT CABLE CAUGHT ON LOADING SYSTEM ON TAKEOFF. PULLED COPTER TO THE GROUND.                   ,<triplet> BUCKET <subj> TAKEOFF <obj> part of <triplet> TAKEOFF <subj> BUCKET <obj> has part,BUCKET,part of,TAKEOFF
445,385,FERTILIZE BUCKET SUPPORT CABLE CAUGHT ON LOADING SYSTEM ON TAKEOFF. PULLED COPTER TO THE GROUND.                   ,<triplet> BUCKET <subj> TAKEOFF <obj> part of <triplet> TAKEOFF <subj> BUCKET <obj> has part,TAKEOFF,has part,BUCKET
446,386,NOSE GEAR COLLAPSED ON LANDING. PILOT WAS UNABLE TO VERIFY GEAR POSITION WITH DEFECTIVE LIGHT.                     ,<triplet> DEFECTIVE LIGHT <subj> NOSE GEAR <obj> subclass of,DEFECTIVE LIGHT,subclass of,NOSE GEAR
447,387,AIRCRAFT RAN OFF EDGE OF TAXIWAY AT NIGHT. AIRCRAFT TAXI LIGHT INOPERATIVE.                                        ,<triplet> AIRCRAFT <subj> TAXIWAY <obj> location,AIRCRAFT,location,TAXIWAY
448,388,"WHILE TAXIING FOR TAKEOFF, GEAR COLLAPSED CAUSING DAMAGE TO LEFT WING.                                             ",<triplet> TAXIING <subj> GEAR <obj> facet of,TAXIING,facet of,GEAR
449,389,"ON TAXIWAY, RUNWAY FELL APART, LEAVING A BIG HOLE. PLANE NOSE WHEEL FELL INTO THE HOLE.                            ",<triplet> TAXIWAY <subj> HOLE <obj> instance of,TAXIWAY,instance of,HOLE
450,390,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,<triplet> NORMAN <subj> SPOT <obj> instance of,NORMAN,instance of,SPOT
451,391,PILOT DID NOT CHECK FUEL TIME USED & DID NOT PREFLIGHT BEFORE A RETURN FLIGHT. RAN OUT OF FUEL.                    ,<triplet> FUEL <subj> PREFLIGHT <obj> use,FUEL,use,PREFLIGHT
452,392,HAD GEAR UNSAFE LIGHT. STARTED GO-AROUND WITHOUT ADVANCING PROPS. CO-PILOT DELAYED CLEAN-UP. SETTLED INTO TREES.   ,<triplet> CO-PILOT <subj> GO-AROUND <obj> use,CO-PILOT,use,GO-AROUND
453,393,"ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF. STALLED, AVOIDING TREES. STUCK RINGS AND VALVES FROM SLUDGE IN OIL. ",<triplet> TAKEOFF <subj> STUCK RINGS AND VALVES <obj> has part <triplet> STUCK RINGS AND VALVES <subj> TAKEOFF <obj> part of,TAKEOFF,has part,STUCK RINGS AND VALVES
454,393,"ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF. STALLED, AVOIDING TREES. STUCK RINGS AND VALVES FROM SLUDGE IN OIL. ",<triplet> TAKEOFF <subj> STUCK RINGS AND VALVES <obj> has part <triplet> STUCK RINGS AND VALVES <subj> TAKEOFF <obj> part of,STUCK RINGS AND VALVES,part of,TAKEOFF
455,394,BEGAN GEAR RETRACTION ON CLIMBOUT WITH EMERGENCY GEAR HANDLE ENGAGED. DISTRACTEDPILOT. PROPS & STEP HIT RUNWAY.    ,<triplet> EMERGENCY <subj> HIT <obj> has part <triplet> HIT <subj> EMERGENCY <obj> part of,EMERGENCY,has part,HIT
456,394,BEGAN GEAR RETRACTION ON CLIMBOUT WITH EMERGENCY GEAR HANDLE ENGAGED. DISTRACTEDPILOT. PROPS & STEP HIT RUNWAY.    ,<triplet> EMERGENCY <subj> HIT <obj> has part <triplet> HIT <subj> EMERGENCY <obj> part of,HIT,part of,EMERGENCY
457,395,"MADE TAKEOFF WITH TRAILING LAND LINE WHICH CAUGHT ON A HORIZONTAL CABLE. MAIN ROTOR SEVERED TAIL ROTOR, CRASHLANDED",<triplet> MAIN ROTOR <subj> TAIL ROTOR <obj> opposite of <triplet> TAIL ROTOR <subj> MAIN ROTOR <obj> opposite of,MAIN ROTOR,opposite of,TAIL ROTOR
458,395,"MADE TAKEOFF WITH TRAILING LAND LINE WHICH CAUGHT ON A HORIZONTAL CABLE. MAIN ROTOR SEVERED TAIL ROTOR, CRASHLANDED",<triplet> MAIN ROTOR <subj> TAIL ROTOR <obj> opposite of <triplet> TAIL ROTOR <subj> MAIN ROTOR <obj> opposite of,TAIL ROTOR,opposite of,MAIN ROTOR
459,396,AILERONS HOOKED UP BACKWARD BY MAINTENANCE. WING-TIP HIT RUNWAY AFTER LIFT-OFF. PILOT FAILED TO CHECK CONTROLS.    ,<triplet> AILERON <subj> MAINTENANCE <obj> use,AILERON,use,MAINTENANCE
460,397,FORCED LANDING WHEN ENGINE FAILED DUE TO LACK OF OIL.                                                              ,<triplet> LANDING <subj> ENGINE <obj> facet of,LANDING,facet of,ENGINE
461,398,TAKEOFF REJECTED DUE TO TAKEOFF WARNING HORN. ELEVATOR TRIM WAS IMPROPERLY SET.                                    ,<triplet> TAKEOFF <subj> TRAIN <obj> instance of,TAKEOFF,instance of,TRAIN
462,399,"BRAKES INOPERATIVE AFTER LANDING. HYDRAULIC RESERVOIR WAS EMPTY, BRAKES HAD JUST BEEN REPLACED.                    ",<triplet> HYDRAULIC <subj> BROKES <obj> has part <triplet> BROKES <subj> HYDRAULIC <obj> part of,HYDRAULIC,has part,BROKES
463,399,"BRAKES INOPERATIVE AFTER LANDING. HYDRAULIC RESERVOIR WAS EMPTY, BRAKES HAD JUST BEEN REPLACED.                    ",<triplet> HYDRAULIC <subj> BROKES <obj> has part <triplet> BROKES <subj> HYDRAULIC <obj> part of,BROKES,part of,HYDRAULIC
464,400,OIL LEAK CAUSED BY DIPSTICK NOT BEING SECURED.                                                                     ,<triplet> DIPSTICK <subj> LEAD <obj> instance of,DIPSTICK,instance of,LEAD
465,401,FLIGHT RETURNED WHEN GEAR WOULD NOT RETRACT. FOUND GEAR PIN WAS LEFT INSTALLED.                                    ,<triplet> FLIGHT <subj> GEAR <obj> instance of,FLIGHT,instance of,GEAR
466,402,DUST COVER PLATE NOT REMOVED BEFORE FLIGHT. ENGINE OVERHEATED. STRUCK LOG IN TALL GRASS DURING LANDING.            ,<triplet> DUST COVER PLATE <subj> ENGINE <obj> part of,DUST COVER PLATE,part of,ENGINE
467,403,BAGGAGE DOOR NOT SECURED PROPERLY BY PILOT. SUITCASE FELL OUT AND STRUCK LEFT PROPELLER.                           ,<triplet> BAGGAGE <subj> PILOT <obj> subclass of,BAGGAGE,subclass of,PILOT
468,404,LANDING GEAR SWITCH IMPROPERLY PLACED. OVERLOOKED IN PREFLIGHT. NOSE GEAR COLLAPSED ON START-UP.                   ,<triplet> INFLIGHT <subj> PLANET <obj> instance of,INFLIGHT,instance of,PLANET
469,405,"SEAT NOT LATCHED, SLID BACKWARD ON TAKEOFF. LOST DIRECTIONAL CONTROL. VEERED OFF RUNWAY INTO TREES.                ",<triplet> TAKEOFF <subj> RUNWAY <obj> instance of,TAKEOFF,instance of,RUNWAY
470,406,"PILOT LANDED NO FLAP, OVERRAN END OF RUNWAY. LANDING LIGHT INOPERATIVE.                                            ",<triplet> LANDING LIGHT INOPERATIVE <subj> PILOT <obj> instance of,LANDING LIGHT INOPERATIVE,instance of,PILOT
471,407,FLIGHT TOOK OFF WITH LESS THAN SCHEDULED AMOUNT OF FUEL.                                                           ,<triplet> FLIGHT TOOK OFF <subj> FUEL <obj> main subject,FLIGHT TOOK OFF,main subject,FUEL
472,408,ELECTRICAL SYSTEM FAILURE DUE TO CORRODED BATTERY LEAD. PILOT DID NOT USE EMERGENCY PROCEDURE TO EXTEND GEAR.      ,<triplet> PILOT <subj> EMERGENCY <obj> facet of,PILOT,facet of,EMERGENCY
473,409,ENGINE FAILED FROM FUEL STARVATION. FUEL CAP FOUND IMPROPERLY SECURED. CRASH OCCURRED DURING EMERGENCY LANDING.    ,<triplet> FUEL CAP <subj> ENGINE <obj> instance of,FUEL CAP,instance of,ENGINE
474,410,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.       ,<triplet> FUEL EXHAUSTION <subj> SIPHONING <obj> has cause,FUEL EXHAUSTION,has cause,SIPHONING
475,411,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,<triplet> PILOT <subj> TAKEOFF <obj> located in the administrative territorial entity,PILOT,located in the administrative territorial entity,TAKEOFF
476,412,GEAR ONLY PARTIALLY EXTENDED DUE TO BENT ACTUATOR. PREVIOUS BRAKE AND TIRE FAILURE HAD BENT THE ROD.               ,<triplet> BENT ACTUATOR <subj> TIRE FAILURE <obj> follows <triplet> TIRE FAILURE <subj> BENT ACTUATOR <obj> followed by,BENT ACTUATOR,follows,TIRE FAILURE
477,412,GEAR ONLY PARTIALLY EXTENDED DUE TO BENT ACTUATOR. PREVIOUS BRAKE AND TIRE FAILURE HAD BENT THE ROD.               ,<triplet> BENT ACTUATOR <subj> TIRE FAILURE <obj> follows <triplet> TIRE FAILURE <subj> BENT ACTUATOR <obj> followed by,TIRE FAILURE,followed by,BENT ACTUATOR
478,413,PILOT ABORTED TAKEOFF AND CRASHED IN DITCH OFF END OF RUNWAY.                                                      ,<triplet> TAKEOFF <subj> RUNWAY <obj> instance of,TAKEOFF,instance of,RUNWAY
479,414,ENGINE RAN ROUGH THEN QUIT. LANDED SHORT OF RUNWAY. WATER IN FUEL TANK. WATER FOUND IN GAS STORAGE TANK NAVY BASE. ,<triplet> GAS STORAGE TANK <subj> NAVY BASE <obj> part of,GAS STORAGE TANK,part of,NAVY BASE
480,415,TRIED TO LIFT HELICOPTER OFF FLAT BED IN A VERTICAL TAKEOFF. REAR SKID NOT INTIED. HELICOPTER ROLLED OVER.         ,<triplet> TAKEOFF <subj> VERTICAL <obj> subclass of,TAKEOFF,subclass of,VERTICAL
481,416,ENGINE FAILED AFTER TAKEOFF. AIRCRAFT CRASHED INTO TREES.                                                          ,<triplet> AIRCRAFT <subj> TAKEOFF <obj> location,AIRCRAFT,location,TAKEOFF
482,417,NOSE GEAR RETRACTED ON TAKEOFF ROLL. PILOT FAILED TO CHECK GEAR HANDLE POSITION.                                   ,<triplet> TAKEOFF <subj> NOSE GEAR <obj> manufacturer,TAKEOFF,manufacturer,NOSE GEAR
483,418,SIPHONING IN FLIGHT DUE TO IMPROPERLY PLACED FUEL CAP. INOPERATIVE FUEL GAUGES.                                    ,<triplet> FLIGHT DUE TO IMPROPERLY PLACED FUEL CAP. INOPERATIVE FUEL GAUGES. <subj> FLIGHT <obj> instance of,FLIGHT DUE TO IMPROPERLY PLACED FUEL CAP. INOPERATIVE FUEL GAUGES.,instance of,FLIGHT
484,419,"ENGINE SEIZED DURING SPRAY OPERATION. STALLED, TURNING FOR EMERGENCY LANDING. FOUND OIL QUICK DRAIN OPEN.          ",<triplet> STALLED <subj> TURNING <obj> followed by,STALLED,followed by,TURNING
