,index,input,head,relation,tail
1033,921,NOSED OVER AFTER LOSS OF DIRECTIONAL CONTROL ON LANDING. HYDRAULIC BRAKE HAD BEEN APPLIED IN FLIGHT.               ,vapor,subclass of,fuel
1034,922,ENGINE LOST OIL PRESSURE AND QUIT.  LANDED IN SWAMP.  NO MALFUNCTIONS FOUND.  INDICATES NO OIL PRIOR TO FLIGHT.    ,Autolock,subclass of,Autonomous System
1035,923,UNABLE TO RESTART ENGINE AFTER RUNNING A TANK DRY. FLIPPED OVER DURING DOWNWIND LANDING. FAILED TO USE BOOST PUMP. ,runway,has part,gear up
1036,924,LANDED ON ROAD AFTER NOTING RAPID DROP IN FUEL QUANTITY AND VAPOR FROM WING. FUEL CAP WAS COCKED ALLOWING SIPHONING,smoke,subclass of,fuel siphoning
1037,925,CHIP DETECTORS CAME ON AFTER TAKEOFF. AUTOROTATIVE HARD LANDING. MAINTENANCE HAD DISCONNECTED TORQUE SENSORS.      ,tail,subclass of,rotors
1038,926,LANDED ON REMAINING RUNWAY WITH GEAR UP AFTER OIL COVERED WINDSHIELD. OIL FILLER CAP WAS NOT INSTALLED PROPERLY.   ,gate maintenance,facet of,takeoff
1039,926,LANDED ON REMAINING RUNWAY WITH GEAR UP AFTER OIL COVERED WINDSHIELD. OIL FILLER CAP WAS NOT INSTALLED PROPERLY.   ,runway,use,takeoff
1040,927,FUEL SIPHONING IDENTIFIED AS SMOKE. ENGINE SHUTDOWN AND LANDED GEAR UP IN FIELD. UNABLE TO MAINTAIN ALTITUDE.      ,aproach,subclass of,runway
1041,928,IMPROPERLY SECURED CARGO DEPARTED THE HELICOPTER FROM AN OPEN CARGO DOOR STRIKING TAIL AND MAIN ROTORS.            ,gear handle,connects with,retraction system
1042,929,ABORTED TAKEOFF WHEN CAPTAINS WINDOW CAME AJAR. AT GATE MAINTENANCE PERFORMED REJECTED TAKEOFF INSPECTION.         ,open trench,subclass of,firewall
1043,930,OVERRUN SHORT GRAVEL RUNWAY ON THE TAKEOFF RUN. NOSED OVER IN A LAKE. PILOT FAILED TO USE THROTTLE FRICTION LOCK.  ,stol,subclass of,takeoff
1044,931,TOUCHED DOWN SHORT OF RUNWAY IN FOG AFTER ILS APROACH WITHOUT OPERATIVE GLIDESLOPE.                                ,fuel gauge,has part,expired
1045,932,GEAR COLLAPSED AT 60 MPH ON TAKEOFF ROLL. NO MALFUNCTION FOUND IN RETRACTION SYSTEM. POSSIBLE GEAR HANDLE UNLOCKED.,detent,subclass of,fuel selector
1046,933,AIRCRAFT WAS TAXIED INTO AN OPEN TRENCH DAMAGING NOSE GEAR AND FIREWALL.                                           ,runway,has part,berm
1047,933,AIRCRAFT WAS TAXIED INTO AN OPEN TRENCH DAMAGING NOSE GEAR AND FIREWALL.                                           ,berm,part of,runway
1048,934,"PITCHED NOSE DOWN AFTER FLAP RETRACTION DURING STOL TAKEOFF. BOUNCED, POWER REDUCED STRUCK GROUND. CONTROL LOCK ON.",takeoff,subclass of,ground run
1049,935,IMPACTED IN BACKYARDS OF RESIDENCES AFTER FUEL EXHAUSTION. FUEL GAUGES COMPLETELY UNRELIABLE. ANNUAL EXPIRED IN 84.,180,subclass of,takeoff
1050,936,"LANDED IN SWAMP AFTER POWER LOSS ON TAKEOFF. FUEL SELECTOR IMPROPERLY POSITIONED, DETENT NOT EASY TO DISCERN.      ",rear control stick,part of,seat belt
1051,937,"ABORTED TAKEOFF AFTER NOISE IN COCKPIT. RAN OFF RUNWAY END, STRUCK BERM AND DITCH. FLAT SPOT ON ONE MAIN TIRE.     ",fuel starvation,has effect,engine quit
1052,938,DURING TAKEOFF GROUND RUN SEAT SLID BACK AND DIRECTIONAL CONTROL WAS LOST. LANDING GEAR COLLAPSED OFF RUNWAY SIDE. ,runway,subclass of,bank
1053,939,LOW POWER ON TAKEOFF. CONTINUED LOSS OF POWER DURING 180. LANDED SHORT IN BEAN FIELD. PILOT LEFT RAG IN AIR INLET. ,aborted takeoff,location,runway end
1054,940,WATER TAKEOFF WITH REAR CONTROL STICK FASTENED FULL AFT BY SEAT BELT. STALLED INTO WATER WHERE AIRCRAFT SANK.      ,fuel cap,product or material produced,fuel
1055,941,LANDED SHORT OF RUNWAY IN TUNDRA AFTER ENGINES QUIT FROM FUEL STARVATION. FUEL CAP HAD NOT BEEN SECURED ON ONE WING,propeller,part of,aircraft
1056,942,"IMPACTED IN A STEEP BANK TURNING TOWARDS RUNWAY WITH OIL COVERED WINDSHILD.  OIL CAP NOT ON, NO MALFUNCTION FOUND. ",reverse,instance of,gear
1057,943,SOLO STUDENT ABORTED TAKEOFF DURING TOUCH AND GO. RAN OFF RUNWAY END INTO TREE. FAILED TO RETRACT FLAPS.           ,aircraft,has part,canopy
1058,944,"FUEL SIPHONED OUT OF TANK, LOOSE FUEL CAP. OUT OF FUEL. DURING LANDING, PUSHED TO SIDE OF ROAD BY WIND, HIT TREES. ",fuel selector,part of,engine
1059,945,STRUCK TREES DURING GO AROUND AFTER AIRCRAFT SEEMED SLUGGISH. CARB HEAT NOT USED. SUSPECT PROPELLER IN CRUISE PITCH,pumping brakes,subclass of,brakes
1060,946,"POWER LEVERS PULLED INADVERTENTLY INTO REVERSE ON FINAL. TOUCHED DOWN SHORT, BOUNCED, LANDED HARD. GEAR COLLAPSED. ",tying block,subclass of,cement block
1061,947,PLEXIGLASS CANOPY UNLATCHED ON TAKEOFF. LOST CONTROL TRYING TO LATCH CANOPY. STRUCK A PARKED AIRCRAFT AND A TRUCK. ,1988 Summer Olympics,point in time,1988
1062,948,ENGINE LOST POWER DURING INITIAL CLIMB AND STRUCK TREES DURING DESCENT. FUEL SELECTOR ON EMPTY TANK.               ,runway,use,lifted off
1063,949,"LOST HYDRAULIC PRESSURE, LOW FLUID QUANTITY. LOST BRAKES ON NO FLAP LANDING BY PUMPING BRAKES. OVERSHOT THE RUNWAY.",rear baggage door,has part,handle
1064,949,"LOST HYDRAULIC PRESSURE, LOW FLUID QUANTITY. LOST BRAKES ON NO FLAP LANDING BY PUMPING BRAKES. OVERSHOT THE RUNWAY.",handle,part of,rear baggage door
1065,950,AIRCRAFT TOOK OFF WITH TIEDOWN CHAIN AND CEMENT BLOCK ATTACHED TO LEFT WING. TIE DOWN RING BROKE DROPPING BLOCK.   ,runway,part of,airport
1066,951,AIRCRAFT DRIFTED ON GO AROUND WITH FLAPS AT 25 DEGREES.  STRUCK A WATER TANK AND IMPACTED THE GROUND.              ,2009,point in time,2009
1067,952,"LIFTED OFF TOO SOON, FORGOT TO RETRACT FLAPS. RETRACTED FLAPS, SETTLED TO RUNWAY. VEERED OFF RUNWAY SIDE, HIT TREE.",backfiring,facet of,engine
1068,953,MAIN REAR BAGGAGE DOOR OPENED AFTER ROTATION. BAGGAGE DOOR HANDLE WAS NOT ENGAGED PROPERLY.                        ,1989,point in time,1989
1069,954,OIL STREAMED OUT OF ENGINE AFTER TAKEOFF. OTHER AIRCRAFT ON RUNWAY. LANDED GEAR UP OFF AIRPORT. OIL DIPSTICK LOOSE.,runway,use,liftoff
1070,955,"FAILED TO VISUALLY CHECK FUEL QUANTITY IN THE TANKS.  LOST POWER ON TAKEOFF, HIT A TREE AND CARTWHEELED TO GROUND. ",Lighthouse Point,located in the administrative territorial entity,North Carolina
1071,956,DROP IN ENGINE POWER WITH BACKFIRING. LANDED IN SURF AFTER DROPPING BANNER. NO OIL IN ENGINE.                      ,gascolator,connects with,carburetor
1072,956,DROP IN ENGINE POWER WITH BACKFIRING. LANDED IN SURF AFTER DROPPING BANNER. NO OIL IN ENGINE.                      ,carburetor,connects with,gascolator
1073,957,"STRUCK DIRT BANK, FLIPPED OVER ON APPROACH TO FIELD AFTER ENGINE POWER LOSS.  DID NOT DRAIN FUEL SUMP, FROZEN SHUT.",ifr,subclass of,altimeter
1074,958,"ELEVATOR TRIM SET NOSE HIGH.  UNINTENTIONAL LIFTOFF, TOUCHDOWN, VEER OFF RUNWAY SIDE. HIT TREES THEN RAN INTO DITCH",1969 Atlantic hurricane season,point in time,1969
1075,959,ATTEMPTED TO LATCH DOOR WHILE LIFTING OFF. ONE SKID CAUGHT IN DIRT AND AIRCRAFT ROLLED OVER.                       ,washer,part of,ski mount
1076,960,ENGINE QUIT AFTER TAKEOFF. LANDED ON GOLF COURSE WHERE AIRCRAFT FLIPPED OVER. WATER IN GASCOLATOR AND CARBURETOR.  ,airframe breakup,has effect,lost control
1077,961,REALIZED ALTIMETER WAS INOPERATIVE AFTER ENTERING IFR CONDITIONS. MAINTENANCE HAD TAPED STATIC PORTS.              ,collapse,different from,derailment
1078,962,RETURNED FOR LANDING AFTER FUEL CAP CAME OFF AND SIPHONING BEGAN. LANDED WITHOUT INCIDENT. FUEL CAP REPLACED.      ,gear,part of,light
1079,963,"SKI MOUNT RETAINING WASHER MISSING. SKI PARTED FROM MOUNT ON LANDING. WINGTIP HIT SNOWBANK,AIRCRAFT WENT ONTO NOSE.",runway,use,takeoff
1080,964,"KNEW THE DAY BEFORE THAT THE VACUUM PUMP WAS BROKEN. FLEW INTO CLOUDS, LOST CONTROL, HAD INFLIGHT AIRFRAME BREAKUP.",Dme,instance of,tuned
1081,965,GEAR COLLAPSED ON ROLLOUT. GEAR HANDLE WAS NOT IN DETENT POSITION. NO HORN HEARD UNTIL COLLAPSE.                   ,left main gear,instance of,gear selector
1082,966,RED UNSAFE LIGHT WITH GEAR EXTENSION ON FINAL. GO AROUND ACCOMPLISHED. GEAR HANDLE NOT PROPERLY POSITIONED.        ,railroad,uses,tracks
1083,967,AIRCRAFT NOSED DOWN IMPACTED RUNWAY AND BURNED ON TAKEOFF. FUEL SELECTOR IN OFF POSITION.  MISSING STABILATOR BOLT.,fuel gauge,part of,tank
1084,968,RELYING SOLELY ON THE INCORRECTLY TUNED DME FOR DISTANCE RESULTED IN AN EARLY DESCENT AND IMPACT WITH MOUNTAINSIDE.,forced down,participant,pilot
1085,969,LEFT MAIN GEAR COLLAPSED ON TAKEOFF ROLL.  GEAR SELECTOR FOUND IN UP POSITION.                                     ,gear retraction,has part,linkage rod
1086,970,ENGINE QUIT DURING ENTRY TO PATTERN. LANDED ON RAILROAD TRACKS. FUEL HAD FOUL ODOR AND WATER PRESENT.              ,cowling,part of,aircraft
1087,971,"FAILED TO VISUALLY CHECK FUEL QUANTITY IN TANKS, RELIED ON INACCURATE FUEL GAUGES. OUT OF FUEL. DAMAGED ON LANDING.",runway,part of,aircraft
1088,972,SMOKE FILLED CABIN ENROUTE. PILOT FAILED TO USE CORRECT PROCEDURES. FORCED DOWN INTO TREES. SOURCE OF FIRE UNKNOWN.,filed ifr,subclass of,non ifr rated
1089,973,LOUD BANG HEARD WITH GEAR RETRACTION. UNABLE TO LOWER NOSE GEAR. LINKAGE RODS TO DOOR NOT CONNECTED.               ,offshore rig,located in or next to body of water,gulf
1090,974,LEFT UPPER ENGINE COWLING CAME LOOSE AND SEPARATED AIRCRAFT. ONE LATCH HAD STRESS DAMAGE.                          ,John F. Kennedy,position held,Secretary of Defense
1091,975,"AIRCRAFT JERKED UNCONTROLLABLY WHEN NOSE WHEEL TOUCHED DOWN.  RAN OFF RUNWAY. OUT OF ANNUAL, STEERING DISCONNECTED.",fuel line,part of,engine
1092,976,ENGINE RAN ROUGH IN FLIGHT AND QUIT ON ROLLOUT. FUEL FILLER CAP LAYING ON WING. NON IFR RATED PILOT FILED IFR.     ,runway,has part,runway side
1093,976,ENGINE RAN ROUGH IN FLIGHT AND QUIT ON ROLLOUT. FUEL FILLER CAP LAYING ON WING. NON IFR RATED PILOT FILED IFR.     ,runway side,part of,runway
1094,977,"ATTEMPTED TAKEOFF FROM OFFSHORE RIG WITH TIEDOWN ROPE ATTACHED. NOSED DOWN WITH BLADES STRIKING DECK, FELL IN GULF.",emergency,subclass of,gear
1095,978,PROPELLER BLADE SHOWED FATIGUE CRACK THROUGH 2/3 OF WIDTH BEFORE FINAL FAILURE. EMERGENCY LANDING MADE IN PASTURE. ,test flight,subclass of,flight
1096,979,"ENGINE LOST POWER AFTER TAKEOFF AND CRASHED.  WATER IN WING TANKS, FILTER AND IN FUEL LINE.                        ",parking brake,part of,engine
1097,980,"FAILED TO USE WINDSHIELD ANTI ICE IN TIME. MISALIGNED WITH RUNWAY, WINDSHIELD ICE COVERED. SKIDDED OFF RUNWAY SIDE.",overservicing,has cause,cooling turbine
1098,981,LANDED GEAR UP AFTER ELECTRICAL FAILURE IN FLIGHT. NO DISCREPANCIES FOUND IN EMERGENCY OR NORMAL GEAR SYSTEM.      ,cockpit,use,level flight
1099,982,RAN OUT OF FUEL ON A TEST FLIGHT. STRUCK TREES TRYING TO LAND ON A ROAD. FAILED TO CHECK FUEL PRIOR TO FLIGHT.     ,runway,use,takeoff
1100,983,FAILED TO RELEASE PARKING BRAKE AND ON LANDING DAMAGED PROPELLER AND BOTTOM OF ENGINE COWLING.                     ,3,followed by,4
1101,984,SMOKE IN CABIN THRU BLEED AIR. RETURNED. PROBABLE OVERSERVICING OF COOLING TURBINE. FURTHER CHECKS TO BE CONDUCTED.,emergency fuel pump,part of,engine
1102,985,LEFT COCKPIT SIDE WINDOW BLEW OUT IN LEVEL FLIGHT. NO WINDOW OR HARDWARE MALFUNCTION FOUND.                        ,2009 Atlantic hurricane season,point in time,2009
1103,986,ALL FOUR MAIN TIRES BLEW ON LANDING. PREVIOUS TAKEOFF WAS MADE FROM ICY RUNWAY WITH PARKING BRAKE ON.              ,rudder,part of,elevator
1104,987,NUMBER 3 AND 4 MAIN TIRES WENT FLAT ON LANDING. ABORTED PREVIOUS TAKEOFF. BLOW OUT PLUGS MISSING.                  ,inverted,subclass of,load shifted
1105,988,MISTAKENLY TURNED ON EMERGENCY FUEL PUMP INSTEAD OF MOVING FLAP LEVER. THE ENGINE QUIT. IMPACTED ON ROLLING TERRAIN,oil,part of,engine
1106,988,MISTAKENLY TURNED ON EMERGENCY FUEL PUMP INSTEAD OF MOVING FLAP LEVER. THE ENGINE QUIT. IMPACTED ON ROLLING TERRAIN,engine,has part,oil
1107,989,LEFT UPPER COWLING CAME LOOSE ON THE CLIMBOUT. LANDED SAFELY. NOT FASTENED PROPERLY PRIOR TO TAKEOFF.              ,control lock,part of,spiral
1108,990,ELEVATOR AND RUDDER CONTROLS JAMMED ON TAKEOFF. LANDED CAUSING DAMAGE TO RIGHT WING. KNIFE IN CONTROLS UNDER FLOOR.,fuel exhaustion,has effect,landing
1109,991,TRIED TO PICK UP HEAVY EXTERNAL LOAD WITH LONG LINE OVER A SKID. LOAD SHIFTED. CRASHED IN TREES INVERTED.          ,ice in fuel system,has effect,engine failure
1110,992,DECREASE IN OIL QUANTITY NOTED AFTER LEVEL OFF. RETURNED TO FIND LEFT ENGINE OIL CAP AJAR.                         ,emergency gear,use,landing
1111,993,RECOVERED FROM TIGHT SPIRAL ON TURN TO BASE. LANDED SAFELY. CONTROL LOCK ON RIGHT WING HAD NOT BEEN REMOVED.       ,sump drains,part of,engine
1112,994,FORCED LANDING AFTER ENGINE QUIT ON ILS APPROACH DUE TO FUEL EXHAUSTION. GAS CAP WAS LOOSE.                        ,nose gear,has part,torque arm
1113,994,FORCED LANDING AFTER ENGINE QUIT ON ILS APPROACH DUE TO FUEL EXHAUSTION. GAS CAP WAS LOOSE.                        ,torque arm,part of,nose gear
1114,995,ICE IN FUEL SYSTEM CAUSED ENGINE FAILURE. LANDED ON A GRAVEL BAR AND AIRCRAFT SLIPPED OVER ONTO ITS BACK.          ,1958,point in time,1958
1115,996,PRECAUTIONARY LANDING WITH GEAR IN TRANSIT. HEADSET WIRING BECAME ENTANGLED IN ROTATING EMERGENCY GEAR HANDLE.     ,aborted,subclass of,takeoff
1116,997,ENGINE QUIT DURING GO AROUND. STRUCK TREES AND GROUND. WATER IN FUEL SYSTEM. TANK SUMP DRAINS RUSTED CLOSED.       ,engine,has part,fuel pump
1117,997,ENGINE QUIT DURING GO AROUND. STRUCK TREES AND GROUND. WATER IN FUEL SYSTEM. TANK SUMP DRAINS RUSTED CLOSED.       ,fuel pump,part of,engine
1118,998,BOTH NOSE TIRES BLEW OUT FOLLOWING VIBRATION ON ROLLOUT. NOSE GEAR TORQUE ARM WAS IMPROPERLY CONNECTED AFTER TOW.  ,crashed during takeoff,has cause,engine started losing power
1119,998,BOTH NOSE TIRES BLEW OUT FOLLOWING VIBRATION ON ROLLOUT. NOSE GEAR TORQUE ARM WAS IMPROPERLY CONNECTED AFTER TOW.  ,engine started losing power,has effect,crashed during takeoff
1120,999,FORWARD MOTION WAS STOPPED DUE TO JAMMED PULLEY ON EXTERNAL LOAD. UNABLE TO RELEASE LOAD. IMPACTED THE GROUND.     ,windshield alcohol,subclass of,deicer
1121,1000,"VIBRATION ON TAKEOFF, ABORTED. OFF RUNWAY END, HIT A FENCE. ELEVATOR TRIM INSPECTION PANEL TAMPERED WITH, LOOSE.   ",nose gear,subclass of,steering
1122,1001,THE ENGINE LOST POWER ON TAKEOFF AND AIRCRAFT STRUCK A HANGAR. PILOT FAILED TO TURN OFF FUEL PUMP. NOT IFR CURRENT.,airport,different from,airport
1123,1002,AIRCRAFT CRASHED DURING TAKEOFF AFTER ENGINE STARTED LOSING POWER. PILOT HAD NO LICENSE. AIRCRAFT OVERDUE ANNUAL.  ,1972,point in time,1972
1124,1004,GEAR WOULD NOT RETRACT AFTER TAKEOFF. FOUND NOSE GEAR STEERING CIRCUIT BREAKER WAS STILL PULLED.                   ,gear switch,part of,gear
1125,1005,TOP SECTION OF ENGINE COWL POPPED UP AND FLUTTERED ON TAKEOFF. STRUCK POWERLINES WHILE RETURNING TO AIRPORT.       ,helicopter,has parts of the class,rotor blades
1126,1006,RETURNED WHEN NOSE GEAR FAILED TO RETRACT. FOUND THAT PIN HAD NOT BEEN REMOVED AFTER PREVIOUS MAINTENANCE.         ,landing,different from,takeoff
1127,1007,NOSE GEAR WOULD NOT RETRACT ON TAKEOFF. RETURNED AND FOUND GEAR PIN STILL INSTALLED.                               ,inertial navigation,different from,autopilot
1128,1007,NOSE GEAR WOULD NOT RETRACT ON TAKEOFF. RETURNED AND FOUND GEAR PIN STILL INSTALLED.                               ,autopilot,different from,inertial navigation
1129,1008,STARTED ENGINE AFTER MAINTENANCE ON RADAR WITHOUT CHECKING GEAR SWITCH. LEFT GEAR RETRACTED WITH SELECTOR UP.      ,cargo door,subclass of,door
1130,1009,MAIN ROTOR BLADES STRUCK THE SHIP AS AIRCRAFT LIFTED OFF WITH A SKID TIEDOWN ROPE ATTACHED. AIRCRAFT SANK IN OCEAN.,2009 Atlantic hurricane season,point in time,2009
1131,1010,ENGINE QUIT AFTER TAKEOFF. NOSED OVER DURING THE LANDING ON A TIDAL FLAT. WATER FOUND IN THE FUEL SYSTEM.          ,rotor,part of,rotor blades
1132,1010,ENGINE QUIT AFTER TAKEOFF. NOSED OVER DURING THE LANDING ON A TIDAL FLAT. WATER FOUND IN THE FUEL SYSTEM.          ,rotor blades,has part,rotor
1133,1012,REAR CARGO DOOR CAME OPEN IN FLIGHT. PRECAUTIONARY LANDING MADE. NO MALFUNCTIONS FOUND. LATCH NOT ENGAGED.         ,main tank,part of,engine
1134,1013,ATTEMPTED TAKEOFF WITH TIE DOWN STILL ATTACHED. TIE DOWN POINT BROKE AND AIRCRAFT LANDED BACK ON THE RIG.          ,main tank,has part,fuel cap
1135,1013,ATTEMPTED TAKEOFF WITH TIE DOWN STILL ATTACHED. TIE DOWN POINT BROKE AND AIRCRAFT LANDED BACK ON THE RIG.          ,fuel cap,part of,main tank
1136,1014,LOUD SNAP HEARD WITH ROTOR ENGAGEMENT. ROTOR BLADES FAILED NEAR THE ROOTS. SUSPECT IMPROPER ROTOR ENGAGEMENT.      ,oil dip stick,part of,engine
1137,1015,UNSAFE GEAR EXTENSION INDICATION. GEAR COLLAPSED ON LANDING. CIRCUIT BREAKER POPPED. DID NOT TRY MANUAL EXTENSION. ,rotor blade,subclass of,skid
1138,1016,ENGINE QUIT AFTER TAKEOFF. LANDED IN A FIELD. FUEL SELECTOR WAS NOT PROPERLY PLACED ON MAIN TANK. COLLAPSED GEAR.  ,runway,use,takeoff
1139,1017,FUEL LEAKING FROM LEFT MAIN TANK NOTED IN FLIGHT. DIVERTED AND AFTER LANDING PROPERLY INSTALLED FUEL CAP.          ,auto pilot,has effect,quit
1140,1018,NOTED OIL ON LEFT ENGINE COWL. ENGINE SHUT DOWN. OIL DIP STICK WAS NOT SNAPPED IN PLACE DURING PREFLIGHT.          ,aborted,different from,ran off runway
1141,1018,NOTED OIL ON LEFT ENGINE COWL. ENGINE SHUT DOWN. OIL DIP STICK WAS NOT SNAPPED IN PLACE DURING PREFLIGHT.          ,ran off runway,different from,aborted
1142,1019,ATTEMPTED TAKEOFF WITH SKID TIED TO TRAILER. DYNAMIC ROLLOVER AND RESULTANT ROTOR BLADE DAMAGE.                    ,oil filler plug,product or material produced,oil
1143,1020,"DURING TAKEOFF, THE CANOPY BLEW OPEN. CUT AWAY FROM THE TOWPLANE AT 10 FEET AGL. GLIDER THEN NOSED INTO THE RUNWAY.",forward cargo door,part of,aircraft
1144,1021,SWITCHED TO MAINS WITH ZERO FUEL PRESSURE. DISENGAGED AUTO PILOT AND FOUND RIGHT ENGINE HAD QUIT. LANDED IN A FIELD,engine,use,cruise
1145,1022,SECURED CONTROLS WITH A LARGE SCREW ON SHUTDOWN. FAILED TO REMOVE BEFORE TAKEOFF RUN. ABORTED AND RAN OFF RUNWAY.  ,runway,use,approach
1146,1023,OIL SPRAY ON WINDSCREEN EN ROUTE. LANDED IN A FIELD. PILOT FAILED TO SECURE OIL FILLER PLUG AFTER ADDING OIL.      ,full flaps,used by,pilot
1147,1024,FORWARD CARGO DOOR OPENED AS AIRCRAFT TOOK OFF. OBJECTS DROPPED OUT. RETURNED. FAILED TO SEE WARNING LIGHT.        ,runway,use,takeoff
1148,1025,LEFT INBOARD UPPER SECTION OF ENGINE COWLING SEPARATED AIRCRAFT AT CRUISE.                                         ,liftoff,has effect,impacted ground
1149,1026,"POOR APPROACH TO UPSLOPING RUNWAY. BOUNCED, WENT AROUND WITH FULL FLAPS. DRIFTED, TOUCHED DOWN ON GRASS, HIT TREES.",fuel boost,use,climb
1150,1027,PILOT ATTEMPTED A GO AROUND WITH FULL FLAPS. AIRCRAFT LANDED ON DIRT ROAD. DENSITY ALTITUDE WAS A FACTOR.          ,pilot,item operated,aircraft
1151,1028,"ON TAKEOFF ROLL, CANOPY OPENED AND FELL OFF. AIRCRAFT VEERED OFF RUNWAY SIDE,NOSED OVER. CANOPY IMPROPERLY LATCHED.",Emergency landing,uses,fuel
1152,1029,HELICOPTER IMPACTED GROUND AFTER SLING CAUGHT SKID DURING LIFTOFF. HAD DETACHED SLING BUT FAILED TO CLEAR SKIDS.   ,tailwheel,subclass of,landing
1153,1030,STRUCK WIRES AND TREES WHEN AIRCRAFT WOULD NOT CLIMB. DID NOT USE FUEL BOOST PUMP. DENSITY ALTITUDE A FACTOR.      ,pitched nose up,part of,takeoff
1154,1031,"STRUCK SHIP, FELL INTO WATER AFTER ATTEMPTED TAKEOFF WITH FRONT TIEDOWN STRAP SECURED. AIRCRAFT AND PILOT SANK.    ",runway,use,go around
1155,1032,EMERGENCY LANDING AFTER ROUGH RUNNING ENGINE. SUSPECT WATER IN FUEL.                                               ,full flap,use,takeoff
1156,1033,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,takeoff,followed by,landing
1157,1034,PILOT DID NOT SET TRIM BEFORE TAKEOFF AND AIRCRAFT PITCHED NOSE UP AND STALLED DURING LIFTOFF.                     ,airport landing,subclass of,descent
1158,1035,THE AIRCRAFT IMPACTED THE RUNWAY DURING GO AROUND. THE INSTRUCTOR RETRACTED THE FLAPS EARLY AFTER TAKING CONTROL.  ,gear,has part,nose gear
1159,1036,AMPHIBIAN FAILED TO CLIMB AFTER FULL FLAP TAKEOFF. STRUCK TREES. DENSITY ALTITUDE A FACTOR. NOT SEAPLANE RATED.    ,runway,use,level off
1160,1037,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT FLIPPED ON LANDING.PILOT HAD JUST FILLED TANKS. WATER IN FUEL.   ,fuel shutoff valve,part of,engine
1161,1038,PILOT WAS TRYING TO CLOSE DOOR WHEN AIRCRAFT DESCENDED AND STRUCK A POWERLINE. MADE OFF AIRPORT LANDING.           ,fuel selector,use,takeoff
1162,1039,POPPING SOUND FROM NOSE GEAR ON RETRACTION. LANDED WITHOUT GEAR LOCKED DOWN. FOUND NOSE GEAR DOOR DISCONNECTED.    ,Gascolator,instance of,aircraft
1163,1040,"NOSE DOWN TRIM CAUSED IMPROPER LEVEL OFF, WHEEL BARROWING AND VEERING OFF THE RUNWAY SIDE. IMPACTED IN A DITCH.    ",low time instructor,subclass of,takeoff
1164,1041,THE ENGINE FAILED SHORTLY AFTER TAKEOFF AND THE AIRCRAFT IMPACTED TERRAIN. FUEL SHUTOFF VALVE HAD COME APART.      ,oil,part of,engine
1165,1042,POWER INTERRUPTION ON ENGINE TEST TAKEOFF. REQUESTED RETURN. FUEL SELECTOR WAS ON AN EMPTY TANK.                   ,runway,part of,aircraft
1166,1043,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT HIT TREES ON LANDING. WATER FOUND IN GASCOLATOR.                        ,pilot,item operated,engine
1167,1044,THE STUDENT REDUCED POWER ON THE WRONG ENGINE ON TAKEOFF AND THE AIRCRAFT LANDED HARD. LOW TIME INSTRUCTOR.        ,flight plan,practiced by,pilot
1168,1045,ENGINE OVERHEAT. HOT OIL SMELL.KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS. NOSED OVER IN FURROWS PLOWED FAILED  ,landing,different from,takeoff
1169,1046,AIRCRAFT IMPACTED THE GROUND AFTER TAKEOFF. PILOT USED INAPPROPRIATE RUNWAY AND MISUSED FLAPS. DENSITY ALTITUDE.   ,brake fluid,part of,brake
1170,1047,THE ENGINE FAILED IN FLIGHT. SUSPECT WET MAGNETOS. PILOT HAD JUST FINISHED WASHING ENGINE.                         ,2009 World Championships,point in time,2009
1171,1048,DOOR POPPED OPEN DURING CLIMB. PILOT RETURNED TO AIRPORT TO CLOSE DOOR. IFR FLIGHT PLAN NOT CLOSED.                ,takeoff roll,subclass of,veered off the runway
1172,1049,TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED. DAMAGE TO PROPELLER TIP.                           ,carburetor,part of,primed
1173,1050,GROUND LOOPED ON ROLLOUT. FOUND RIGHT BRAKE DISC WORN AND ALLOWING BRAKE FLUID TO ESCAPE.                          ,fuel tank,part of,engine
