,Unnamed: 0,c5,c119,c78,c80,c86,c77,c79,c81,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c161,c163,c183,c191
724,58283,19830712029589A,LOST POWER ON DOWNWIND FOR LANDING. HIT TREES. INDICATES FUEL CONTAMINATION THE PROBLEM.IMPROPER FUELING OR SUMPING,II,E,28,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,2800,                    ,                    ,Fuel Contamination  ,Engine Malfunction  ,In Traffic Pattern-C,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,Pilot and Ground Cre,                    
725,58413,19830829062119I,OIL PRESSURE DROPPED. OIL COVERED THE WINDSHIELD.MADE EMERGENCY LANDING. HAD OIL CHANGED. FAILED TO SECURE OIL CAP.,II,E,  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Normal Cruise       ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Declared Emergency  ,                    ,                    ,                    
726,58432,19830816050659I,PILOT STATES PASSENGER OPENED BAGGAGE DOOR AND DID NOT CLOSE IT PROPERLY. DOOR CAME OPEN ON TAKEOFF.               ,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Night               ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,Unscheduled Landing ,                    ,                    ,                    
727,58501,19830819043469A,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Loss Of Dir Ctl-Grnd,Takeoff Ground Roll ,                    ,Pilot Induced       ,Air Taxi (Sched-Not ,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
728,58644,19830825051459I,SMOKE IN COCKPIT. MADE HARD LANDING DUE TO ANXIETY TO RETURN. DAMAGED PROP AND WING TIP. BIRDS NEST ON CYLINDERS.  ,II,O,LO,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,Improper Level Off  ,Precautionary Landin,Pilot-In-Command    ,                    ,Hard Landing        ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,Pilot and Ground Cre
729,58694,19831001065549I,USED SEAT BELT TO HOLD CONTROL STICK BACK. FORGOT TO RELEASE. STALLED ON TAKEOFF. FELL BACK TO RUNWAY.             ,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Stall               ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,Rejected Takeoff    ,                    ,                    ,                    
730,58799,19831008053479A,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF.                  ,II,V,AS,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Fail To Maintain Ade,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Spin                ,Final Approach      ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
731,58800,19831024068389I,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,II,O,  ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Passengers          ,IFR                 ,Fog                 ,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Unscheduled Landing ,Fire And Rescue - Al,                    ,                    
732,58812,19831127058759A,GROUND CREW PUT SLING ON HOOK INSTEAD OF IN HELICOPTER AS PILOT INDICATED. FOULED TAIL ROTOR. CAUSED A CRASH.      ,II,V,MI,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,"Misunderstand Ord,In",Other/Miscellaneous ,Maintenance And/Or G,                    ,Uncontroll Coll With,To Vertical (Helicop,                    ,Pilot Induced       ,Business            ,Industrial          ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
733,58961,19831011075659A,LOADED PALLET SHIFTED REARWARD ON TAKEOFF ROLL. AIRCRAFT NOSED UP. FLIGHT WAS ABORTED OFF RUNWAY. LOCKS NOT SECURED,II,V,IT,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Inadeq Flt/Grd Train,Other/Miscellaneous ,Maintenance And/Or G,                    ,Loss Of Dir Ctl-Grnd,To Aborted (Fixed Wi,                    ,"OPDEF, Other Than Pi",All Cargo Carriers  ,Cargo               ,VFR                 ,Weather Not A Factor,Night               ,Op & FAA St Policies,Recommend Gen Change,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,Fire And Rescue - Al,Non-Routine Pax Off-,                    ,                    
734,59115,19831001052579A,LONG LINE CAUGHT ON TREES AS HELICOPTER CLIMBED AFTER TAKEOFF. HAD NEGLECTED RELEASE LINE FOR THE PASSENGER FLIGHT.,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Uncontroll Coll With,To Init Climb(1st Pw,                    ,Pilot Induced       ,Industrial/Special  ,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
735,59145,19830812044949A,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,II,E,28,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Collision With Other,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,Pilot and Ground Cre,                    
736,59183,19831111070839I,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,II,A,  ,Inadequate Insp Of A,Wet Runway          ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Overshoot Landing   ,To Aborted (Fixed Wi,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Cargo               ,VFR                 ,Wind                ,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
737,59255,19830808046929I,HAD CYCLIC CONTROL PROBLEMS. FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL.,II,V,UN,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,Misc/Pilot Unsafe Ac,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Hard Landing        ,Low Level Operations,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,UNDER 750 HP                  ,Unscheduled Landing ,                    ,                    ,Pilot and Ground Cre
738,59416,19830928057899A,PILOT FAILED TO COMPLETELY RELEASE PARKING BRAKE PRIOR TO FLIGHT. BRAKES LOCKED ON LANDING. AIRCRAFT NOSED OVER.   ,II,V,  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,Nose Up Or Over     ,Roll-Out (Fixed Wing,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,"MULTI WING-BI/TRIPLANE,ETC    ",POWERED                       ,UNDER 750 HP                  ,                    ,                    ,                    ,                    
