,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
263,19820702028239A,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
264,19820725041999I,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ","[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
265,19820609021159A,STALLED ON EMERGENCY LANDING WHEN ENGINE QUIT ON TAKEOFF. BAD MAG AND WATER IN FUEL. CORRODED UNUSED SUMP DRAIN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",TAKEOFF,,Takeoff,Q854248
266,19820609021159A,STALLED ON EMERGENCY LANDING WHEN ENGINE QUIT ON TAKEOFF. BAD MAG AND WATER IN FUEL. CORRODED UNUSED SUMP DRAIN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
267,19820924056119I,FORWARD CARGO DOOR OPENED ON TAKEOFF. BAGGAGE HIT PROP. LANDED SAFELY. DOOR NOT PROPERLY SECURED.                  ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE']]",CARGO,,Cargo,Q319224
268,19820926054109I,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
269,19821025065459I,PILOT SWERVED OFF RUNWAY ON TAKEOFF ROLL WHEN SEAT HEIGHT RETAINING PIN SLIPPED FROM RETAINING HOLE. SEAT DROPPED. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
270,19821224070489I,NOSE WHEEL WOULD NOT RETRACT AFTER TAKEOFF. RETURNED. FOUND NOSE WHEEL GROUND PIN STILL IN PLACE.                  ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
271,19821120062429A,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['WORN FUEL', Entity not linked to a knowledge base, 'PERSON'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
272,19821009063279I,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.               ,"[['AGEBR', Entity not linked to a knowledge base, None]]",AGEBR,,,
273,19821119059299A,ENGINE QUIT ON TAKEOFF. STRUCK TREES ON TURNBACK TO RUNWAY.AIRPLANE SAT OUT FOR SIX MONTHS.TWO THIRDS WATER IN FUEL,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
274,19821209069039I,LEFT FUEL TANK SUMP DID NOT SEAT PROPERLY ON PREFLIGHT. LEAKED EXCESSIVELY DURING FLIGHT. RAN OUT OF FUEL.         ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'GPE']]",FUEL,,Fuel,Q42501
275,19820905043969A,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,"[['GLIDER', Entity(wikidata_entity_id=Q735721, wikipedia_entity_title=Green Goblin), None], ['GLIDER', Entity(wikidata_entity_id=Q735721, wikipedia_entity_title=Green Goblin), None]]",GLIDER,,Green Goblin,Q735721
276,19820905043969A,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,"[['GLIDER', Entity(wikidata_entity_id=Q735721, wikipedia_entity_title=Green Goblin), None], ['GLIDER', Entity(wikidata_entity_id=Q735721, wikipedia_entity_title=Green Goblin), None]]",GLIDER,,Green Goblin,Q735721
277,19821218067539I,PILOT NOTICED BRIGHT GLOW FROM ENGINE. BELIEVED ON FIRE. SECURED AND LANDED. OIL CAP NOT SECURED.                  ,"[['ENG', Entity not linked to a knowledge base, None]]",ENG,,,
278,19821105060779A,PILOT FORGOT TO CONNECT ELEVATOR CONTROLS WHEN HE ASSEMBLED GLIDER FOR THE FLIGHT. CRASH OCCURRED DURING TAKEOFF.  ,"[['GL', Entity not linked to a knowledge base, None], ['TAKEO', Entity not linked to a knowledge base, None]]",GL,,,
279,19821105060779A,PILOT FORGOT TO CONNECT ELEVATOR CONTROLS WHEN HE ASSEMBLED GLIDER FOR THE FLIGHT. CRASH OCCURRED DURING TAKEOFF.  ,"[['GL', Entity not linked to a knowledge base, None], ['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
280,19830120021189I,TAXING FOR TAKEOFF AIRCRAFT SLID OFF TAXIWAY. PASSENGERS DEPLANED BY PORTABLE STAIRS. TAXIWAY NOT SANDED.          ,"[['AKEOFF', Entity not linked to a knowledge base, None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['XI', Entity not linked to a knowledge base, None]]",AKEOFF,,,
281,19830120021189I,TAXING FOR TAKEOFF AIRCRAFT SLID OFF TAXIWAY. PASSENGERS DEPLANED BY PORTABLE STAIRS. TAXIWAY NOT SANDED.          ,"[['AKEOFF', Entity not linked to a knowledge base, None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['XI', Entity not linked to a knowledge base, None]]",TAXIWAY,,Taxiway,Q910386
282,19830120021189I,TAXING FOR TAKEOFF AIRCRAFT SLID OFF TAXIWAY. PASSENGERS DEPLANED BY PORTABLE STAIRS. TAXIWAY NOT SANDED.          ,"[['AKEOFF', Entity not linked to a knowledge base, None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['XI', Entity not linked to a knowledge base, None]]",XI,,,
283,19830408015939A,"ENGINE COWLING NOT PROPERLY SECURED, OPENED ON TAKEOFF.  DRAGGED A WING AND CARTWHEELED TRYING TO RETURN TO LAND.  ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
284,19830116001029A,LOST CONTROL ON TAKEOFF. LEFT WHEEL SHEARED ON A SNOW BERM. AIRCRAFT THEN SLID INTO PARKED AIRCRAFT. FROST ON WINGS,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BERM', Entity(wikidata_entity_id=Q81957, wikipedia_entity_title=Berm), None]]",TAKEOFF,,Takeoff,Q854248
285,19830116001029A,LOST CONTROL ON TAKEOFF. LEFT WHEEL SHEARED ON A SNOW BERM. AIRCRAFT THEN SLID INTO PARKED AIRCRAFT. FROST ON WINGS,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BERM', Entity(wikidata_entity_id=Q81957, wikipedia_entity_title=Berm), None]]",BERM,,Berm,Q81957
286,19830217010839I,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT. ,"[['MAIN CARGO', Entity not linked to a knowledge base, None]]",MAIN CARGO,,,
287,19830404013119A,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
288,19830404013119A,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.           ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
289,19830423068089I,LOST POWER AT CRUISE ALTITUDE. LANDED ON LAKE. BROKE THROUGH ICE. FOUND RAGS IN CARBURETOR AIR INTAKE BOX.         ,"[['CRUISE ALTITUDE', Entity(wikidata_entity_id=Q190200, wikipedia_entity_title=Altitude), None], ['LAKE', Entity(wikidata_entity_id=Q23397, wikipedia_entity_title=Lake), 'GPE'], ['BR', Entity not linked to a knowledge base, None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), 'ORG']]",CRUISE ALTITUDE,,Altitude,Q190200
290,19830621033449I,SMOKE AND FUMES IN COCKPIT AFTER TAKEOFF. RETURNED. RAM AIR INLET COVER NOT REMOVED. CAUSED OVERHEATED PRESSURE AIR,"[['RAM', Entity not linked to a knowledge base, None]]",RAM,,,
291,19830618040089I,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,"[['TAK', Entity not linked to a knowledge base, None]]",TAK,,,
292,19830715043429I,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED,"[['AKEO', Entity(wikidata_entity_id=Q27577526), None], ['VIBR', Entity(wikidata_entity_id=Q619720, wikipedia_entity_title=Kullu–Manali Airport), None]]",AKEO,,,Q27577526
293,19830715043429I,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED,"[['AKEO', Entity(wikidata_entity_id=Q27577526), None], ['VIBR', Entity(wikidata_entity_id=Q619720, wikipedia_entity_title=Kullu–Manali Airport), None]]",VIBR,,Kullu–Manali Airport,Q619720
294,19830623026739A,UNABLE TO USE FORWARD CYCLIC ON TAKEOFF. LOWERED COLLECTIVE. CRASH LANDED. CYCLIC RETENTION CAP BLOCKED BY LITTER. ,"[['TAKEO', Entity not linked to a knowledge base, None]]",TAKEO,,,
295,19830702040259I,RETURNED TO AIRPORT WHEN PILOT NOTICED THAT HE DID NOT MEET MINIMUM FUEL REQUIREMENTS. FAILED TO CHECK FUEL LOAD.  ,"[['MINIMUM', Entity not linked to a knowledge base, None], ['UEL', Entity not linked to a knowledge base, None], ['UEL', Entity not linked to a knowledge base, None]]",MINIMUM,,,
296,19830702040259I,RETURNED TO AIRPORT WHEN PILOT NOTICED THAT HE DID NOT MEET MINIMUM FUEL REQUIREMENTS. FAILED TO CHECK FUEL LOAD.  ,"[['MINIMUM', Entity not linked to a knowledge base, None], ['UEL', Entity not linked to a knowledge base, None], ['UEL', Entity not linked to a knowledge base, None]]",UEL,,,
297,19830702040259I,RETURNED TO AIRPORT WHEN PILOT NOTICED THAT HE DID NOT MEET MINIMUM FUEL REQUIREMENTS. FAILED TO CHECK FUEL LOAD.  ,"[['MINIMUM', Entity not linked to a knowledge base, None], ['UEL', Entity not linked to a knowledge base, None], ['UEL', Entity not linked to a knowledge base, None]]",UEL,,,
298,19830707041439A,"ENGINE QUIT AT 600 FEET AFTER TAKEOFF. TURNED BACK TO RUNWAY, STRUCK TREES. FUEL SELECTOR IN INTERMEDIATE POSITION.","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",TAKEOFF,,Takeoff,Q854248
299,19830707041439A,"ENGINE QUIT AT 600 FEET AFTER TAKEOFF. TURNED BACK TO RUNWAY, STRUCK TREES. FUEL SELECTOR IN INTERMEDIATE POSITION.","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
300,19830528032589I,RAN OUT FUEL EN ROUTE. LANDED ON A HIGHWAY. LEFT FUEL CAP IMPROPERLY SECURED. FUEL SIPHONED OUT.                   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]",FUEL,,Fuel,Q42501
301,19830528032589I,RAN OUT FUEL EN ROUTE. LANDED ON A HIGHWAY. LEFT FUEL CAP IMPROPERLY SECURED. FUEL SIPHONED OUT.                   ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]",FUEL,,Fuel,Q42501
302,19830630028079A,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,"[['TOW ROPE', Entity not linked to a knowledge base, None], ['GLIDER', Entity not linked to a knowledge base, 'PERSON'], ['GLIDER', Entity not linked to a knowledge base, None], ['P', Entity not linked to a knowledge base, 'PERSON'], ['OT', Entity not linked to a knowledge base, 'PERSON']]",TOW ROPE,,,
303,19830516065229I,FUEL CAP NOT REPLACED PROPERLY BEFORE DEPARTURE. FUEL SIPHONED OUT CAUSING A FUEL EXHAUSTION FORCED LANDING..      ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'ORG']]",FUEL,,Fuel,Q42501
304,19830614046699A,LOST CONTROL OF AIRCRAFT ON THE TAKEOFF ROLL WHILE TRYING TO CLOSE A WINDOW LEFT OPEN PRIOR TO TAKEOFF.            ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE']]",TAKEOFF,,Takeoff,Q854248
305,19830724035509A,SLUGGISH PERFORMANCE ON TOW. CUT LOOSE BUT UNABLE TO MAKE AIRPORT. HAD FAILED TO RETRACT SPOILERS FOR TAKEOFF.     ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
306,19830816050659I,PILOT STATES PASSENGER OPENED BAGGAGE DOOR AND DID NOT CLOSE IT PROPERLY. DOOR CAME OPEN ON TAKEOFF.               ,"[['T', Entity not linked to a knowledge base, None]]",T,,,
307,19830819043469A,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
308,19830819043469A,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
309,19830825051459I,SMOKE IN COCKPIT. MADE HARD LANDING DUE TO ANXIETY TO RETURN. DAMAGED PROP AND WING TIP. BIRDS NEST ON CYLINDERS.  ,"[['MO', Entity not linked to a knowledge base, None]]",MO,,,
310,19831011075659A,LOADED PALLET SHIFTED REARWARD ON TAKEOFF ROLL. AIRCRAFT NOSED UP. FLIGHT WAS ABORTED OFF RUNWAY. LOCKS NOT SECURED,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
311,19831001052579A,LONG LINE CAUGHT ON TREES AS HELICOPTER CLIMBED AFTER TAKEOFF. HAD NEGLECTED RELEASE LINE FOR THE PASSENGER FLIGHT.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
312,19840130076729A,ALTITUDE PRESELECT IMPROPERLY SET BEFORE TAKEOFF. LEVELED OFF TOO LOW. DESCENDED SLIGHTLY AND IMPACTED TREES.      ,"[['EO', Entity not linked to a knowledge base, None]]",EO,,,
313,19840118011879I,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
314,19840118011879I,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
315,19840113000789A,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION. CREW IGNORED AIRFRAME PRIOR ICING. FAILED TO CHECK ENGINE INLETS,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CREW', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
316,19840113000789A,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION. CREW IGNORED AIRFRAME PRIOR ICING. FAILED TO CHECK ENGINE INLETS,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CREW', Entity not linked to a knowledge base, None]]",CREW,,,
317,19840322008519A,TAXIWAY GAVE WAY ALLOWING WHEEL OF AIRCRAFT TO DROP IN HOLE CAUSING SUBSTANTIAL DAMAGE TO AIRCRAFT.                ,"[['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None]]",TAXIWAY,,Taxiway,Q910386
318,19840326009059A,INDICATES HEATER CORD NOT DISCONNECTED PRIOR TO LIFTOFF. ATTACHED CORD DRAG WHICH BROKE AND WHITEOUT WERE FACTORS  ,"[['L', Entity not linked to a knowledge base, None], ['BROKE', Entity not linked to a knowledge base, 'PERSON'], ['WHITEOUT', Entity not linked to a knowledge base, 'PERSON']]",L,,,
319,19840107019539I,CABIN DOOR OPENED. BLEW OFF AS PILOT TRIED TO CLOSE IT. HIS HAND BLEW INTO PROP INJURING A FINGER. DOOR NOT SECURED,"[['CABIN', Entity not linked to a knowledge base, None]]",CABIN,,,
320,19831231073579I,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,"[['CRUISE ALTITUDE', Entity(wikidata_entity_id=Q190200, wikipedia_entity_title=Altitude), None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",CRUISE ALTITUDE,,Altitude,Q190200
321,19831231073579I,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,"[['CRUISE ALTITUDE', Entity(wikidata_entity_id=Q190200, wikipedia_entity_title=Altitude), None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",CARBURETOR,,Carburetor,Q165435
322,19831231073579I,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,"[['CRUISE ALTITUDE', Entity(wikidata_entity_id=Q190200, wikipedia_entity_title=Altitude), None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
323,19840121015319I,ENGINE FAILED AFTER TAKEOFF. TRIED TO MAKE A ROAD BUT DRIFTED OFF THE EDGE. FOUND SOLID ICE IN CARBURETOR BOWL.    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARBURETOR BOWL', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
324,19840121015319I,ENGINE FAILED AFTER TAKEOFF. TRIED TO MAKE A ROAD BUT DRIFTED OFF THE EDGE. FOUND SOLID ICE IN CARBURETOR BOWL.    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARBURETOR BOWL', Entity not linked to a knowledge base, None]]",CARBURETOR BOWL,,,
325,19840116011589I,RAN OUT OF FUEL APPROACHING DESTINATION. LANDED ON THE RUNWAY. FUEL SIPHONED FROM LOOSE FUEL CAP.                  ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON'], ['LOOSE FUEL CAP', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
326,19831201059529A,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['EO', Entity not linked to a knowledge base, None]]",AILERON,,Aileron,Q509379
327,19831201059529A,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None], ['EO', Entity not linked to a knowledge base, None]]",EO,,,
328,19840315006369A,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
329,19840323042509A,ENGINE MALFUNCTION DURING TAKEOFF CAUSED CRASH ALONG EXTENDED RUNWAY CENTERLINE. WATER FOUND IN RIGHT FUEL TANK.   ,"[['AKEO', Entity(wikidata_entity_id=Q27577526), None]]",AKEO,,,Q27577526
330,19840620037239I,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,"[['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None]]",AIRCRAFT,,Aircraft,Q11436
331,19840423015179A,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
332,19840423015179A,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
333,19840708030709A,FRONT BAGGAGE DOOR CAME OPEN ON THE TAKEOFF ROLL. ABORTED LATE AND RAN OFF END OF THE RUNWAY.                      ,"[['T', Entity not linked to a knowledge base, None], ['EO', Entity not linked to a knowledge base, None]]",T,,,
