,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
335,19800518014229A,"WHILE TAXIING FOR TAKEOFF, GEAR COLLAPSED CAUSING DAMAGE TO LEFT WING.                                             ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
336,19800429039119A,"ON TAXIWAY, RUNWAY FELL APART, LEAVING A BIG HOLE. PLANE NOSE WHEEL FELL INTO THE HOLE.                            ","[['ON TAXIWAY', Entity not linked to a knowledge base, None], ['PLANE', Entity not linked to a knowledge base, None]]",ON TAXIWAY,,,
337,19800429039119A,"ON TAXIWAY, RUNWAY FELL APART, LEAVING A BIG HOLE. PLANE NOSE WHEEL FELL INTO THE HOLE.                            ","[['ON TAXIWAY', Entity not linked to a knowledge base, None], ['PLANE', Entity not linked to a knowledge base, None]]",PLANE,,,
338,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,"[['NOSE', Entity(wikidata_entity_id=Q827512, wikipedia_entity_title=Warhead), None], ['PLANE', Entity not linked to a knowledge base, None], ['LINEBOY', Entity not linked to a knowledge base, None], ['NORMAN SPOT', Entity not linked to a knowledge base, None]]",NOSE,,Warhead,Q827512
339,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,"[['NOSE', Entity(wikidata_entity_id=Q827512, wikipedia_entity_title=Warhead), None], ['PLANE', Entity not linked to a knowledge base, None], ['LINEBOY', Entity not linked to a knowledge base, None], ['NORMAN SPOT', Entity not linked to a knowledge base, None]]",PLANE,,,
340,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,"[['NOSE', Entity(wikidata_entity_id=Q827512, wikipedia_entity_title=Warhead), None], ['PLANE', Entity not linked to a knowledge base, None], ['LINEBOY', Entity not linked to a knowledge base, None], ['NORMAN SPOT', Entity not linked to a knowledge base, None]]",LINEBOY,,,
341,19800413049409I,NOSE GEAR COLLAPSED ON ROLLOUT.PLANE WAS OUT OF SERVICE FOR MAINTENANCE. LINEBOY POSITIONED IN NORMAN SPOT         ,"[['NOSE', Entity(wikidata_entity_id=Q827512, wikipedia_entity_title=Warhead), None], ['PLANE', Entity not linked to a knowledge base, None], ['LINEBOY', Entity not linked to a knowledge base, None], ['NORMAN SPOT', Entity not linked to a knowledge base, None]]",NORMAN SPOT,,,
342,19800508011869A,PILOT DID NOT CHECK FUEL TIME USED & DID NOT PREFLIGHT BEFORE A RETURN FLIGHT. RAN OUT OF FUEL.                    ,"[['EL', Entity not linked to a knowledge base, None]]",EL,,,
343,19800608019219A,"ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF. STALLED, AVOIDING TREES. STUCK RINGS AND VALVES FROM SLUDGE IN OIL. ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OIL', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
344,19800421009329A,BEGAN GEAR RETRACTION ON CLIMBOUT WITH EMERGENCY GEAR HANDLE ENGAGED. DISTRACTEDPILOT. PROPS & STEP HIT RUNWAY.    ,"[['BEGAN', Entity not linked to a knowledge base, None]]",BEGAN,,,
345,19800424010429A,"MADE TAKEOFF WITH TRAILING LAND LINE WHICH CAUGHT ON A HORIZONTAL CABLE. MAIN ROTOR SEVERED TAIL ROTOR, CRASHLANDED","[['T', Entity not linked to a knowledge base, None], ['EOFF', Entity not linked to a knowledge base, None]]",T,,,
346,19800424010429A,"MADE TAKEOFF WITH TRAILING LAND LINE WHICH CAUGHT ON A HORIZONTAL CABLE. MAIN ROTOR SEVERED TAIL ROTOR, CRASHLANDED","[['T', Entity not linked to a knowledge base, None], ['EOFF', Entity not linked to a knowledge base, None]]",EOFF,,,
347,19800523016979A,AILERONS HOOKED UP BACKWARD BY MAINTENANCE. WING-TIP HIT RUNWAY AFTER LIFT-OFF. PILOT FAILED TO CHECK CONTROLS.    ,"[['-TIP', Entity not linked to a knowledge base, None]]",-TIP,,,
348,19800805067769I,TAKEOFF REJECTED DUE TO TAKEOFF WARNING HORN. ELEVATOR TRIM WAS IMPROPERLY SET.                                    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TRIM', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
349,19800805067769I,TAKEOFF REJECTED DUE TO TAKEOFF WARNING HORN. ELEVATOR TRIM WAS IMPROPERLY SET.                                    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TRIM', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
350,19800805067769I,TAKEOFF REJECTED DUE TO TAKEOFF WARNING HORN. ELEVATOR TRIM WAS IMPROPERLY SET.                                    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TRIM', Entity not linked to a knowledge base, None]]",TRIM,,,
351,19800815066579I,OIL LEAK CAUSED BY DIPSTICK NOT BEING SECURED.                                                                     ,"[['OIL LEAK', Entity(wikidata_entity_id=Q220187, wikipedia_entity_title=Oil spill), None], ['DIPSTICK NOT', Entity not linked to a knowledge base, None]]",OIL LEAK,,Oil spill,Q220187
352,19800815066579I,OIL LEAK CAUSED BY DIPSTICK NOT BEING SECURED.                                                                     ,"[['OIL LEAK', Entity(wikidata_entity_id=Q220187, wikipedia_entity_title=Oil spill), None], ['DIPSTICK NOT', Entity not linked to a knowledge base, None]]",DIPSTICK NOT,,,
353,19800716028479A,ENGINE FAILED FROM FUEL STARVATION. FUEL CAP FOUND IMPROPERLY SECURED. CRASH OCCURRED DURING EMERGENCY LANDING.    ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL CAP', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None]]",FUEL,,Fuel,Q42501
354,19800716028479A,ENGINE FAILED FROM FUEL STARVATION. FUEL CAP FOUND IMPROPERLY SECURED. CRASH OCCURRED DURING EMERGENCY LANDING.    ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL CAP', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None]]",FUEL CAP,,Fuel tank,Q1411232
355,19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OT', Entity not linked to a knowledge base, None], ['AD', Entity(wikidata_entity_id=Q159791, wikipedia_entity_title=Anno Domini), None]]",NOSEGEAR,,Landing gear,Q263421
356,19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OT', Entity not linked to a knowledge base, None], ['AD', Entity(wikidata_entity_id=Q159791, wikipedia_entity_title=Anno Domini), None]]",TAKEOFF,,Takeoff,Q854248
357,19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OT', Entity not linked to a knowledge base, None], ['AD', Entity(wikidata_entity_id=Q159791, wikipedia_entity_title=Anno Domini), None]]",OT,,,
358,19800707059709I,NOSEGEAR COLLAPSED ON TAKEOFF. PILOT HAD MADE PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY.                            ,"[['NOSEGEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['OT', Entity not linked to a knowledge base, None], ['AD', Entity(wikidata_entity_id=Q159791, wikipedia_entity_title=Anno Domini), None]]",AD,,Anno Domini,Q159791
359,19800623021719A,PILOT ABORTED TAKEOFF AND CRASHED IN DITCH OFF END OF RUNWAY.                                                      ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
360,19800712077549I,ENGINE RAN ROUGH THEN QUIT. LANDED SHORT OF RUNWAY. WATER IN FUEL TANK. WATER FOUND IN GAS STORAGE TANK NAVY BASE. ,"[['GAS', Entity not linked to a knowledge base, None]]",GAS,,,
361,19800819039089A,ENGINE FAILED AFTER TAKEOFF. AIRCRAFT CRASHED INTO TREES.                                                          ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None]]",ENGINE,,Aircraft engine,Q743004
362,19800819039089A,ENGINE FAILED AFTER TAKEOFF. AIRCRAFT CRASHED INTO TREES.                                                          ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None]]",TAKEOFF,,Takeoff,Q854248
363,19800819039089A,ENGINE FAILED AFTER TAKEOFF. AIRCRAFT CRASHED INTO TREES.                                                          ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None]]",AIRCRAFT,,Aircraft,Q11436
364,19800817081579I,NOSE GEAR RETRACTED ON TAKEOFF ROLL. PILOT FAILED TO CHECK GEAR HANDLE POSITION.                                   ,"[['NOSE', Entity not linked to a knowledge base, None], ['TAKEOFF RO', Entity not linked to a knowledge base, 'PERSON']]",NOSE,,,
365,19800810080939I,SIPHONING IN FLIGHT DUE TO IMPROPERLY PLACED FUEL CAP. INOPERATIVE FUEL GAUGES.                                    ,"[['FUEL CAP', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None], ['FUEL GAUGES', Entity not linked to a knowledge base, None]]",FUEL CAP,,Fuel tank,Q1411232
366,19800810080939I,SIPHONING IN FLIGHT DUE TO IMPROPERLY PLACED FUEL CAP. INOPERATIVE FUEL GAUGES.                                    ,"[['FUEL CAP', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None], ['FUEL GAUGES', Entity not linked to a knowledge base, None]]",FUEL GAUGES,,,
367,19800806066409I,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.                                                             ,"[['ENGINE QUIT', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",ENGINE QUIT,,,
368,19800711024979A,PILOT DID NOT DO A COMPLETE PREFLIGHT. CONTROL WAS LOCKED ON TAKEOFF. PLANE CRASHED AFTER LIFTOFF FROM RUNWAY.     ,"[['EO', Entity(wikidata_entity_id=Q1348989, wikipedia_entity_title=Earth observation), None]]",EO,,Earth observation,Q1348989
369,19800711025329A,STUDENT PILOT TAXIING FOR TAKEOFF LOST CONTROL AND CRASHED INTO DITCH OFF SIDE OF TAXIWAY.                         ,"[['X', Entity(wikidata_entity_id=Q1190763, wikipedia_entity_title=X band), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), 'GPE']]",X,,X band,Q1190763
370,19800711025329A,STUDENT PILOT TAXIING FOR TAKEOFF LOST CONTROL AND CRASHED INTO DITCH OFF SIDE OF TAXIWAY.                         ,"[['X', Entity(wikidata_entity_id=Q1190763, wikipedia_entity_title=X band), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), 'GPE']]",TAKEOFF,,Takeoff,Q854248
371,19800828077119I,"ENGINE POWER LOSS AFTER TAKEOFF, LANDED IN CANE FIELD. SUSPECT FUEL CONTAMINATION.                                 ","[['ENG', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CANE FIELD', Entity not linked to a knowledge base, 'GPE']]",ENG,,,
372,19800828077119I,"ENGINE POWER LOSS AFTER TAKEOFF, LANDED IN CANE FIELD. SUSPECT FUEL CONTAMINATION.                                 ","[['ENG', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CANE FIELD', Entity not linked to a knowledge base, 'GPE']]",TAKEOFF,,Takeoff,Q854248
373,19800920069229I,EMERGENCY LANDING AFTER ENGINE RAN ROUGH. FOUND AUTOMOTIVE GRADE FUEL IN TANKS AND RUSTED CARB HEAT MUFF.          ,"[['ENGINE R', Entity not linked to a knowledge base, None], ['CARB HE', Entity not linked to a knowledge base, None]]",ENGINE R,,,
374,19800920069229I,EMERGENCY LANDING AFTER ENGINE RAN ROUGH. FOUND AUTOMOTIVE GRADE FUEL IN TANKS AND RUSTED CARB HEAT MUFF.          ,"[['ENGINE R', Entity not linked to a knowledge base, None], ['CARB HE', Entity not linked to a knowledge base, None]]",CARB HE,,,
375,19800921069839I,UNSCHEDULED LANDING AFTER ENGINE ROUGHNESS. FOUND WATER IN FUEL TANKS.                                             ,"[['ENG', Entity(wikidata_entity_id=Q632025, wikipedia_entity_title=Engineering notation), None], ['FUEL TANKS', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None]]",ENG,,Engineering notation,Q632025
376,19800921069839I,UNSCHEDULED LANDING AFTER ENGINE ROUGHNESS. FOUND WATER IN FUEL TANKS.                                             ,"[['ENG', Entity(wikidata_entity_id=Q632025, wikipedia_entity_title=Engineering notation), None], ['FUEL TANKS', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), None]]",FUEL TANKS,,Fuel tank,Q1411232
377,19800924070749I,BAGGAGE DOOR WAS NOT PROPERLY LATCHED ALLOWING BRIEFCASE TO FALL OUT AND STRIKE PROPELLER.                         ,"[['BAGGAGE DO', Entity not linked to a knowledge base, None]]",BAGGAGE DO,,,
378,19800926071329I,NOSE BAGGAGE DOOR CAME OFF IN FLIGHT.                                                                              ,"[['NOSE BAGGAGE DOOR C', Entity not linked to a knowledge base, None]]",NOSE BAGGAGE DOOR C,,,
379,19801001089029I,AIRCRAFT BEGAN TO POP AND SPUTTER AFTER LIFTOFF. LANDED IN FIELD.INLET FUEL SCREEN CHAMBER FULL OF WATER.          ,"[['EG', Entity not linked to a knowledge base, None]]",EG,,,
380,19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['OWN', Entity(wikidata_entity_id=Q98108964, wikipedia_entity_title=Owner-occupancy), None], ['PARK', Entity(wikidata_entity_id=Q22698, wikipedia_entity_title=Park), None]]",TAXI,,Taxicab,Q82650
381,19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['OWN', Entity(wikidata_entity_id=Q98108964, wikipedia_entity_title=Owner-occupancy), None], ['PARK', Entity(wikidata_entity_id=Q22698, wikipedia_entity_title=Park), None]]",OWN,,Owner-occupancy,Q98108964
382,19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,"[['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None], ['OWN', Entity(wikidata_entity_id=Q98108964, wikipedia_entity_title=Owner-occupancy), None], ['PARK', Entity(wikidata_entity_id=Q22698, wikipedia_entity_title=Park), None]]",PARK,,Park,Q22698
383,19801014084349I,"ATTEMPTED SINGLE ENGINE FERRY AFTER PERMIT HAD BEEN DENIED.  LOST RPM, LANDED IN OCEAN.  FLOTATION GEAR WORKED OK. ","[['PERMIT', Entity not linked to a knowledge base, None], ['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",PERMIT,,,
384,19801014084349I,"ATTEMPTED SINGLE ENGINE FERRY AFTER PERMIT HAD BEEN DENIED.  LOST RPM, LANDED IN OCEAN.  FLOTATION GEAR WORKED OK. ","[['PERMIT', Entity not linked to a knowledge base, None], ['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",OCEAN,,Ocean,Q9430
385,19801020083779I,UNSCHEDULED LANDING AFTER NOTICING OIL LEAK. OIL CAP NOT SECURED PROPERLY.                                         ,"[['IL CAP', Entity not linked to a knowledge base, None]]",IL CAP,,,
386,19800922070659I,PROPELLER PICKED UP GROUNDING CABLE FROM RAMP AND DAMAGED AIRCRAFT.                                                ,"[['ER', Entity not linked to a knowledge base, None], ['P', Entity not linked to a knowledge base, None], ['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None]]",ER,,,
387,19800922070659I,PROPELLER PICKED UP GROUNDING CABLE FROM RAMP AND DAMAGED AIRCRAFT.                                                ,"[['ER', Entity not linked to a knowledge base, None], ['P', Entity not linked to a knowledge base, None], ['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None]]",P,,,
388,19800922070659I,PROPELLER PICKED UP GROUNDING CABLE FROM RAMP AND DAMAGED AIRCRAFT.                                                ,"[['ER', Entity not linked to a knowledge base, None], ['P', Entity not linked to a knowledge base, None], ['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None]]",AIRCRAFT,,Aircraft,Q11436
389,19800922070309I,NOSE GEAR COLLAPSED AFTER LANDING WITH FLAT TIRE.                                                                  ,"[['NOSE GEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['FLAT TIRE', Entity(wikidata_entity_id=Q1779337, wikipedia_entity_title=Flat tire), None]]",NOSE GEAR,,Landing gear,Q263421
390,19800922070309I,NOSE GEAR COLLAPSED AFTER LANDING WITH FLAT TIRE.                                                                  ,"[['NOSE GEAR', Entity(wikidata_entity_id=Q263421, wikipedia_entity_title=Landing gear), None], ['FLAT TIRE', Entity(wikidata_entity_id=Q1779337, wikipedia_entity_title=Flat tire), None]]",FLAT TIRE,,Flat tire,Q1779337
391,19800920069449I,FORCED LANDING AFTER ENGINE QUIT SHORTLY AFTER TAKEOFF. FOUND WATER IN FUEL.                                       ,"[['ENGINE QUIT', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'GPE']]",ENGINE QUIT,,,
