,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
356,19841110063299A,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['PLILOT', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
357,19841110063299A,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['PLILOT', Entity not linked to a knowledge base, None]]",CARBURETOR,,Carburetor,Q165435
358,19841110063299A,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['PLILOT', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
359,19841110063299A,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.    ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CARBURETOR', Entity(wikidata_entity_id=Q165435, wikipedia_entity_title=Carburetor), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['PLILOT', Entity not linked to a knowledge base, None]]",PLILOT,,,
360,19841122063039A,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ADDERS', Entity(wikidata_entity_id=Q192056, wikipedia_entity_title=Vipera berus), None], ['CARB BOWL', Entity not linked to a knowledge base, None], ['FUEL SCREEN', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
361,19841122063039A,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ADDERS', Entity(wikidata_entity_id=Q192056, wikipedia_entity_title=Vipera berus), None], ['CARB BOWL', Entity not linked to a knowledge base, None], ['FUEL SCREEN', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
362,19841122063039A,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ADDERS', Entity(wikidata_entity_id=Q192056, wikipedia_entity_title=Vipera berus), None], ['CARB BOWL', Entity not linked to a knowledge base, None], ['FUEL SCREEN', Entity not linked to a knowledge base, None]]",ADDERS,,Vipera berus,Q192056
363,19841122063039A,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ADDERS', Entity(wikidata_entity_id=Q192056, wikipedia_entity_title=Vipera berus), None], ['CARB BOWL', Entity not linked to a knowledge base, None], ['FUEL SCREEN', Entity not linked to a knowledge base, None]]",CARB BOWL,,,
364,19841122063039A,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['ADDERS', Entity(wikidata_entity_id=Q192056, wikipedia_entity_title=Vipera berus), None], ['CARB BOWL', Entity not linked to a knowledge base, None], ['FUEL SCREEN', Entity not linked to a knowledge base, None]]",FUEL SCREEN,,,
365,19850105019239A,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.                    ","[['T', Entity not linked to a knowledge base, None]]",T,,,
366,19850118004909I,"ON TAKEOFF, NOSE TIRE FLIPPED FLUSH TAXIWAY CENTERLINE LIGHT COVER HOUSING INTO LANDING GEAR. CUT HYDRAULIC LINE.  ","[['NOSE', Entity not linked to a knowledge base, None]]",NOSE,,,
367,19850217003409A,LOSS OF POWER ON TAKEOFF. AIRCRAFT TURNED OVER IN SNOW COVERED FIELD. MOISTURE FOUND IN FUEL SYSTEM.               ,"[['TAKEO', Entity not linked to a knowledge base, None], ['EL', Entity not linked to a knowledge base, None]]",TAKEO,,,
368,19850217003409A,LOSS OF POWER ON TAKEOFF. AIRCRAFT TURNED OVER IN SNOW COVERED FIELD. MOISTURE FOUND IN FUEL SYSTEM.               ,"[['TAKEO', Entity not linked to a knowledge base, None], ['EL', Entity not linked to a knowledge base, None]]",EL,,,
369,19850204013039I,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.        ,"[['5560', Entity not linked to a knowledge base, None]]",5560,,,
370,19850211005389I,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.      ,"[['TA', Entity not linked to a knowledge base, None], ['I', Entity not linked to a knowledge base, None]]",TA,,,
371,19850211005389I,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.      ,"[['TA', Entity not linked to a knowledge base, None], ['I', Entity not linked to a knowledge base, None]]",I,,,
372,19850323011529A,EMERGENCY LANDING AFTER POWER LOSS DURING TAKEOFF. FUEL PRIMER FOUND SLIGHTLY PULLED OUT. WATER FOUND IN FUEL.     ,"[['FUEL PRIMER', Entity not linked to a knowledge base, None], ['FUEL', Entity not linked to a knowledge base, 'GPE']]",FUEL PRIMER,,,
373,19850228011799I,ON TAKEOFF PILOT NOTICED OIL ON WINDSHIELD. RETURNED FOR LANDING. OIL FILLER CAP WAS NOT PROPERLY SEATED.          ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['HI', Entity not linked to a knowledge base, None], ['ILLER', Entity(wikidata_entity_id=Q159467, wikipedia_entity_title=Iller), 'PERSON']]",TAKEOFF,,Takeoff,Q854248
374,19850228011799I,ON TAKEOFF PILOT NOTICED OIL ON WINDSHIELD. RETURNED FOR LANDING. OIL FILLER CAP WAS NOT PROPERLY SEATED.          ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['HI', Entity not linked to a knowledge base, None], ['ILLER', Entity(wikidata_entity_id=Q159467, wikipedia_entity_title=Iller), 'PERSON']]",HI,,,
375,19850329017489I,PILOT ELECTED TO LAND ON DIRT ROAD AFTER FUEL EXHAUSTION  . NO INJURIES OR DAMAGE.                                 ,"[['F', Entity not linked to a knowledge base, None]]",F,,,
376,19850227004599A,"TOOK OFF WITH SNOW AND ICE ON WINGS. LIFTED OFF AND SETTLED HARD TO RUNWAY. DAMAGED NOSEWHEEL, PROPELLER, WINGTIP. ","[['NOSEWHEEL', Entity(wikidata_entity_id=Q2874353, wikipedia_entity_title=Tricycle landing gear), None], ['ELLER', Entity not linked to a knowledge base, None]]",NOSEWHEEL,,Tricycle landing gear,Q2874353
377,19850227004599A,"TOOK OFF WITH SNOW AND ICE ON WINGS. LIFTED OFF AND SETTLED HARD TO RUNWAY. DAMAGED NOSEWHEEL, PROPELLER, WINGTIP. ","[['NOSEWHEEL', Entity(wikidata_entity_id=Q2874353, wikipedia_entity_title=Tricycle landing gear), None], ['ELLER', Entity not linked to a knowledge base, None]]",ELLER,,,
378,19850517067579A,"OPERATOR DISPATCHED AIRPLANE WITH HSI SLAVE INOP. SHOT APPROACH OFF COURSE AND PAST AIRPORT, STRUCK TREES.         ","[['HSI', Entity(wikidata_entity_id=Q908611, wikipedia_entity_title=Horizontal situation indicator), None]]",HSI,,Horizontal situation indicator,Q908611
379,19850501015179A,ENGINES BEGAN TO BACKFIRE AND LOST POWER AFTER LIFTOFF. GEAR UP LANDING IN DESERT. SUPERCHARGERS IN HIGH POSITION. ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",LIFTOFF,,Takeoff,Q854248
380,19850607023489A,ENGINE QUIT AFTER LEVEL OFF. STRUCK FENCE POSTS DURING LANDING. PROBABLE VAPOR LOCK. UNAPPROVED UNLEADED FUEL USED.,"[['VAPOR', Entity(wikidata_entity_id=Q255722, wikipedia_entity_title=Vapor), None], ['UEL', Entity not linked to a knowledge base, None]]",VAPOR,,Vapor,Q255722
381,19850607023489A,ENGINE QUIT AFTER LEVEL OFF. STRUCK FENCE POSTS DURING LANDING. PROBABLE VAPOR LOCK. UNAPPROVED UNLEADED FUEL USED.,"[['VAPOR', Entity(wikidata_entity_id=Q255722, wikipedia_entity_title=Vapor), None], ['UEL', Entity not linked to a knowledge base, None]]",UEL,,,
382,19850409022169I,ENGINE DID NOT DEVELOP FULL POWER AFTER TAKEOFF. RETURNED AND FOUND BIRDS NEST IN INDUCTION SYSTEM.                ,"[['INE', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",INE,,,
383,19850409022169I,ENGINE DID NOT DEVELOP FULL POWER AFTER TAKEOFF. RETURNED AND FOUND BIRDS NEST IN INDUCTION SYSTEM.                ,"[['INE', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
384,19850512020139A,"ENGINE QUIT AFTER TAKEOFF, FORCED LANDING IN FIELD. FUEL SELECTOR ON EMPTY TANK, FUEL QUANTITY GAUGE SHOWED FULL.  ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",TAKEOFF,,Takeoff,Q854248
385,19850512020139A,"ENGINE QUIT AFTER TAKEOFF, FORCED LANDING IN FIELD. FUEL SELECTOR ON EMPTY TANK, FUEL QUANTITY GAUGE SHOWED FULL.  ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
386,19850512020139A,"ENGINE QUIT AFTER TAKEOFF, FORCED LANDING IN FIELD. FUEL SELECTOR ON EMPTY TANK, FUEL QUANTITY GAUGE SHOWED FULL.  ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
387,19850523019889A,"OIL SPRAY ON WINDSHIELD, ABORTED TAKEOFF. RAN OFF END OF RUNWAY AND FLIPPED OVER. OIL FILLER CAP NOT SECURED.      ","[['WINDSHI', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",WINDSHI,,,
388,19850523019889A,"OIL SPRAY ON WINDSHIELD, ABORTED TAKEOFF. RAN OFF END OF RUNWAY AND FLIPPED OVER. OIL FILLER CAP NOT SECURED.      ","[['WINDSHI', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
389,19850511016369A,"CANOPY CAME OPEN AFTER LIFTOFF. UNSUCCESSFUL ATTEMPT TO CLOSE CANOPY, TOW RELEASE. WING STRUCK GROUND ON TURNBACK. ","[['CANOPY', Entity not linked to a knowledge base, None], ['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CAN', Entity not linked to a knowledge base, None], ['Y', Entity not linked to a knowledge base, None]]",CANOPY,,,
390,19850511016369A,"CANOPY CAME OPEN AFTER LIFTOFF. UNSUCCESSFUL ATTEMPT TO CLOSE CANOPY, TOW RELEASE. WING STRUCK GROUND ON TURNBACK. ","[['CANOPY', Entity not linked to a knowledge base, None], ['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CAN', Entity not linked to a knowledge base, None], ['Y', Entity not linked to a knowledge base, None]]",LIFTOFF,,Takeoff,Q854248
391,19850511016369A,"CANOPY CAME OPEN AFTER LIFTOFF. UNSUCCESSFUL ATTEMPT TO CLOSE CANOPY, TOW RELEASE. WING STRUCK GROUND ON TURNBACK. ","[['CANOPY', Entity not linked to a knowledge base, None], ['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CAN', Entity not linked to a knowledge base, None], ['Y', Entity not linked to a knowledge base, None]]",CAN,,,
392,19850511016369A,"CANOPY CAME OPEN AFTER LIFTOFF. UNSUCCESSFUL ATTEMPT TO CLOSE CANOPY, TOW RELEASE. WING STRUCK GROUND ON TURNBACK. ","[['CANOPY', Entity not linked to a knowledge base, None], ['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CAN', Entity not linked to a knowledge base, None], ['Y', Entity not linked to a knowledge base, None]]",Y,,,
393,19850407011619A,THE AIRCRAFT HIT WIRES DURING AN EMERGENCY LANDING. SUSPECT THE ENGINE QUIT DUE TO CARB ICE. STARTER INOPERATIVE.  ,"[['CAR', Entity(wikidata_entity_id=Q1420, wikipedia_entity_title=Car), None]]",CAR,,Car,Q1420
394,19850430016769A,"SPOILERS INADVERTENTLY DEPLOYED AFTER TAKEOFF, WOULD NOT RETRACT. CUT AWAY, LANDED ON RACETRACK, WING HIT A FENCE. ","[['TAKEO', Entity not linked to a knowledge base, None], ['WING', Entity not linked to a knowledge base, 'PERSON']]",TAKEO,,,
395,19850521030419A,STRUCK TREES AND GROUND DURING EMERGENCY LANDING IN THE DARK. OIL DIPSTICK FOUND IN REAR OF ENGINE COMPARTMENT.    ,"[['OIL DIPSTICK', Entity not linked to a knowledge base, None]]",OIL DIPSTICK,,,
396,19850709033999A,ENGINE QUIT AFTER TAKEOFF. LANDED SHORT GLIDING BACK TO RUNWAY. GEAR TORN OFF. FUEL BOWL FULL OF WATER.            ,"[['EO', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",EO,,,
397,19850709033999A,ENGINE QUIT AFTER TAKEOFF. LANDED SHORT GLIDING BACK TO RUNWAY. GEAR TORN OFF. FUEL BOWL FULL OF WATER.            ,"[['EO', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
398,19850629050419I,GEAR RETRACTED ON TAKEOFF ROLL. SELECTOR HAD BEEN INADVERTENTLY PLACED IN UP POSITION BY PILOT PRIOR TO FLIGHT.    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['LL', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
399,19850629050419I,GEAR RETRACTED ON TAKEOFF ROLL. SELECTOR HAD BEEN INADVERTENTLY PLACED IN UP POSITION BY PILOT PRIOR TO FLIGHT.    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['LL', Entity not linked to a knowledge base, None]]",LL,,,
400,19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,"[['J', Entity not linked to a knowledge base, None], ['MED SHEN', Entity not linked to a knowledge base, 'PERSON']]",J,,,
401,19850702029069A,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.","[['MUD', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['GREENBRIER VALLEY', Entity(wikidata_entity_id=Q1544689, wikipedia_entity_title=Greenbrier River), 'GPE']]",MUD,,,
402,19850702029069A,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.","[['MUD', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['GREENBRIER VALLEY', Entity(wikidata_entity_id=Q1544689, wikipedia_entity_title=Greenbrier River), 'GPE']]",FUEL,,Fuel,Q42501
403,19850828059239I,STRONG FUEL SMELL IN COCKPIT AT CRUISE. VECTORED TO AIRPORT. FUEL PRIMER UNLOCKED.                                 ,"[['CRUISE', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'PERSON']]",CRUISE,,,
404,19850714039999I,LANDED ON ROAD AFTER NOTING RAPID DROP IN FUEL QUANTITY AND VAPOR FROM WING. FUEL CAP WAS COCKED ALLOWING SIPHONING,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['WING', Entity not linked to a knowledge base, None], ['FUEL CAP', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), 'PERSON']]",FUEL,,Fuel,Q42501
405,19850714039999I,LANDED ON ROAD AFTER NOTING RAPID DROP IN FUEL QUANTITY AND VAPOR FROM WING. FUEL CAP WAS COCKED ALLOWING SIPHONING,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['WING', Entity not linked to a knowledge base, None], ['FUEL CAP', Entity(wikidata_entity_id=Q1411232, wikipedia_entity_title=Fuel tank), 'PERSON']]",WING,,,
406,19850804036039A,CHIP DETECTORS CAME ON AFTER TAKEOFF. AUTOROTATIVE HARD LANDING. MAINTENANCE HAD DISCONNECTED TORQUE SENSORS.      ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
407,19850618035629I,ABORTED TAKEOFF WHEN CAPTAINS WINDOW CAME AJAR. AT GATE MAINTENANCE PERFORMED REJECTED TAKEOFF INSPECTION.         ,"[['CAPTAINS', Entity not linked to a knowledge base, None], ['AJAR', Entity not linked to a knowledge base, None]]",CAPTAINS,,,
408,19850618035629I,ABORTED TAKEOFF WHEN CAPTAINS WINDOW CAME AJAR. AT GATE MAINTENANCE PERFORMED REJECTED TAKEOFF INSPECTION.         ,"[['CAPTAINS', Entity not linked to a knowledge base, None], ['AJAR', Entity not linked to a knowledge base, None]]",AJAR,,,
409,19850816043229A,GEAR COLLAPSED AT 60 MPH ON TAKEOFF ROLL. NO MALFUNCTION FOUND IN RETRACTION SYSTEM. POSSIBLE GEAR HANDLE UNLOCKED.,"[['AKEO', Entity(wikidata_entity_id=Q4700621, wikipedia_entity_title=Akeo Watanabe), None]]",AKEO,,Akeo Watanabe,Q4700621
410,19850716032239A,"LANDED IN SWAMP AFTER POWER LOSS ON TAKEOFF. FUEL SELECTOR IMPROPERLY POSITIONED, DETENT NOT EASY TO DISCERN.      ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",TAKEOFF,,Takeoff,Q854248
411,19850716032239A,"LANDED IN SWAMP AFTER POWER LOSS ON TAKEOFF. FUEL SELECTOR IMPROPERLY POSITIONED, DETENT NOT EASY TO DISCERN.      ","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
412,19850715053139I,DURING TAKEOFF GROUND RUN SEAT SLID BACK AND DIRECTIONAL CONTROL WAS LOST. LANDING GEAR COLLAPSED OFF RUNWAY SIDE. ,"[['T', Entity not linked to a knowledge base, None], ['EO', Entity not linked to a knowledge base, None]]",T,,,
413,19850715053139I,DURING TAKEOFF GROUND RUN SEAT SLID BACK AND DIRECTIONAL CONTROL WAS LOST. LANDING GEAR COLLAPSED OFF RUNWAY SIDE. ,"[['T', Entity not linked to a knowledge base, None], ['EO', Entity not linked to a knowledge base, None]]",EO,,,
414,19850826041329A,LOW POWER ON TAKEOFF. CONTINUED LOSS OF POWER DURING 180. LANDED SHORT IN BEAN FIELD. PILOT LEFT RAG IN AIR INLET. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BEAN FIELD', Entity(wikidata_entity_id=Q890839, wikipedia_entity_title=Bohnanza), 'ORG']]",TAKEOFF,,Takeoff,Q854248
415,19850711030619A,SOLO STUDENT ABORTED TAKEOFF DURING TOUCH AND GO. RAN OFF RUNWAY END INTO TREE. FAILED TO RETRACT FLAPS.           ,"[['SOLO', Entity not linked to a knowledge base, None]]",SOLO,,,
416,19850625027899A,PLEXIGLASS CANOPY UNLATCHED ON TAKEOFF. LOST CONTROL TRYING TO LATCH CANOPY. STRUCK A PARKED AIRCRAFT AND A TRUCK. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
417,19851024060609I,MAIN REAR BAGGAGE DOOR OPENED AFTER ROTATION. BAGGAGE DOOR HANDLE WAS NOT ENGAGED PROPERLY.                        ,"[['MAIN', Entity not linked to a knowledge base, None]]",MAIN,,,
418,19851229063869A,OIL STREAMED OUT OF ENGINE AFTER TAKEOFF. OTHER AIRCRAFT ON RUNWAY. LANDED GEAR UP OFF AIRPORT. OIL DIPSTICK LOOSE.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
419,19851029054409A,"FAILED TO VISUALLY CHECK FUEL QUANTITY IN THE TANKS.  LOST POWER ON TAKEOFF, HIT A TREE AND CARTWHEELED TO GROUND. ","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",FUEL,,Fuel,Q42501
420,19851029054409A,"FAILED TO VISUALLY CHECK FUEL QUANTITY IN THE TANKS.  LOST POWER ON TAKEOFF, HIT A TREE AND CARTWHEELED TO GROUND. ","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
421,19851018075929A,"STRUCK DIRT BANK, FLIPPED OVER ON APPROACH TO FIELD AFTER ENGINE POWER LOSS.  DID NOT DRAIN FUEL SUMP, FROZEN SHUT.","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FROZEN', Entity not linked to a knowledge base, 'PERSON']]",FUEL,,Fuel,Q42501
422,19851019052799A,ENGINE QUIT AFTER TAKEOFF. LANDED ON GOLF COURSE WHERE AIRCRAFT FLIPPED OVER. WATER IN GASCOLATOR AND CARBURETOR.  ,"[['TAKEO', Entity not linked to a knowledge base, None], ['GOLF', Entity(wikidata_entity_id=Q5377, wikipedia_entity_title=Golf), None]]",TAKEO,,,
423,19851019052799A,ENGINE QUIT AFTER TAKEOFF. LANDED ON GOLF COURSE WHERE AIRCRAFT FLIPPED OVER. WATER IN GASCOLATOR AND CARBURETOR.  ,"[['TAKEO', Entity not linked to a knowledge base, None], ['GOLF', Entity(wikidata_entity_id=Q5377, wikipedia_entity_title=Golf), None]]",GOLF,,Golf,Q5377
